Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[bar];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Moment Tryb3[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przyklad[bar];Czas [ms];Rozrusznik[-];Czas [ms];RPM Tryb3[obr/min];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin za turbiną 1/2[°C];Czas [ms];Temp. spalin za turbiną 2/2[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
2172;72168;2171;2640;2135;1002;2171;5.964;2173;75;10649;0;10649;0;10649;0;10744;0;5637;1;2021;28.4;2021;71.4;2035;135.76;2137;26.8;3033;60.000;3033;25.000;3033;34.000;2115;24;2115;24;2065;11.5;2503;452.775;2082;0.00;10649;0;10649;0;10649;0;2172;177.6;2032;0.0;211;0.1;2632;0.2;211;1203;2172;24;2173;0;2173;3;10734;0;10649;1;2714;24.5;2085;0;10649;0;2632;1200;10772;0;5637;0;2021;27.0;2186;21;2022;27.4;2136;23.5;2136;29.5;2136;46.5;2032;23.8;2032;25.9;2033;25.5;2022;26.2;2186;29;2071;107;2071;114;2072;108;2072;116;2186;110;2186;107;2181;23.0;2131;21.4;2136;23;10772;0;10772;1;10649;0;10649;0;10649;0;5637;1;2131;0.18;2131;0.3208;
2372;72315;2372;2631;2336;1002;2372;5.964;2373;37;11651;0;11651;0;11651;0;11747;0;5728;1;2221;28.4;2221;71.4;2236;137.73;2336;26.8;3333;60.000;3333;25.000;3333;34.000;2316;24;2316;24;2265;11.5;2754;452.539;2281;0.00;11650;0;11650;0;11650;0;2372;177.0;2232;0.0;230;0.1;2883;0.2;230;1203;2372;24;2373;0;2373;3;11736;0;11650;1;2964;24.5;2286;0;11650;0;2883;1200;11774;0;5728;0;2222;27.0;2387;21;2222;27.4;2337;23.5;2336;29.5;2336;46.6;2231;23.8;2232;25.9;2231;25.5;2222;26.2;2386;29;2271;107;2272;114;2272;108;2272;116;2386;110;2386;107;2382;23.0;2331;21.4;2337;23;11774;0;11774;1;11650;0;11650;0;11650;0;5728;1;2332;0.18;2331;0.3188;
2572;72416;2572;2695;2536;1002;2572;5.964;2574;-9;12652;0;12652;0;12652;0;12748;0;6638;1;2422;28.4;2422;71.4;2436;129.24;2537;26.8;3634;60.000;3634;25.000;3634;34.000;2516;24;2516;24;2466;11.5;3004;452.421;2482;0.00;12652;0;12652;0;12652;0;2572;176.5;2432;0.0;250;0.1;3133;0.2;250;1203;2573;24;2573;0;2574;3;12737;0;12652;1;3215;24.5;2487;0;12652;0;3133;1200;12776;0;6638;0;2422;27.0;2587;21;2422;27.4;2537;23.5;2537;29.5;2537;46.5;2431;23.8;2432;25.9;2432;25.5;2422;26.3;2587;29;2472;107;2472;114;2472;108;2472;116;2586;110;2586;107;2582;23.1;2532;21.4;2536;23;12776;0;12776;1;12652;0;12652;0;12652;0;6638;1;2532;0.18;2532;0.3194;
2773;72554;2772;2677;2736;1002;2772;5.964;2774;19;13653;0;13653;0;13653;0;13750;0;6728;1;2622;28.4;2622;71.4;2637;136.27;2738;26.8;3934;60.000;3934;25.000;3934;34.000;2716;24;2716;24;2666;11.5;3255;452.461;2683;0.00;13653;0;13653;0;13653;0;2773;175.3;2633;0.0;271;0.1;3383;0.2;271;1204;2773;24;2774;1;2774;3;13739;0;13653;1;3465;24.5;2686;0;13653;0;3383;1200;13777;0;6728;0;2622;27.0;2787;22;2623;27.4;2737;23.5;2737;29.5;2737;46.6;2632;23.8;2632;25.9;2632;25.5;2623;26.3;2787;29;2673;107;2674;114;2674;108;2673;116;2787;108;2787;108;2782;23.0;2732;21.4;2737;23;13777;0;13777;1;13653;0;13653;0;13653;0;6728;1;2732;0.18;2732;0.3196;
2973;72765;2973;2640;2937;1002;2972;5.964;2974;28;14655;0;14655;0;14655;0;14753;0;7640;1;2822;28.4;2822;71.4;2837;129.60;2938;26.8;4235;60.000;4235;25.000;4235;34.000;2916;24;2917;24;2866;11.6;3505;452.394;2882;0.00;14655;0;14655;0;14655;0;2973;176.4;2833;0.0;291;0.1;3634;0.2;291;1204;2974;24;2974;0;2974;3;14740;0;14655;1;3715;24.6;2887;0;14655;0;3634;1200;14779;0;7640;0;2823;27.0;2988;22;2823;27.4;2937;23.5;2937;29.5;2937;46.6;2832;23.8;2832;25.9;2832;25.5;2823;26.3;2987;30;2872;107;2873;114;2873;108;2873;116;2987;109;2987;107;2983;23.0;2932;21.4;2938;23;14779;0;14779;1;14655;0;14655;0;14655;0;7640;1;2933;0.18;2932;0.3197;
3173;72912;3173;2622;3137;1002;3173;5.964;3175;47;15656;0;15656;0;15656;0;15754;0;7730;1;3023;28.4;3022;71.4;3037;127.42;3138;26.8;4535;60.000;4535;25.000;4535;34.000;3117;24;3117;24;3067;11.6;3755;452.256;3083;0.00;15656;0;15656;0;15656;0;3173;177.5;3033;0.0;311;0.1;3884;0.2;311;1204;3174;24;3174;0;3174;3;15742;0;15656;1;3966;24.5;3087;0;15656;0;3884;1200;15781;0;7730;0;3023;26.9;3187;22;3023;27.4;3137;23.5;3138;29.5;3138;46.6;3032;23.8;3033;25.9;3033;25.5;3023;26.3;3188;30;3073;107;3073;114;3073;108;3073;116;3187;108;3188;107;3183;23.0;3132;21.4;3137;23;15781;0;15781;1;15656;0;15656;0;15656;0;7730;1;3133;0.36;3133;0.3181;
3373;73067;3375;2677;3338;1002;3373;5.964;3375;93;16658;0;16658;0;16658;0;16755;0;8641;1;3223;28.4;3223;71.4;3237;136.51;3339;26.8;4836;60.000;4836;25.000;4836;34.000;3317;24;3317;24;3267;11.6;4006;452.256;3283;0.00;16658;0;16658;0;16658;0;3374;175.3;3233;0.0;331;0.1;4134;0.2;331;1204;3374;24;3374;0;3375;3;16744;0;16658;1;4216;24.5;3287;0;16658;0;4134;1200;16782;0;8641;0;3223;26.9;3389;22;3223;27.4;3339;23.5;3339;29.5;3339;46.6;3233;23.8;3233;25.9;3233;25.5;3224;26.3;3389;30;3273;105;3273;113;3273;107;3274;115;3388;108;3389;107;3383;23.1;3333;21.4;3339;23;16782;0;16782;1;16658;0;16658;0;16658;0;8641;1;3333;0.36;3333;0.3170;
3575;73067;3575;2677;3538;1002;3573;5.964;3575;93;17660;0;17660;0;17660;0;17757;0;8732;1;3423;28.4;3423;71.4;3437;126.72;3538;26.8;5136;60.000;5136;25.000;5136;34.000;3517;24;3517;24;3467;11.6;4256;452.303;3483;0.00;17659;0;17659;0;17659;0;3575;175.3;3434;0.0;351;0.1;4385;0.2;351;1204;3574;24;3574;0;3574;3;17745;0;17659;1;4467;24.5;3488;0;17659;0;4385;1200;17784;0;8732;0;3424;26.9;3589;22;3424;27.4;3539;23.5;3538;29.5;3539;46.6;3433;23.7;3433;25.9;3433;25.5;3424;26.3;3588;30;3473;107;3473;114;3474;108;3474;115;3588;109;3588;107;3584;23.0;3534;21.4;3538;23;17784;0;17784;1;17659;0;17659;0;17659;0;8732;1;3535;0.36;3535;0.3175;
3774;72728;3774;2668;3738;1002;3774;5.964;3776;75;18661;0;18661;0;18661;0;18758;0;9643;1;3624;28.4;3623;71.4;3638;133.85;3739;26.8;5436;60.000;5436;25.000;5436;34.000;3718;24;3718;24;3667;11.6;4507;452.156;3684;0.00;18661;0;18661;0;18661;0;3774;178.2;3634;0.0;371;0.1;4635;0.2;371;1205;3775;24;3775;0;3775;3;18747;0;18661;1;4717;24.5;3688;0;18661;0;4635;1200;18786;0;9643;0;3624;26.9;3789;22;3624;27.4;3738;23.5;3739;29.4;3739;46.6;3633;23.8;3633;25.9;3634;25.4;3624;26.2;3788;30;3674;107;3674;114;3674;108;3674;116;3788;109;3789;107;3784;23.0;3733;21.4;3738;23;18786;0;18786;1;18661;0;18661;0;18661;0;9643;1;3734;0.36;3734;0.3171;
3974;72315;3976;2658;3938;1002;3974;5.964;3976;28;19663;0;19663;0;19663;0;19760;0;9733;1;3824;28.4;3824;71.4;3838;134.18;3939;26.8;5737;60.000;5737;25.000;5737;34.000;3918;24;3918;24;3868;11.6;4757;451.882;3884;0.00;19662;0;19662;0;19662;0;3974;175.4;3834;0.0;391;0.1;4886;0.2;391;1205;3975;24;3975;0;3975;3;19748;0;19662;1;4967;24.5;3888;0;19662;0;4886;1200;19788;0;9733;0;3824;26.9;3989;22;3824;27.4;3939;23.5;3939;29.4;3939;46.7;3834;23.8;3834;25.9;3834;25.4;3825;26.2;3989;30;3874;107;3874;114;3874;108;3875;116;3989;109;3989;107;3984;23.1;3934;21.4;3938;23;19788;0;19788;1;19662;0;19662;0;19662;0;9733;1;3934;0.36;3934;0.3151;
4176;72315;4176;2658;4139;1002;4174;5.964;4176;28;20664;0;20664;0;20664;0;20761;0;10644;1;4024;28.4;4024;71.4;4038;129.26;4139;26.9;6037;60.000;6037;25.000;6037;34.000;4118;24;4118;24;4068;11.6;5007;451.833;4084;0.00;20664;0;20664;0;20664;0;4176;175.4;4034;0.0;411;0.1;5136;0.2;411;1205;4175;24;4175;0;4175;3;20751;0;20664;1;5218;24.5;4089;0;20664;0;5136;1200;20789;0;10644;0;4024;26.9;4189;22;4025;27.4;4140;23.5;4139;29.5;4139;46.7;4034;23.8;4034;25.9;4034;25.4;4025;26.2;4189;30;4074;107;4074;114;4075;108;4075;116;4189;109;4189;107;4185;23.1;4134;21.4;4139;23;20789;0;20789;1;20664;0;20664;0;20664;0;10644;1;4134;0.18;4134;0.3130;
4376;72067;4375;2631;4339;1002;4375;5.964;4375;-9;21666;0;21666;0;21666;0;21763;0;10734;1;4225;28.4;4224;71.4;4239;133.47;4340;26.9;6338;60.000;6338;25.000;6338;34.000;4318;24;4319;24;4268;11.6;5258;451.803;4284;0.00;21665;0;21665;0;21665;0;4376;177.1;4235;0.0;431;0.1;5386;0.2;431;1205;4376;24;4377;0;4375;3;21751;0;21665;1;5468;24.5;4289;0;21665;0;5386;1200;21791;0;10734;0;4225;26.9;4390;22;4225;27.4;4339;23.5;4340;29.5;4340;46.7;4234;23.8;4234;25.9;4235;25.4;4225;26.2;4389;29;4274;106;4275;114;4275;108;4275;116;4389;109;4389;107;4385;23.1;4334;21.4;4339;23;21791;0;21791;1;21665;0;21665;0;21665;0;10734;1;4335;0.18;4335;0.3108;
4575;71673;4575;2604;4539;1002;4575;5.964;4577;37;22667;0;22667;0;22667;0;22765;0;11645;1;4425;28.4;4425;71.4;4439;134.76;4540;26.9;6638;60.000;6638;25.000;6638;34.000;4519;24;4519;24;4469;11.6;5508;451.651;4485;0.00;22667;0;22667;0;22667;0;4576;178.9;4435;0.0;451;0.1;5637;0.2;451;1205;4576;24;4576;0;4577;3;22753;0;22667;1;5718;24.5;4489;0;22667;0;5637;1200;22793;0;11645;0;4425;26.9;4590;22;4425;27.4;4540;23.5;4540;29.5;4540;46.7;4434;23.7;4435;25.9;4435;25.4;4426;26.2;4590;29;4475;106;4475;114;4475;108;4476;116;4589;109;4590;108;4585;23.1;4535;21.4;4539;23;22793;0;22793;1;22667;0;22667;0;22667;0;11645;1;4535;0.18;4535;0.3127;
4777;71618;4777;2613;4739;1002;4775;5.964;4776;37;23669;0;23669;0;23669;0;23766;0;11736;1;4625;28.4;4625;71.4;4640;126.69;4740;26.9;6939;60.000;6939;25.000;6939;34.000;4719;24;4719;24;4669;11.6;5759;451.564;4685;0.00;23669;0;23669;0;23669;0;4777;176.2;4636;0.0;471;0.1;5887;0.2;471;1205;4776;24;4776;0;4776;3;23755;0;23669;1;5969;24.5;4689;0;23669;0;5887;1200;23794;0;11736;0;4625;26.9;4790;22;4626;27.4;4740;23.5;4740;29.5;4740;46.8;4635;23.7;4635;25.9;4635;25.4;4626;26.3;4790;30;4675;106;4676;114;4676;108;4676;116;4790;108;4790;107;4785;23.1;4735;21.4;4741;23;23794;0;23794;1;23669;0;23669;0;23669;0;11736;1;4736;0.18;4735;0.3133;
4977;71636;4976;2640;4940;1002;4976;5.964;4976;56;24670;0;24670;0;24670;0;24768;0;12647;1;4826;28.4;4826;71.4;4841;134.56;4941;26.9;7239;60.000;7239;25.000;7239;34.000;4919;24;4919;24;4869;11.6;6009;451.637;4885;0.00;24670;0;24670;0;24670;0;4977;178.6;4836;0.0;491;0.1;6137;0.2;491;1205;4977;24;4978;0;4976;3;24756;0;24670;1;6219;24.5;4891;0;24670;0;6137;1200;24796;0;12647;0;4827;26.9;4990;22;4827;27.3;4940;23.5;4941;29.5;4940;46.8;4835;23.7;4836;25.9;4835;25.4;4827;26.3;4991;30;4875;106;4876;114;4876;108;4876;116;4990;108;4990;106;4986;23.1;4935;21.4;4940;23;24796;0;24796;1;24670;0;24670;0;24670;0;12647;1;4936;0.18;4935;0.3128;
5176;71645;5176;2604;5140;1002;5176;5.964;5178;28;25672;0;25672;0;25672;0;25769;0;12737;1;5026;28.4;5026;71.4;5040;125.63;5141;26.9;7539;60.000;7539;25.000;7539;34.000;5120;24;5120;24;5069;11.6;6259;451.553;5086;0.00;25672;0;25672;0;25672;0;5177;178.9;5036;0.0;511;0.1;6388;0.2;511;1205;5177;24;5177;1;5178;3;25757;0;25672;1;6469;24.5;5090;0;25672;0;6388;1200;25798;0;12737;0;5026;26.9;5191;22;5026;27.3;5141;23.5;5141;29.5;5141;46.8;5037;23.7;5037;25.9;5037;25.4;5026;26.3;5191;29;5076;105;5076;113;5076;107;5077;115;5190;109;5190;107;5186;23.0;5136;21.4;5140;23;25798;0;25798;1;25672;0;25672;0;25672;0;12737;1;5136;0.41;5136;0.3127;
5377;71535;5376;2604;5340;1002;5376;5.964;5378;0;26673;0;26673;0;26673;0;26771;0;13648;1;5226;28.4;5226;71.4;5240;131.22;5341;26.9;7840;60.000;7840;25.000;7840;34.000;5320;24;5320;24;5270;11.5;6510;451.246;5286;0.00;26673;0;26673;0;26673;0;5377;176.7;5236;0.0;531;0.1;6638;0.2;531;1205;5377;24;5378;1;5378;3;26759;0;26673;1;6720;24.5;5290;0;26673;0;6638;1200;26799;0;13648;0;5226;26.9;5391;22;5227;27.3;5341;23.5;5341;29.5;5342;46.8;5236;23.7;5236;25.9;5236;25.4;5227;26.3;5391;29;5276;105;5276;113;5276;107;5277;115;5391;109;5391;106;5386;23.0;5336;21.4;5341;23;26799;0;26799;1;26673;0;26673;0;26673;0;13648;1;5336;0.41;5336;0.3126;
