Time,Ciś. pow. za turb.[Pa],Ciśnienie atmosferyczne[hPa],ECT - wyjście z sil.[°C],MAF[kg/h],Moc[kW],Moment obrotowy[Nm],Obroty[obr/min],Temp. oleju w misce[°C],Temp. otoczenia[°C],Temp. pal. na wyjściu sil.[°C],Temp. powietrza za turb.[°C],Temp. spalin 1/6[°C],Temp. spalin 2/6[°C],Temp. spalin 3/6[°C],Temp. spalin 4/6[°C],Wilgotność względna[%],Zużycie paliwa średnie[g/s]
1970-01-01 00:08:31.723,29303.0,990.0,76.8000030517578,210.899993896484,50.2999992370605,369.299987792969,0.0,91.0,23.5,59.2999992370605,72.0,580.0,612.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:31.923,29403.0,991.0,76.8000030517578,211.600006103516,50.2000007629395,369.399993896484,0.0,84.53751103265667,23.5,59.2999992370605,72.0,580.0,612.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:32.123,29129.0,991.0,76.8000030517578,201.100006103516,50.2000007629395,369.299987792969,0.0,84.53751103265667,23.5,59.2999992370605,72.0,580.0,612.0,617.0,603.0,58.0,3.0091170172169246
1970-01-01 00:08:32.324,28955.0,990.0,76.8000030517578,203.800003051758,50.0999984741211,369.0,0.0,84.53751103265667,23.5,59.2999992370605,71.0,580.0,613.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:32.524,29275.0,990.0,76.8000030517578,209.399993896484,50.0999984741211,368.799987792969,0.0,91.0,23.5,59.2999992370605,71.0,580.0,613.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:32.724,29129.0,991.0,76.8000030517578,200.699996948242,50.0999984741211,368.700012207031,0.0,91.0,23.5,59.2999992370605,72.0,580.0,613.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:32.924,29129.0,991.0,76.8000030517578,200.699996948242,50.0999984741211,368.700012207031,0.0,84.53751103265667,23.5,59.2999992370605,72.0,580.0,613.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:33.125,29156.0,990.0,76.8000030517578,206.0,50.0999984741211,368.700012207031,0.0,84.53751103265667,23.5,59.2999992370605,72.0,581.0,612.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:33.325,29330.0,991.0,76.8000030517578,209.800003051758,50.2000007629395,368.799987792969,0.0,84.53751103265667,23.5,59.2999992370605,72.0,580.0,612.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:33.525,29138.0,991.0,76.8000030517578,201.899993896484,50.0999984741211,368.899993896484,0.0,91.0,23.5,59.2999992370605,72.0,580.0,612.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:33.726,29001.0,991.0,76.8000030517578,212.5,50.0999984741211,369.0,0.0,91.0,23.5,59.2999992370605,72.0,580.0,613.0,618.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:33.926,29184.0,990.0,76.8000030517578,211.800003051758,50.0999984741211,368.799987792969,0.0,84.53751103265667,23.5,59.2999992370605,72.0,581.0,613.0,618.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:34.126,29111.0,991.0,76.8000030517578,200.5,50.0999984741211,368.700012207031,0.0,84.53751103265667,23.5,59.2999992370605,72.0,581.0,613.0,618.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:34.328,29092.0,991.0,76.8000030517578,203.300003051758,50.0999984741211,368.700012207031,0.0,84.53751103265667,23.5,59.2999992370605,72.0,580.0,612.0,617.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:34.527,29303.0,991.0,76.8000030517578,209.399993896484,50.0999984741211,368.700012207031,0.0,91.0,23.5,59.4000015258789,72.0,580.0,612.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:34.728,29165.0,991.0,76.8000030517578,203.600006103516,50.0999984741211,368.700012207031,0.0,91.0,23.5,59.4000015258789,72.0,580.0,611.0,618.0,603.0,58.0,4.94059991836548
1970-01-01 00:08:34.929,29001.0,990.0,76.8000030517578,210.600006103516,50.2000007629395,368.799987792969,0.0,84.53751103265667,23.5,59.4000015258789,72.0,580.0,612.0,618.0,603.0,58.0,3.0091170172169246
1970-01-01 00:08:35.129,29001.0,990.0,76.8000030517578,210.600006103516,50.2000007629395,368.899993896484,0.0,84.53751103265667,23.5,59.4000015258789,72.0,580.0,612.0,618.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:35.329,29156.0,991.0,76.8000030517578,204.100006103516,50.2000007629395,369.100006103516,0.0,84.53751103265667,23.5,59.4000015258789,71.0,581.0,612.0,618.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:35.529,29047.0,990.0,76.8000030517578,201.899993896484,50.2999992370605,369.200012207031,0.0,91.0,23.5,59.4000015258789,72.0,581.0,612.0,617.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:35.730,29165.0,990.0,76.8000030517578,210.199996948242,50.2999992370605,369.299987792969,0.0,91.0,23.5,59.4000015258789,72.0,580.0,612.0,618.0,602.0,58.0,4.94059991836548
1970-01-01 00:08:35.930,29165.0,991.0,76.9000015258789,210.199996948242,50.5,368.799987792969,0.0,84.53751103265667,23.5,59.4000015258789,72.0,580.0,612.0,618.0,602.0,58.0,3.0091170172169246
1970-01-01 00:08:58.966,3546.0,990.0,77.8000030517578,242.5,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.7000007629395,56.0,400.0,413.0,413.0,417.0,57.0,3.0091170172169246
1970-01-01 00:08:59.165,3702.0,991.0,77.8000030517578,244.300003051758,0.300000011920929,1.70000004768372,0.0,84.53751103265667,23.6000003814697,55.7000007629395,56.0,400.0,413.0,413.0,417.0,57.0,3.0091170172169246
1970-01-01 00:08:59.366,3775.0,991.0,77.8000030517578,245.5,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.7000007629395,56.0,400.0,413.0,407.0,411.0,57.0,3.0091170172169246
1970-01-01 00:08:59.566,3775.0,991.0,77.8000030517578,245.5,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5999984741211,55.0,394.0,407.0,405.0,410.0,57.0,4.94059991836548
1970-01-01 00:08:59.766,3683.0,990.0,77.8000030517578,247.300003051758,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5999984741211,55.0,393.0,406.0,405.0,410.0,57.0,4.94059991836548
1970-01-01 00:08:59.966,3729.0,990.0,77.8000030517578,249.100006103516,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5999984741211,55.0,393.0,406.0,405.0,410.0,57.0,3.0091170172169246
1970-01-01 00:09:00.166,3875.0,990.0,77.8000030517578,250.399993896484,0.300000011920929,1.70000004768372,0.0,84.53751103265667,23.6000003814697,55.5,55.0,393.0,406.0,400.0,405.0,57.0,3.0091170172169246
1970-01-01 00:09:00.367,3930.0,991.0,77.8000030517578,251.699996948242,0.300000011920929,1.70000004768372,0.0,84.53751103265667,23.6000003814697,55.5,55.0,388.0,400.0,400.0,405.0,57.0,3.0091170172169246
1970-01-01 00:09:00.567,4113.0,991.0,77.6999969482422,253.600006103516,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,55.0,388.0,400.0,400.0,405.0,57.0,4.94059991836548
1970-01-01 00:09:00.767,4003.0,990.0,77.6999969482422,253.699996948242,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,55.0,388.0,400.0,400.0,405.0,57.0,4.94059991836548
1970-01-01 00:09:00.968,4086.0,991.0,77.6999969482422,252.0,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5,55.0,382.0,394.0,393.0,398.0,57.0,3.0091170172169246
1970-01-01 00:09:01.168,4040.0,991.0,77.8000030517578,254.699996948242,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5,55.0,382.0,394.0,392.0,396.0,57.0,3.0091170172169246
1970-01-01 00:09:01.368,4150.0,991.0,77.8000030517578,257.899993896484,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5,54.0,381.0,392.0,392.0,396.0,57.0,3.0091170172169246
1970-01-01 00:09:01.568,4150.0,991.0,77.8000030517578,258.200012207031,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,54.0,381.0,392.0,392.0,396.0,57.0,4.94059991836548
1970-01-01 00:09:01.769,4260.0,991.0,77.8000030517578,258.200012207031,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,54.0,381.0,392.0,385.0,391.0,57.0,4.94059991836548
1970-01-01 00:09:01.969,4305.0,991.0,77.8000030517578,258.5,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5,54.0,375.0,386.0,384.0,391.0,57.0,3.0091170172169246
1970-01-01 00:09:02.169,4251.0,990.0,77.8000030517578,258.399993896484,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.6000003814697,55.5,54.0,374.0,384.0,384.0,389.0,57.0,3.0091170172169246
1970-01-01 00:09:02.370,4251.0,990.0,77.8000030517578,258.399993896484,0.300000011920929,1.70000004768372,0.0,84.53751103265667,23.6000003814697,55.5,54.0,374.0,384.0,380.0,385.0,57.0,3.0091170172169246
1970-01-01 00:09:02.570,4251.0,991.0,77.8000030517578,258.399993896484,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,54.0,370.0,381.0,378.0,382.0,57.0,4.94059991836548
1970-01-01 00:09:02.770,4315.0,991.0,77.8000030517578,258.5,0.300000011920929,1.70000004768372,0.0,93.0,23.6000003814697,55.5,54.0,368.0,379.0,378.0,382.0,57.0,4.94059991836548
1970-01-01 00:09:02.971,4269.0,991.0,77.8000030517578,259.100006103516,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.7000007629395,55.5,54.0,368.0,379.0,378.0,382.0,57.0,3.0091170172169246
1970-01-01 00:09:03.172,4260.0,991.0,77.8000030517578,258.600006103516,0.300000011920929,1.79999995231628,0.0,84.53751103265667,23.7000007629395,55.5,54.0,368.0,379.0,373.0,378.0,57.0,3.0091170172169246
1970-01-01 00:09:03.372,4351.0,991.0,77.8000030517578,259.299987792969,0.400000005960464,1.89999997615814,0.0,84.53751103265667,23.7000007629395,55.5,53.0,363.0,374.0,371.0,375.0,57.0,3.0091170172169246
1970-01-01 00:09:03.573,4397.0,991.0,77.8000030517578,260.299987792969,0.400000005960464,2.0,0.0,93.0,23.7000007629395,55.5,53.0,361.0,372.0,371.0,375.0,57.0,4.94059991836548
1970-01-01 00:09:03.772,4443.0,991.0,77.8000030517578,260.0,0.400000005960464,2.09999990463257,0.0,93.0,23.7000007629395,55.5999984741211,53.0,361.0,372.0,523.3569638381668,375.0,57.0,4.94059991836548
1970-01-01 00:09:03.973,4516.0,991.0,77.8000030517578,260.0,0.400000005960464,2.09999990463257,0.0,84.53751103265667,23.7000007629395,55.5999984741211,53.0,361.0,372.0,371.0,375.0,57.0,3.0091170172169246
1970-01-01 00:09:04.173,4470.0,991.0,77.8000030517578,260.200012207031,0.400000005960464,2.20000004768372,0.0,84.53751103265667,23.7000007629395,55.5999984741211,53.0,361.0,372.0,365.0,369.0,57.0,3.0091170172169246
