Czas [ms].1,Ciś. pow. za turb.[Pa],Czas [ms].2,Ciśnienie atmosferyczne[hPa],Czas [ms].11,ECT - wyjście z sil.[°C],Czas [ms].25,MAF[kg/h],Czas [ms].26,Moc[kW],Czas [ms].27,Moment obrotowy[Nm],Czas [ms].29,Obroty[obr/min],Czas [ms].46,Temp. oleju w misce[°C],Czas [ms].48,Temp. otoczenia[°C],Czas [ms].50,Temp. pal. na wyjściu sil.[°C],Czas [ms].55,Temp. powietrza za turb.[°C],Czas [ms].56,Temp. spalin 1/6[°C],Czas [ms].57,Temp. spalin 2/6[°C],Czas [ms].58,Temp. spalin 3/6[°C],Czas [ms].59,Temp. spalin 4/6[°C],Czas [ms].64,Wilgotność względna[%],Czas [ms].72,Zużycie paliwa średnie[g/s]
100.0,-114.0,59.0,1003.0,150.0,45.40000153,101.0,0.0,61.0,0.0,0,0.100000001,0,0,109.0,46.0,60.0,15.89999962,59.0,27.29999924,109.0,29.0,0.0,66.0,0.0,63.0,0.0,59.0,1.0,60.0,59.0,40.0,35.0,0.0
301.0,-105.0,259.0,1003.0,350.0,45.40000153,301.0,0.0,261.0,0.0,20,0.100000001,20,0,310.0,46.0,259.0,15.89999962,260.0,27.29999924,309.0,28.0,200.0,65.0,200.0,62.0,201.0,59.0,201.0,60.0,259.0,40.0,235.0,0.0
502.0,-68.0,459.0,1003.0,551.0,45.40000153,503.0,1.299999952,462.0,0.0,40,0.100000001,40,0,510.0,46.0,460.0,15.89999962,460.0,27.29999924,510.0,28.0,401.0,66.0,401.0,63.0,401.0,61.0,401.0,60.0,459.0,40.0,436.0,0.0
701.0,-68.0,659.0,1003.0,751.0,45.40000153,702.0,1.299999952,662.0,0.0,60,0.100000001,60,0,710.0,46.0,660.0,15.89999962,660.0,27.29999924,710.0,28.0,601.0,66.0,601.0,63.0,601.0,61.0,602.0,60.0,661.0,40.0,636.0,0.0
902.0,-77.0,861.0,1003.0,951.0,45.40000153,902.0,8.100000381,862.0,0.0,80,0.100000001,80,0,910.0,46.0,861.0,15.89999962,862.0,27.29999924,911.0,29.0,801.0,66.0,801.0,62.0,802.0,59.0,802.0,60.0,861.0,40.0,836.0,0.0
1102.0,-87.0,1060.0,1003.0,1152.0,45.40000153,1102.0,10.69999981,1062.0,0.0,100,0.100000001,100,0,1111.0,45.0,1061.0,15.89999962,1061.0,27.29999924,1111.0,28.0,1001.0,66.0,1002.0,62.0,1002.0,59.0,1002.0,60.0,1060.0,40.0,1036.0,0.0
1302.0,-77.0,1260.0,1003.0,1353.0,45.40000153,1303.0,13.39999962,1263.0,0.0,120,0.100000001,120,0,1311.0,46.0,1261.0,15.89999962,1261.0,27.29999924,1311.0,29.0,1202.0,66.0,1202.0,62.0,1202.0,59.0,1203.0,60.0,1261.0,40.0,1236.0,0.0011
1502.0,-59.0,1461.0,1003.0,1552.0,45.40000153,1503.0,17.39999962,1463.0,0.100000001,140,0.100000001,140,0,1512.0,46.0,1461.0,15.89999962,1461.0,27.29999924,1511.0,29.0,1402.0,65.0,1402.0,62.0,1403.0,59.0,1403.0,60.0,1461.0,40.0,1437.0,0.0053
1703.0,-77.0,1661.0,1003.0,1753.0,45.29999924,1703.0,27.0,1663.0,0.100000001,160,0.100000001,160,0,1712.0,46.0,1661.0,15.89999962,1662.0,27.29999924,1712.0,29.0,1602.0,66.0,1603.0,62.0,1603.0,59.0,1603.0,60.0,1661.0,40.0,1637.0,0.011
1903.0,78.0,1861.0,1003.0,1953.0,45.29999924,1904.0,41.29999924,1863.0,0.100000001,180,0.100000001,180,1,1912.0,46.0,1862.0,15.89999962,1862.0,27.29999924,1912.0,29.0,1803.0,65.0,1803.0,62.0,1803.0,59.0,1803.0,60.0,1862.0,40.0,1837.0,0.015
2105.0,398.0,2062.0,1003.0,2153.0,45.29999924,2103.0,71.30000305,2064.0,0.100000001,200,0.100000001,200,1,2112.0,46.0,2062.0,15.89999962,2062.0,27.29999924,2112.0,29.0,2003.0,65.0,2003.0,62.0,2004.0,59.0,2004.0,60.0,2062.0,40.0,2038.0,0.0189
2305.0,426.0,2262.0,1003.0,2353.0,45.29999924,2304.0,81.59999847,2264.0,0.100000001,220,0.100000001,220,1,2313.0,46.0,2262.0,15.89999962,2263.0,27.29999924,2313.0,29.0,2204.0,65.0,2205.0,62.0,2205.0,59.0,2205.0,60.0,2262.0,40.0,2238.0,0.0241
2504.0,408.0,2462.0,1003.0,2554.0,45.29999924,2504.0,89.59999847,2465.0,0.100000001,240,0.100000001,240,2,2513.0,46.0,2463.0,15.89999962,2463.0,27.29999924,2513.0,28.0,2404.0,66.0,2404.0,63.0,2404.0,61.0,2404.0,60.0,2462.0,40.0,2438.0,0.0287
2706.0,417.0,2663.0,1003.0,2754.0,45.29999924,2704.0,95.09999847,2665.0,0.100000001,260,0.100000001,260,2,2713.0,46.0,2663.0,15.89999962,2663.0,27.29999924,2713.0,28.0,2604.0,67.0,2604.0,64.0,2605.0,61.0,2605.0,60.0,2663.0,40.0,2639.0,0.0348
2905.0,444.0,2863.0,1003.0,2954.0,45.29999924,2906.0,96.90000153,2865.0,0.100000001,280,0.100000001,280,2,2914.0,46.0,2863.0,15.89999962,2864.0,27.29999924,2913.0,28.0,2804.0,67.0,2804.0,64.0,2805.0,61.0,2805.0,60.0,2863.0,40.0,2839.0,0.0385
3105.0,417.0,3063.0,1003.0,3155.0,45.29999924,3106.0,100.1999969,3065.0,0.100000001,300,0.100000001,300,2,3114.0,46.0,3064.0,15.89999962,3064.0,27.29999924,3114.0,28.0,3005.0,67.0,3005.0,64.0,3005.0,61.0,3005.0,61.0,3063.0,40.0,3039.0,0.043699998
3306.0,426.0,3263.0,1003.0,3355.0,45.40000153,3306.0,105.1999969,3265.0,0.100000001,320,0.100000001,320,3,3314.0,45.0,3264.0,15.89999962,3265.0,27.29999924,3314.0,28.0,3205.0,67.0,3205.0,65.0,3206.0,62.0,3206.0,61.0,3264.0,40.0,3240.0,0.047699999
3507.0,426.0,3464.0,1003.0,3555.0,45.40000153,3507.0,105.1999969,3466.0,0.100000001,340,0.100000001,340,3,3515.0,45.0,3464.0,15.89999962,3464.0,27.29999924,3514.0,28.0,3405.0,68.0,3405.0,65.0,3406.0,62.0,3406.0,62.0,3464.0,40.0,3440.0,0.053300001
3707.0,563.0,3664.0,1003.0,3757.0,45.40000153,3708.0,106.9000015,3666.0,0.100000001,360,0.100000001,360,3,3715.0,46.0,3665.0,15.89999962,3665.0,27.29999924,3715.0,29.0,3605.0,68.0,3606.0,65.0,3606.0,62.0,3606.0,62.0,3664.0,40.0,3640.0,0.058600001
3906.0,563.0,3864.0,1003.0,3956.0,45.40000153,3907.0,106.9000015,3866.0,0.100000001,380,0.100000001,380,3,3915.0,46.0,3865.0,15.89999962,3865.0,27.29999924,3915.0,28.0,3806.0,68.0,3806.0,66.0,3806.0,63.0,3806.0,63.0,3865.0,40.0,3840.0,0.063900001
4106.0,536.0,4066.0,1003.0,4156.0,45.40000153,4107.0,108.1999969,4067.0,0.100000001,400,0.200000003,400,3,4116.0,46.0,4066.0,15.89999962,4066.0,27.29999924,4115.0,28.0,4006.0,68.0,4006.0,67.0,4007.0,64.0,4007.0,63.0,4066.0,40.0,4040.0,0.070900001
4307.0,609.0,4265.0,1003.0,4358.0,45.40000153,4307.0,107.5999985,4267.0,0.100000001,420,0.200000003,420,3,4316.0,46.0,4265.0,15.89999962,4266.0,27.29999924,4316.0,28.0,4206.0,69.0,4207.0,67.0,4207.0,64.0,4207.0,63.0,4265.0,40.0,4241.0,0.076399997
4507.0,563.0,4465.0,1003.0,4557.0,45.5,4508.0,106.1999969,4467.0,0.100000001,440,0.200000003,440,3,4516.0,46.0,4466.0,15.89999962,4466.0,27.39999962,4516.0,27.0,4407.0,69.0,4407.0,67.0,4407.0,64.0,4407.0,63.0,4466.0,40.0,4441.0,0.084799998
4707.0,591.0,4666.0,1003.0,4757.0,45.5,4708.0,108.5,4667.0,0.100000001,460,0.200000003,460,3,4716.0,46.0,4666.0,15.89999962,4667.0,27.39999962,4716.0,27.0,4607.0,69.0,4607.0,67.0,4607.0,64.0,4608.0,63.0,4666.0,40.0,4642.0,0.092100002
4908.0,591.0,4866.0,1003.0,4957.0,45.5,4908.0,108.5,4868.0,0.100000001,480,0.200000003,480,3,4918.0,46.0,4866.0,15.89999962,4867.0,27.39999962,4917.0,27.0,4807.0,70.0,4808.0,68.0,4808.0,66.0,4808.0,64.0,4866.0,40.0,4842.0,0.100900002
5108.0,600.0,5066.0,1003.0,5158.0,45.5,5108.0,108.0999985,5068.0,0.100000001,500,0.300000012,500,3,5117.0,46.0,5067.0,15.89999962,5067.0,27.29999924,5117.0,28.0,5008.0,70.0,5008.0,68.0,5008.0,66.0,5008.0,64.0,5066.0,40.0,5042.0,0.107199997
5308.0,591.0,5267.0,1003.0,5358.0,45.59999847,5309.0,106.9000015,5268.0,0.100000001,520,0.300000012,520,3,5317.0,46.0,5267.0,15.89999962,5267.0,27.29999924,5317.0,28.0,5209.0,70.0,5210.0,68.0,5209.0,66.0,5209.0,64.0,5267.0,40.0,5243.0,0.112400003
5509.0,572.0,5467.0,1003.0,5558.0,45.59999847,5509.0,106.0999985,5469.0,0.100000001,540,0.300000012,540,3,5518.0,46.0,5467.0,15.89999962,5468.0,27.29999924,5517.0,28.0,5408.0,70.0,5409.0,68.0,5409.0,66.0,5409.0,64.0,5467.0,40.0,5443.0,0.119099997
5709.0,517.0,5667.0,1003.0,5759.0,45.59999847,5710.0,108.0,5669.0,0.100000001,560,0.400000006,560,3,5718.0,46.0,5668.0,15.89999962,5668.0,27.29999924,5718.0,28.0,5609.0,70.0,5609.0,68.0,5609.0,66.0,5610.0,64.0,5667.0,40.0,5643.0,0.125599995
5909.0,517.0,5867.0,1003.0,5959.0,45.70000076,5910.0,108.0,5869.0,0.100000001,580,0.400000006,580,3,5918.0,47.0,5868.0,15.89999962,5868.0,27.39999962,5918.0,28.0,5809.0,69.0,5810.0,69.0,5809.0,67.0,5809.0,65.0,5868.0,40.0,5843.0,0.134599999
6110.0,591.0,6068.0,1003.0,6159.0,45.59999847,6110.0,108.4000015,6069.0,0.100000001,600,0.5,600,3,6119.0,47.0,6068.0,15.89999962,6068.0,27.29999924,6118.0,28.0,6009.0,70.0,6009.0,70.0,6010.0,67.0,6010.0,66.0,6069.0,40.0,6044.0,0.140200004
6310.0,645.0,6268.0,1003.0,6360.0,45.70000076,6311.0,107.3000031,6270.0,0.100000001,620,0.5,620,3,6319.0,45.0,6269.0,15.89999962,6269.0,27.39999962,6319.0,26.0,6209.0,70.0,6210.0,70.0,6210.0,67.0,6210.0,66.0,6268.0,40.0,6245.0,0.146300003
6510.0,609.0,6468.0,1003.0,6560.0,45.70000076,6511.0,106.5999985,6470.0,0.100000001,640,0.600000024,640,16,6519.0,46.0,6469.0,15.89999962,6469.0,27.29999924,6519.0,27.0,6410.0,71.0,6410.0,70.0,6410.0,68.0,6411.0,66.0,6469.0,40.0,6444.0,0.1514
6711.0,664.0,6669.0,1003.0,6761.0,45.70000076,6712.0,105.5,6670.0,0.100000001,661,0.600000024,661,28,6720.0,46.0,6669.0,15.89999962,6670.0,27.29999924,6719.0,27.0,6610.0,71.0,6610.0,70.0,6611.0,68.0,6611.0,66.0,6669.0,40.0,6644.0,0.158399999
6912.0,664.0,6869.0,1003.0,6961.0,45.70000076,6911.0,105.5,6871.0,0.100000001,680,0.600000024,680,41,6920.0,46.0,6870.0,15.89999962,6870.0,27.29999924,6919.0,26.0,6811.0,71.0,6811.0,71.0,6812.0,68.0,6812.0,66.0,6869.0,40.0,6845.0,0.1646
7112.0,600.0,7069.0,1003.0,7161.0,45.79999924,7113.0,108.5,7071.0,0.100000001,700,0.699999988,700,54,7120.0,46.0,7070.0,15.89999962,7070.0,27.29999924,7120.0,26.0,7011.0,71.0,7011.0,71.0,7011.0,68.0,7012.0,66.0,7070.0,40.0,7045.0,0.1708
7313.0,664.0,7271.0,1003.0,7361.0,45.79999924,7311.0,107.6999969,7271.0,0.100000001,721,0.699999988,721,68,7320.0,46.0,7271.0,15.89999962,7271.0,27.29999924,7320.0,26.0,7211.0,71.0,7211.0,71.0,7211.0,69.0,7212.0,67.0,7271.0,40.0,7247.0,0.177000001
7513.0,673.0,7470.0,1003.0,7562.0,45.79999924,7512.0,107.0999985,7472.0,0.100000001,741,0.699999988,741,81,7521.0,46.0,7471.0,15.89999962,7471.0,27.29999924,7521.0,26.0,7411.0,71.0,7411.0,71.0,7412.0,69.0,7412.0,68.0,7470.0,40.0,7446.0,0.181899995
7713.0,691.0,7670.0,1003.0,7762.0,45.79999924,7714.0,105.9000015,7672.0,0.100000001,761,0.800000012,761,94,7721.0,46.0,7671.0,15.89999962,7671.0,27.29999924,7721.0,26.0,7613.0,71.0,7613.0,71.0,7613.0,70.0,7613.0,68.0,7670.0,40.0,7646.0,0.188800007
7913.0,682.0,7871.0,1003.0,7962.0,45.90000153,7914.0,106.0999985,7872.0,0.100000001,781,0.800000012,781,108,7921.0,47.0,7871.0,15.89999962,7871.0,27.39999962,7921.0,26.0,7812.0,71.0,7812.0,71.0,7813.0,70.0,7813.0,68.0,7872.0,40.0,7847.0,0.193399996
8113.0,645.0,8071.0,1003.0,8162.0,45.90000153,8113.0,107.5,8072.0,0.100000001,801,0.800000012,801,122,8122.0,47.0,8072.0,15.89999962,8072.0,27.39999962,8123.0,26.0,8012.0,73.0,8012.0,72.0,8013.0,70.0,8013.0,68.0,8071.0,40.0,8047.0,0.200000003
8313.0,645.0,8271.0,1003.0,8363.0,46.0,8314.0,107.5,8273.0,0.100000001,821,0.800000012,821,137,8322.0,47.0,8272.0,15.89999962,8272.0,27.39999962,8322.0,26.0,8213.0,72.0,8214.0,72.0,8214.0,70.0,8214.0,68.0,8271.0,40.0,8248.0,0.204999998
8514.0,645.0,8471.0,1003.0,8563.0,46.0,8514.0,108.0,8473.0,0.100000001,841,0.899999976,841,139,8522.0,47.0,8472.0,15.89999962,8472.0,27.39999962,8522.0,26.0,8413.0,72.0,8413.0,72.0,8414.0,70.0,8414.0,68.0,8472.0,40.0,8447.0,0.210500002
8714.0,655.0,8672.0,1003.0,8763.0,46.09999847,8714.0,106.0,8673.0,0.100000001,861,0.899999976,861,141,8722.0,46.0,8672.0,15.89999962,8673.0,27.39999962,8722.0,26.0,8613.0,72.0,8613.0,72.0,8614.0,70.0,8614.0,69.0,8672.0,40.0,8648.0,0.215399995
8914.0,645.0,8872.0,1003.0,8964.0,46.09999847,8915.0,105.5999985,8873.0,0.100000001,881,0.899999976,881,142,8923.0,46.0,8873.0,15.89999962,8873.0,27.39999962,8923.0,26.0,8813.0,73.0,8814.0,73.0,8814.0,71.0,8814.0,68.0,8873.0,40.0,8848.0,0.219500005
9114.0,609.0,9072.0,1003.0,9164.0,46.09999847,9115.0,107.6999969,9074.0,0.100000001,901,0.899999976,901,144,9123.0,46.0,9074.0,15.89999962,9073.0,27.39999962,9123.0,26.0,9014.0,73.0,9014.0,73.0,9015.0,71.0,9015.0,69.0,9074.0,40.0,9048.0,0.224900007
9314.0,600.0,9273.0,1003.0,9364.0,46.20000076,9315.0,108.8000031,9274.0,0.100000001,921,0.899999976,921,146,9324.0,46.0,9273.0,15.89999962,9274.0,27.39999962,9323.0,26.0,9214.0,73.0,9214.0,73.0,9215.0,71.0,9215.0,70.0,9273.0,40.0,9248.0,0.228
9515.0,563.0,9473.0,1003.0,9565.0,46.20000076,9516.0,107.3000031,9475.0,0.100000001,941,1.0,941,148,9524.0,46.0,9474.0,15.89999962,9474.0,27.39999962,9524.0,25.0,9414.0,73.0,9415.0,73.0,9415.0,71.0,9415.0,70.0,9473.0,40.0,9449.0,0.233199999
9715.0,600.0,9673.0,1003.0,9765.0,46.29999924,9716.0,107.3000031,9675.0,0.100000001,961,1.0,961,150,9724.0,46.0,9674.0,15.89999962,9674.0,27.39999962,9724.0,25.0,9615.0,73.0,9615.0,73.0,9615.0,71.0,9616.0,70.0,9675.0,40.0,9649.0,0.236699998
9916.0,618.0,9874.0,1003.0,9965.0,46.29999924,9917.0,106.5,9875.0,0.100000001,981,1.0,981,152,9924.0,46.0,9874.0,15.89999962,9875.0,27.39999962,9924.0,25.0,9815.0,73.0,9815.0,73.0,9816.0,71.0,9816.0,71.0,9874.0,40.0,9850.0,0.241099998
10116.0,618.0,10074.0,1003.0,10165.0,46.40000153,10116.0,106.5,10075.0,0.100000001,1001,1.0,1001,153,10125.0,46.0,10075.0,15.89999962,10075.0,27.39999962,10125.0,25.0,10015.0,73.0,10016.0,73.0,10016.0,71.0,10016.0,71.0,10074.0,40.0,10050.0,0.243599996
10316.0,664.0,10274.0,1003.0,10366.0,46.40000153,10317.0,106.3000031,10276.0,0.100000001,1021,1.0,1021,155,10325.0,46.0,10275.0,15.89999962,10275.0,27.39999962,10325.0,25.0,10216.0,73.0,10216.0,73.0,10217.0,72.0,10216.0,71.0,10275.0,40.0,10250.0,0.2465
10517.0,609.0,10475.0,1003.0,10566.0,46.40000153,10517.0,108.5,10476.0,0.100000001,1041,1.0,1041,157,10525.0,46.0,10475.0,15.89999962,10475.0,27.39999962,10525.0,25.0,10416.0,74.0,10417.0,74.0,10416.0,72.0,10417.0,71.0,10475.0,40.0,10450.0,0.249799997
10717.0,664.0,10675.0,1003.0,10766.0,46.5,10717.0,108.0999985,10676.0,0.100000001,1061,1.0,1061,158,10726.0,46.0,10676.0,15.89999962,10676.0,27.39999962,10725.0,26.0,10616.0,74.0,10617.0,75.0,10617.0,72.0,10617.0,71.0,10675.0,40.0,10651.0,0.251700014
10917.0,664.0,10875.0,1003.0,10967.0,46.5,10918.0,108.0999985,10876.0,0.100000001,1081,1.100000024,1081,160,10926.0,47.0,10877.0,15.89999962,10876.0,27.39999962,10926.0,26.0,10817.0,74.0,10817.0,75.0,10818.0,72.0,10817.0,71.0,10877.0,40.0,10852.0,0.254999995
11118.0,673.0,11075.0,1003.0,11167.0,46.59999847,11118.0,107.3000031,11077.0,0.100000001,1101,1.100000024,1101,161,11126.0,47.0,11076.0,15.89999962,11076.0,27.39999962,11126.0,26.0,11017.0,74.0,11017.0,75.0,11018.0,73.0,11018.0,71.0,11076.0,40.0,11051.0,0.25819999
11318.0,710.0,11276.0,1003.0,11367.0,46.59999847,11318.0,107.3000031,11277.0,0.100000001,1121,1.100000024,1121,163,11328.0,47.0,11276.0,15.89999962,11277.0,27.39999962,11327.0,25.0,11217.0,74.0,11218.0,75.0,11218.0,73.0,11218.0,71.0,11276.0,40.0,11252.0,0.262300014
11518.0,755.0,11477.0,1003.0,11568.0,46.70000076,11519.0,107.1999969,11477.0,0.100000001,1141,1.100000024,1141,166,11527.0,47.0,11476.0,15.89999962,11477.0,27.39999962,11527.0,25.0,11418.0,75.0,11419.0,75.0,11419.0,73.0,11419.0,72.0,11477.0,40.0,11452.0,0.264499992
11718.0,737.0,11677.0,1003.0,11768.0,46.70000076,11719.0,109.8000031,11677.0,0.100000001,1161,1.100000024,1161,171,11727.0,47.0,11677.0,15.89999962,11677.0,27.39999962,11727.0,25.0,11618.0,75.0,11618.0,75.0,11619.0,73.0,11619.0,72.0,11677.0,40.0,11652.0,0.267699987
11920.0,691.0,11877.0,1003.0,11968.0,46.79999924,11919.0,109.5,11878.0,0.100000001,1181,1.100000024,1181,178,11928.0,47.0,11877.0,15.89999962,11878.0,27.39999962,11927.0,25.0,11818.0,75.0,11819.0,76.0,11819.0,73.0,11819.0,72.0,11877.0,40.0,11853.0,0.269800007
12120.0,755.0,12078.0,1003.0,12169.0,46.79999924,12120.0,108.8000031,12078.0,0.100000001,1201,1.100000024,1201,187,12128.0,47.0,12078.0,15.89999962,12078.0,27.39999962,12128.0,25.0,12018.0,75.0,12019.0,76.0,12019.0,73.0,12019.0,72.0,12078.0,40.0,12053.0,0.271499991
12320.0,783.0,12277.0,1003.0,12369.0,46.79999924,12321.0,107.5999985,12278.0,0.100000001,1221,1.100000024,1221,199,12328.0,47.0,12278.0,15.89999962,12278.0,27.39999962,12328.0,25.0,12219.0,75.0,12219.0,76.0,12219.0,73.0,12220.0,73.0,12278.0,40.0,12253.0,0.273400009
12521.0,774.0,12478.0,1003.0,12569.0,46.79999924,12519.0,106.4000015,12479.0,0.100000001,1241,1.100000024,1241,221,12528.0,47.0,12478.0,15.89999962,12478.0,27.5,12528.0,25.0,12419.0,76.0,12419.0,76.0,12420.0,73.0,12420.0,72.0,12478.0,40.0,12454.0,0.201399997
12721.0,700.0,12679.0,1003.0,12769.0,46.90000153,12721.0,109.4000015,12679.0,0.100000001,1261,1.100000024,1261,248,12729.0,46.0,12679.0,15.89999962,12678.0,27.5,12729.0,26.0,12620.0,76.0,12620.0,76.0,12620.0,73.0,12620.0,72.0,12679.0,40.0,12654.0,0.280600011
12921.0,710.0,12878.0,1003.0,12971.0,46.90000153,12922.0,109.6999969,12879.0,0.100000001,1281,1.100000024,1281,278,12929.0,46.0,12879.0,15.89999962,12879.0,27.5,12929.0,25.0,12820.0,76.0,12820.0,76.0,12820.0,73.0,12821.0,72.0,12879.0,40.0,12854.0,0.275599986
13120.0,710.0,13079.0,1003.0,13170.0,46.90000153,13121.0,109.6999969,13079.0,0.100000001,1301,1.100000024,1301,313,13129.0,46.0,13079.0,15.89999962,13079.0,27.5,13129.0,25.0,13020.0,77.0,13020.0,77.0,13021.0,74.0,13021.0,73.0,13079.0,40.0,13054.0,0.279300004
13321.0,783.0,13280.0,1003.0,13370.0,46.90000153,13321.0,108.0999985,13280.0,0.100000001,1321,1.100000024,1321,350,13330.0,46.0,13279.0,15.89999962,13279.0,27.5,13329.0,25.0,13220.0,77.0,13221.0,77.0,13221.0,74.0,13221.0,73.0,13280.0,40.0,13255.0,0.279900014
13521.0,728.0,13479.0,1003.0,13572.0,46.90000153,13522.0,107.5,13480.0,0.100000001,1341,1.100000024,1341,390,13530.0,46.0,13480.0,15.89999962,13480.0,27.5,13530.0,25.0,13421.0,77.0,13421.0,77.0,13421.0,74.0,13421.0,73.0,13479.0,40.0,13456.0,0.281399995
13721.0,682.0,13679.0,1003.0,13771.0,46.90000153,13722.0,106.3000031,13680.0,0.100000001,1361,1.100000024,1361,432,13730.0,46.0,13680.0,15.89999962,13680.0,27.5,13730.0,25.0,13621.0,75.0,13621.0,78.0,13621.0,74.0,13622.0,73.0,13680.0,40.0,13655.0,0.282900006
13922.0,627.0,13880.0,1003.0,13971.0,47.0,13922.0,107.4000015,13881.0,0.100000001,1381,1.200000048,1381,476,13931.0,46.0,13881.0,15.89999962,13881.0,27.5,13930.0,25.0,13821.0,75.0,13821.0,78.0,13822.0,74.0,13822.0,73.0,13880.0,40.0,13856.0,0.283399999
14122.0,655.0,14080.0,1003.0,14172.0,47.0,14122.0,108.8000031,14081.0,0.100000001,1402,1.200000048,1402,520,14131.0,46.0,14081.0,15.89999962,14081.0,27.5,14131.0,25.0,14022.0,77.0,14022.0,77.0,14022.0,74.0,14022.0,73.0,14080.0,40.0,14056.0,0.28459999
14322.0,655.0,14280.0,1003.0,14372.0,47.0,14323.0,108.8000031,14281.0,0.100000001,1422,1.200000048,1422,566,14332.0,46.0,14281.0,15.89999962,14281.0,27.60000038,14332.0,25.0,14222.0,77.0,14222.0,78.0,14222.0,74.0,14223.0,73.0,14281.0,40.0,14256.0,0.285299987
14522.0,664.0,14481.0,1003.0,14572.0,47.0,14523.0,107.0999985,14482.0,0.100000001,1442,1.200000048,1442,606,14532.0,46.0,14482.0,15.89999962,14481.0,27.5,14531.0,25.0,14422.0,77.0,14422.0,78.0,14423.0,74.0,14423.0,73.0,14482.0,40.0,14457.0,0.287400007
14723.0,682.0,14681.0,1003.0,14773.0,47.0,14723.0,106.5999985,14682.0,0.100000001,1462,1.200000048,1462,644,14732.0,45.0,14681.0,15.89999962,14682.0,27.5,14732.0,25.0,14622.0,76.0,14623.0,78.0,14623.0,75.0,14623.0,73.0,14681.0,40.0,14658.0,0.287999988
14923.0,700.0,14881.0,1003.0,14973.0,47.0,14924.0,106.5,14882.0,0.100000001,1482,1.200000048,1482,682,14932.0,46.0,14882.0,15.89999962,14882.0,27.60000038,14932.0,25.0,14823.0,76.0,14823.0,78.0,14823.0,75.0,14823.0,73.0,14882.0,40.0,14857.0,0.288800001
15123.0,728.0,15082.0,1003.0,15173.0,47.0,15124.0,108.5999985,15082.0,0.100000001,1502,1.200000048,1502,718,15132.0,46.0,15082.0,15.89999962,15082.0,27.60000038,15132.0,24.0,15023.0,76.0,15024.0,78.0,15023.0,75.0,15023.0,73.0,15082.0,40.0,15057.0,0.288599998
15324.0,746.0,15282.0,1003.0,15373.0,47.0,15324.0,108.3000031,15283.0,0.100000001,1522,1.200000048,1522,754,15332.0,46.0,15282.0,15.89999962,15283.0,27.60000038,15333.0,24.0,15223.0,76.0,15224.0,78.0,15224.0,75.0,15224.0,73.0,15282.0,40.0,15258.0,0.288599998
15524.0,774.0,15482.0,1003.0,15574.0,47.0,15524.0,107.0,15483.0,0.100000001,1542,1.200000048,1542,788,15533.0,46.0,15483.0,15.89999962,15483.0,27.60000038,15533.0,24.0,15424.0,77.0,15424.0,78.0,15424.0,75.0,15424.0,74.0,15482.0,40.0,15458.0,0.289099991
15725.0,774.0,15683.0,1003.0,15774.0,47.0,15726.0,106.8000031,15683.0,0.100000001,1562,1.299999952,1562,820,15733.0,46.0,15683.0,15.89999962,15684.0,27.70000076,15733.0,24.0,15624.0,78.0,15625.0,78.0,15624.0,75.0,15624.0,74.0,15683.0,40.0,15658.0,0.287999988
15925.0,774.0,15883.0,1003.0,15974.0,47.09999847,15925.0,106.8000031,15883.0,0.100000001,1582,1.200000048,1582,848,15934.0,46.0,15883.0,15.89999962,15884.0,27.70000076,15933.0,24.0,15825.0,78.0,15825.0,78.0,15825.0,76.0,15826.0,74.0,15883.0,40.0,15859.0,0.289000005
16126.0,783.0,16083.0,1003.0,16175.0,47.09999847,16125.0,106.9000015,16084.0,0.100000001,1602,1.200000048,1602,873,16134.0,46.0,16084.0,15.89999962,16084.0,27.70000076,16134.0,24.0,16025.0,78.0,16025.0,78.0,16025.0,76.0,16025.0,74.0,16083.0,40.0,16059.0,0.285899997
16325.0,764.0,16283.0,1003.0,16375.0,47.09999847,16326.0,108.5,16284.0,0.100000001,1622,1.299999952,1622,894,16334.0,46.0,16285.0,15.89999962,16284.0,27.70000076,16334.0,24.0,16225.0,78.0,16225.0,78.0,16225.0,76.0,16226.0,75.0,16284.0,40.0,16259.0,0.288899988
16526.0,746.0,16484.0,1003.0,16575.0,47.09999847,16526.0,108.3000031,16485.0,0.100000001,1642,1.299999952,1642,910,16535.0,46.0,16484.0,15.89999962,16485.0,27.70000076,16534.0,24.0,16425.0,79.0,16425.0,79.0,16426.0,76.0,16426.0,75.0,16484.0,40.0,16460.0,0.287900001
16727.0,737.0,16684.0,1003.0,16776.0,47.09999847,16726.0,107.6999969,16685.0,0.100000001,1662,1.299999952,1662,922,16735.0,46.0,16685.0,15.89999962,16685.0,27.70000076,16735.0,24.0,16625.0,79.0,16626.0,80.0,16626.0,76.0,16626.0,75.0,16684.0,40.0,16660.0,0.288100004
16927.0,728.0,16884.0,1003.0,16976.0,47.09999847,16928.0,107.8000031,16885.0,0.100000001,1682,1.299999952,1682,930,16935.0,46.0,16885.0,15.89999962,16885.0,27.70000076,16935.0,24.0,16826.0,78.0,16826.0,79.0,16826.0,76.0,16826.0,75.0,16885.0,40.0,16861.0,0.287600011
17127.0,728.0,17085.0,1003.0,17176.0,47.09999847,17127.0,105.8000031,17085.0,0.100000001,1702,1.299999952,1702,933,17136.0,46.0,17085.0,15.89999962,17085.0,27.70000076,17136.0,24.0,17026.0,79.0,17026.0,79.0,17027.0,76.0,17027.0,76.0,17085.0,40.0,17061.0,0.287400007
