Czas [ms].1,Ciś. pow. za turb.[Pa],Czas [ms].2,Ciśnienie atmosferyczne[hPa],Czas [ms].11,ECT - wyjście z sil.[°C],Czas [ms].25,MAF[kg/h],Czas [ms].26,Moc[kW],Czas [ms].27,Moment obrotowy[Nm],Czas [ms].29,Obroty[obr/min],Czas [ms].46,Temp. oleju w misce[°C],Czas [ms].48,Temp. otoczenia[°C],Czas [ms].50,Temp. pal. na wyjściu sil.[°C],Czas [ms].55,Temp. powietrza za turb.[°C],Czas [ms].56,Temp. spalin 1/6[°C],Czas [ms].57,Temp. spalin 2/6[°C],Czas [ms].58,Temp. spalin 3/6[°C],Czas [ms].59,Temp. spalin 4/6[°C],Czas [ms].64,Wilgotność względna[%],Czas [ms].72,Zużycie paliwa średnie[g/s]
363058.0,17756.0,363016.0,1003.0,363107.0,55.79999924,363058.0,270.7000122,362980.0,33.70000076,36292,1.600000024,36292,800,363067.0,65.0,363017.0,15.80000019,363017.0,35.70000076,363067.0,37.0,362957.0,410.0,362957.0,444.0,362958.0,442.0,362958.0,419.0,363016.0,41.0,362996.0,2.570199966
363258.0,17911.0,363216.0,1003.0,363308.0,55.79999924,363258.0,270.7999878,363181.0,33.59999847,36312,1.600000024,36312,801,363267.0,66.0,363217.0,15.80000019,363217.0,35.70000076,363267.0,37.0,363158.0,413.0,363159.0,445.0,363159.0,443.0,363159.0,420.0,363216.0,41.0,363196.0,2.568399906
363458.0,17756.0,363416.0,1003.0,363508.0,55.90000153,363459.0,268.0,363381.0,33.5,36332,1.600000024,36332,801,363467.0,66.0,363417.0,15.80000019,363417.0,35.70000076,363467.0,37.0,363358.0,413.0,363358.0,445.0,363358.0,443.0,363358.0,420.0,363417.0,41.0,363397.0,2.577399969
363660.0,17884.0,363617.0,1003.0,363708.0,55.90000153,363658.0,271.2999878,363581.0,33.5,36352,1.5,36352,801,363668.0,65.0,363617.0,15.80000019,363617.0,35.70000076,363667.0,37.0,363558.0,413.0,363558.0,445.0,363559.0,443.0,363559.0,420.0,363617.0,41.0,363597.0,2.580800056
363860.0,17774.0,363817.0,1003.0,363909.0,55.90000153,363859.0,268.3999939,363781.0,33.5,36372,1.5,36372,800,363868.0,65.0,363818.0,15.80000019,363818.0,35.70000076,363868.0,38.0,363758.0,413.0,363759.0,445.0,363759.0,443.0,363759.0,420.0,363817.0,41.0,363799.0,2.587599993
364060.0,17673.0,364017.0,1003.0,364109.0,55.90000153,364060.0,270.1000061,363982.0,33.40000153,36392,1.5,36392,800,364068.0,65.0,364018.0,15.80000019,364018.0,35.70000076,364068.0,38.0,363959.0,415.0,363959.0,447.0,363959.0,445.0,363959.0,422.0,364018.0,41.0,363998.0,2.592799902
364261.0,17838.0,364218.0,1003.0,364309.0,55.90000153,364259.0,270.7999878,364182.0,33.40000153,36412,1.5,36412,800,364269.0,64.0,364218.0,15.80000019,364218.0,35.70000076,364268.0,38.0,364159.0,415.0,364159.0,446.0,364159.0,447.0,364160.0,423.0,364218.0,41.0,364198.0,2.596100092
364460.0,17728.0,364418.0,1003.0,364509.0,55.90000153,364461.0,268.2999878,364382.0,33.40000153,36432,1.600000024,36432,800,364469.0,64.0,364418.0,15.80000019,364419.0,35.70000076,364469.0,38.0,364359.0,415.0,364360.0,446.0,364360.0,447.0,364360.0,423.0,364418.0,41.0,364399.0,2.608799934
364661.0,17710.0,364619.0,1003.0,364711.0,55.90000153,364662.0,270.0,364583.0,33.5,36452,1.600000024,36452,801,364669.0,64.0,364620.0,15.80000019,364620.0,35.70000076,364669.0,38.0,364560.0,415.0,364560.0,448.0,364560.0,447.0,364560.0,422.0,364620.0,41.0,364599.0,2.616300106
364861.0,17710.0,364819.0,1003.0,364910.0,55.79999924,364861.0,270.0,364783.0,33.5,36472,1.5,36472,801,364870.0,65.0,364819.0,15.80000019,364820.0,35.59999847,364869.0,38.0,364760.0,415.0,364760.0,448.0,364760.0,447.0,364761.0,423.0,364819.0,41.0,364799.0,2.624700069
365061.0,17774.0,365019.0,1003.0,365110.0,55.90000153,365062.0,268.2999878,364983.0,33.5,36492,1.5,36492,801,365070.0,65.0,365019.0,15.80000019,365020.0,35.59999847,365070.0,38.0,364960.0,415.0,364960.0,448.0,364961.0,447.0,364961.0,423.0,365019.0,41.0,364999.0,2.628099918
365261.0,17783.0,365219.0,1003.0,365311.0,55.90000153,365262.0,270.2000122,365183.0,33.5,36512,1.5,36512,801,365270.0,65.0,365220.0,15.80000019,365220.0,35.59999847,365270.0,38.0,365161.0,415.0,365161.0,448.0,365161.0,447.0,365161.0,423.0,365219.0,41.0,365199.0,2.634799957
365461.0,18003.0,365420.0,1003.0,365511.0,55.90000153,365462.0,271.1000061,365384.0,33.5,36532,1.5,36532,801,365470.0,65.0,365420.0,15.80000019,365420.0,35.59999847,365470.0,38.0,365361.0,416.0,365361.0,450.0,365361.0,450.0,365362.0,425.0,365420.0,41.0,365400.0,2.637900114
365662.0,17911.0,365620.0,1003.0,365711.0,55.90000153,365662.0,268.0,365584.0,33.5,36553,1.5,36553,801,365671.0,65.0,365620.0,15.80000019,365621.0,35.59999847,365671.0,38.0,365561.0,417.0,365561.0,450.0,365562.0,449.0,365562.0,425.0,365620.0,41.0,365600.0,2.637599945
365862.0,17838.0,365820.0,1003.0,365912.0,55.90000153,365862.0,269.7000122,365784.0,33.5,36572,1.600000024,36572,801,365871.0,65.0,365821.0,15.80000019,365821.0,35.59999847,365871.0,38.0,365761.0,416.0,365762.0,450.0,365762.0,450.0,365762.0,426.0,365820.0,41.0,365801.0,2.643100023
366062.0,17838.0,366020.0,1003.0,366112.0,55.90000153,366063.0,267.6000061,365985.0,33.5,36592,1.600000024,36592,801,366071.0,65.0,366021.0,15.80000019,366021.0,35.59999847,366071.0,38.0,365962.0,417.0,365962.0,450.0,365962.0,450.0,365962.0,426.0,366021.0,41.0,366001.0,2.642499924
366262.0,17737.0,366221.0,1003.0,366312.0,55.90000153,366263.0,269.5,366185.0,33.40000153,36612,1.600000024,36612,801,366272.0,65.0,366221.0,15.80000019,366221.0,35.59999847,366271.0,38.0,366163.0,418.0,366163.0,451.0,366163.0,450.0,366164.0,427.0,366221.0,41.0,366201.0,2.645699978
366463.0,17847.0,366421.0,1003.0,366513.0,55.90000153,366463.0,270.0,366385.0,33.40000153,36632,1.600000024,36632,801,366472.0,65.0,366422.0,15.80000019,366422.0,35.59999847,366472.0,38.0,366362.0,418.0,366363.0,451.0,366363.0,450.0,366363.0,427.0,366421.0,41.0,366402.0,2.647099972
366663.0,17728.0,366621.0,1003.0,366713.0,55.90000153,366664.0,266.6000061,366585.0,33.40000153,36652,1.600000024,36652,801,366672.0,65.0,366622.0,15.80000019,366622.0,35.5,366672.0,38.0,366563.0,419.0,366563.0,452.0,366563.0,450.0,366563.0,427.0,366622.0,41.0,366602.0,2.65260005
366863.0,17664.0,366822.0,1003.0,366913.0,55.90000153,366864.0,268.7999878,366786.0,33.40000153,36672,1.600000024,36672,801,366873.0,65.0,366822.0,15.80000019,366822.0,35.59999847,366872.0,37.0,366763.0,420.0,366764.0,453.0,366763.0,452.0,366763.0,427.0,366822.0,41.0,366802.0,2.656300068
367064.0,17719.0,367023.0,1003.0,367113.0,55.90000153,367064.0,266.7999878,366986.0,33.40000153,36692,1.5,36692,801,367073.0,65.0,367023.0,15.80000019,367024.0,35.59999847,367073.0,37.0,366963.0,420.0,366964.0,453.0,366964.0,452.0,366964.0,427.0,367023.0,41.0,367002.0,2.654599905
367264.0,17728.0,367222.0,1003.0,367314.0,56.0,367264.0,269.3999939,367186.0,33.5,36713,1.5,36713,801,367273.0,65.0,367223.0,15.80000019,367223.0,35.59999847,367273.0,37.0,367164.0,420.0,367164.0,454.0,367164.0,454.0,367164.0,429.0,367223.0,41.0,367203.0,2.655800104
367464.0,17728.0,367423.0,1003.0,367514.0,56.0,367465.0,269.3999939,367387.0,33.5,36733,1.5,36733,801,367474.0,65.0,367423.0,15.80000019,367423.0,35.59999847,367473.0,37.0,367364.0,420.0,367365.0,454.0,367364.0,454.0,367364.0,431.0,367423.0,41.0,367403.0,2.654599905
367666.0,17783.0,367623.0,1003.0,367715.0,56.0,367666.0,266.7000122,367587.0,33.5,36753,1.5,36753,801,367674.0,65.0,367624.0,15.80000019,367624.0,35.59999847,367674.0,37.0,367564.0,420.0,367564.0,454.0,367565.0,454.0,367565.0,431.0,367625.0,41.0,367603.0,2.655900002
367865.0,17783.0,367823.0,1003.0,367915.0,56.0,367865.0,266.7000122,367787.0,33.5,36773,1.5,36773,801,367874.0,65.0,367824.0,15.80000019,367824.0,35.59999847,367874.0,37.0,367765.0,423.0,367765.0,455.0,367765.0,455.0,367765.0,429.0,367823.0,41.0,367803.0,2.654700041
368065.0,17792.0,368024.0,1003.0,368115.0,56.0,368066.0,270.1000061,367988.0,33.5,36793,1.5,36793,801,368074.0,65.0,368024.0,15.80000019,368024.0,35.59999847,368074.0,37.0,367965.0,423.0,367965.0,456.0,367965.0,455.0,367966.0,431.0,368024.0,41.0,368004.0,2.654200077
368266.0,17975.0,368224.0,1003.0,368315.0,56.0,368266.0,269.6000061,368188.0,33.5,36813,1.5,36813,801,368275.0,65.0,368224.0,15.80000019,368225.0,35.59999847,368274.0,37.0,368165.0,423.0,368165.0,456.0,368166.0,455.0,368166.0,431.0,368224.0,41.0,368205.0,2.653399944
368467.0,17838.0,368424.0,1003.0,368516.0,56.0,368466.0,269.0,368388.0,33.5,36833,1.5,36833,801,368476.0,65.0,368425.0,15.80000019,368425.0,35.59999847,368475.0,37.0,368365.0,423.0,368366.0,456.0,368366.0,455.0,368366.0,431.0,368424.0,41.0,368404.0,2.651299953
368667.0,18012.0,368624.0,1003.0,368716.0,56.0,368668.0,269.5,368588.0,33.59999847,36853,1.5,36853,801,368675.0,65.0,368625.0,15.80000019,368625.0,35.70000076,368675.0,37.0,368566.0,424.0,368566.0,457.0,368566.0,457.0,368566.0,433.0,368625.0,41.0,368605.0,2.653000116
368868.0,17930.0,368825.0,1003.0,368916.0,56.0,368866.0,268.0,368789.0,33.59999847,36873,1.5,36873,801,368876.0,65.0,368825.0,15.80000019,368825.0,35.59999847,368875.0,37.0,368766.0,424.0,368766.0,457.0,368767.0,457.0,368767.0,433.0,368825.0,41.0,368806.0,2.652400017
369068.0,17948.0,369025.0,1003.0,369117.0,56.0,369067.0,269.7999878,368989.0,33.59999847,36893,1.600000024,36893,801,369076.0,65.0,369026.0,15.80000019,369026.0,35.59999847,369076.0,38.0,368966.0,424.0,368967.0,457.0,368967.0,457.0,368967.0,433.0,369025.0,41.0,369006.0,2.653399944
369269.0,18094.0,369225.0,1003.0,369317.0,56.0,369269.0,269.7999878,369189.0,33.59999847,36913,1.600000024,36913,801,369276.0,65.0,369226.0,15.80000019,369226.0,35.59999847,369276.0,38.0,369168.0,424.0,369168.0,457.0,369168.0,457.0,369168.0,433.0,369226.0,41.0,369206.0,2.652299881
369468.0,18058.0,369426.0,1003.0,369517.0,56.0,369468.0,269.5,369389.0,33.59999847,36933,1.600000024,36933,801,369477.0,65.0,369426.0,15.80000019,369426.0,35.59999847,369476.0,38.0,369367.0,424.0,369367.0,457.0,369367.0,457.0,369368.0,433.0,369427.0,41.0,369406.0,2.65350008
369668.0,18167.0,369626.0,1003.0,369717.0,56.0,369668.0,271.1000061,369590.0,33.59999847,36953,1.600000024,36953,801,369676.0,66.0,369626.0,15.80000019,369627.0,35.59999847,369677.0,38.0,369567.0,424.0,369568.0,460.0,369568.0,457.0,369568.0,434.0,369626.0,41.0,369606.0,2.654299974
369868.0,18186.0,369826.0,1003.0,369918.0,56.0,369869.0,269.2999878,369790.0,33.5,36973,1.600000024,36973,801,369877.0,65.0,369827.0,15.80000019,369827.0,35.59999847,369877.0,38.0,369768.0,425.0,369768.0,459.0,369768.0,458.0,369768.0,435.0,369827.0,41.0,369807.0,2.569200039
370069.0,18103.0,370027.0,1003.0,370118.0,56.09999847,370069.0,269.7999878,369990.0,33.5,36993,1.600000024,36993,801,370077.0,65.0,370027.0,15.80000019,370027.0,35.59999847,370077.0,38.0,369968.0,425.0,369968.0,459.0,369968.0,458.0,369969.0,435.0,370027.0,41.0,370007.0,2.656300068
370269.0,18213.0,370227.0,1003.0,370318.0,56.09999847,370269.0,271.7000122,370191.0,33.5,37013,1.600000024,37013,801,370278.0,65.0,370227.0,15.80000019,370228.0,35.70000076,370277.0,38.0,370168.0,426.0,370168.0,459.0,370169.0,459.0,370169.0,436.0,370227.0,41.0,370207.0,2.650700092
370469.0,18405.0,370427.0,1003.0,370519.0,56.09999847,370469.0,270.7999878,370391.0,33.5,37033,1.600000024,37033,801,370478.0,65.0,370428.0,15.80000019,370428.0,35.70000076,370478.0,38.0,370369.0,426.0,370369.0,460.0,370369.0,460.0,370369.0,436.0,370427.0,41.0,370407.0,2.655600071
370670.0,18414.0,370628.0,1003.0,370719.0,56.09999847,370671.0,271.1000061,370591.0,33.40000153,37053,1.600000024,37053,801,370678.0,65.0,370629.0,15.80000019,370628.0,35.59999847,370678.0,38.0,370569.0,426.0,370569.0,461.0,370569.0,460.0,370570.0,436.0,370628.0,41.0,370608.0,2.655800104
370870.0,18414.0,370828.0,1003.0,370919.0,56.20000076,370870.0,271.1000061,370791.0,33.40000153,37073,1.600000024,37073,801,370879.0,65.0,370828.0,15.80000019,370829.0,35.59999847,370879.0,38.0,370769.0,426.0,370769.0,461.0,370770.0,460.0,370770.0,436.0,370828.0,41.0,370808.0,2.657500029
371070.0,18515.0,371028.0,1003.0,371120.0,56.09999847,371070.0,269.7000122,370992.0,33.40000153,37093,1.600000024,37093,801,371079.0,65.0,371029.0,15.80000019,371029.0,35.59999847,371079.0,38.0,370969.0,428.0,370970.0,462.0,370970.0,461.0,370970.0,437.0,371028.0,41.0,371008.0,2.658900023
371270.0,18378.0,371228.0,1003.0,371320.0,56.20000076,371271.0,269.2000122,371192.0,33.40000153,37113,1.600000024,37113,801,371279.0,65.0,371229.0,15.80000019,371229.0,35.59999847,371279.0,38.0,371170.0,428.0,371170.0,462.0,371170.0,461.0,371170.0,437.0,371230.0,41.0,371209.0,2.658900023
371470.0,18396.0,371429.0,1003.0,371521.0,56.20000076,371471.0,270.7999878,371392.0,33.40000153,37133,1.600000024,37133,801,371480.0,65.0,371429.0,15.80000019,371429.0,35.59999847,371481.0,38.0,371370.0,428.0,371370.0,462.0,371371.0,461.0,371371.0,437.0,371429.0,41.0,371409.0,2.659800053
371671.0,18488.0,371629.0,1003.0,371721.0,56.20000076,371671.0,268.7999878,371593.0,33.5,37153,1.5,37153,801,371680.0,65.0,371630.0,15.80000019,371630.0,35.59999847,371680.0,38.0,371571.0,427.0,371572.0,463.0,371572.0,463.0,371572.0,438.0,371629.0,41.0,371609.0,2.65989995
371871.0,18295.0,371829.0,1003.0,371921.0,56.20000076,371872.0,269.3999939,371793.0,33.5,37173,1.5,37173,801,371880.0,65.0,371830.0,15.80000019,371830.0,35.59999847,371880.0,38.0,371771.0,427.0,371771.0,465.0,371771.0,464.0,371771.0,438.0,371830.0,41.0,371810.0,2.662100077
372071.0,18378.0,372030.0,1003.0,372121.0,56.20000076,372072.0,269.1000061,371993.0,33.59999847,37193,1.600000024,37193,801,372080.0,65.0,372030.0,15.80000019,372030.0,35.59999847,372080.0,38.0,371971.0,427.0,371972.0,465.0,371971.0,464.0,371971.0,438.0,372030.0,41.0,372010.0,2.663399935
372272.0,18195.0,372230.0,1003.0,372321.0,56.20000076,372272.0,269.7000122,372193.0,33.59999847,37213,1.600000024,37213,801,372281.0,65.0,372230.0,15.80000019,372231.0,35.59999847,372281.0,38.0,372172.0,427.0,372172.0,465.0,372173.0,464.0,372173.0,438.0,372230.0,41.0,372210.0,2.665299892
372472.0,18222.0,372430.0,1003.0,372522.0,56.20000076,372472.0,270.7000122,372394.0,33.59999847,37233,1.600000024,37233,801,372481.0,65.0,372431.0,15.80000019,372431.0,35.59999847,372481.0,38.0,372372.0,427.0,372372.0,465.0,372372.0,464.0,372372.0,438.0,372431.0,41.0,372411.0,2.666100025
372672.0,18323.0,372631.0,1003.0,372722.0,56.29999924,372673.0,270.3999939,372594.0,33.59999847,37253,1.600000024,37253,800,372682.0,65.0,372631.0,15.80000019,372631.0,35.59999847,372681.0,38.0,372572.0,428.0,372572.0,465.0,372572.0,464.0,372573.0,439.0,372631.0,41.0,372611.0,2.664900064
372873.0,18222.0,372831.0,1003.0,372922.0,56.29999924,372873.0,269.1000061,372794.0,33.59999847,37273,1.600000024,37273,800,372882.0,66.0,372831.0,15.80000019,372832.0,35.59999847,372882.0,38.0,372772.0,428.0,372772.0,465.0,372773.0,463.0,372773.0,439.0,372831.0,41.0,372811.0,2.666500092
373074.0,18414.0,373031.0,1003.0,373123.0,56.29999924,373074.0,271.7000122,372995.0,33.5,37294,1.5,37294,800,373082.0,66.0,373031.0,15.80000019,373032.0,35.59999847,373082.0,39.0,372973.0,428.0,372973.0,465.0,372973.0,463.0,372973.0,439.0,373032.0,41.0,373012.0,2.665999889
373273.0,18341.0,373232.0,1003.0,373323.0,56.29999924,373274.0,268.7000122,373195.0,33.5,37313,1.600000024,37313,800,373282.0,66.0,373232.0,15.80000019,373232.0,35.59999847,373282.0,39.0,373173.0,428.0,373173.0,465.0,373173.0,463.0,373174.0,439.0,373232.0,41.0,373213.0,2.667500019
373475.0,18396.0,373432.0,1003.0,373523.0,56.29999924,373474.0,271.3999939,373395.0,33.5,37333,1.600000024,37333,800,373483.0,66.0,373432.0,15.80000019,373433.0,35.59999847,373483.0,39.0,373373.0,429.0,373373.0,465.0,373374.0,464.0,373374.0,440.0,373432.0,41.0,373412.0,2.667500019
373675.0,18543.0,373632.0,1003.0,373724.0,56.40000153,373675.0,271.7000122,373595.0,33.5,37353,1.600000024,37353,800,373683.0,66.0,373633.0,15.80000019,373633.0,35.59999847,373683.0,39.0,373573.0,429.0,373574.0,465.0,373574.0,464.0,373574.0,441.0,373633.0,41.0,373613.0,2.666300058
373875.0,18543.0,373833.0,1003.0,373924.0,56.40000153,373876.0,271.7000122,373796.0,33.5,37373,1.600000024,37373,800,373884.0,66.0,373834.0,15.80000019,373834.0,35.59999847,373884.0,39.0,373774.0,429.0,373774.0,465.0,373774.0,464.0,373774.0,441.0,373834.0,41.0,373813.0,2.669500113
374076.0,18442.0,374033.0,1003.0,374124.0,56.40000153,374074.0,268.5,373996.0,33.5,37393,1.600000024,37394,801,374084.0,66.0,374033.0,15.80000019,374033.0,35.59999847,374083.0,39.0,373974.0,432.0,373974.0,466.0,373975.0,465.0,373975.0,442.0,374033.0,41.0,374013.0,2.668299913
374275.0,18387.0,374233.0,1003.0,374325.0,56.40000153,374276.0,271.1000061,374196.0,33.5,37414,1.600000024,37414,800,374284.0,66.0,374234.0,15.80000019,374233.0,35.59999847,374284.0,39.0,374174.0,433.0,374175.0,467.0,374175.0,465.0,374175.0,443.0,374234.0,41.0,374213.0,2.669500113
374475.0,18515.0,374433.0,1003.0,374526.0,56.40000153,374476.0,267.8999939,374397.0,33.5,37434,1.5,37434,800,374484.0,66.0,374434.0,15.80000019,374434.0,35.59999847,374484.0,39.0,374375.0,433.0,374375.0,467.0,374375.0,465.0,374375.0,443.0,374434.0,41.0,374414.0,2.668800116
374675.0,18488.0,374634.0,1003.0,374725.0,56.5,374676.0,270.3999939,374597.0,33.5,37454,1.5,37454,800,374685.0,66.0,374634.0,15.80000019,374634.0,35.59999847,374684.0,39.0,374575.0,433.0,374576.0,467.0,374576.0,465.0,374576.0,443.0,374634.0,41.0,374616.0,2.66960001
374876.0,18671.0,374834.0,1003.0,374925.0,56.5,374876.0,271.2999878,374797.0,33.5,37474,1.5,37474,800,374885.0,66.0,374834.0,15.80000019,374834.0,35.59999847,374885.0,39.0,374775.0,433.0,374776.0,467.0,374776.0,466.0,374776.0,442.0,374835.0,41.0,374814.0,2.668499947
375076.0,18579.0,375034.0,1003.0,375126.0,56.5,375077.0,268.3999939,374998.0,33.59999847,37494,1.5,37494,800,375085.0,66.0,375035.0,15.80000019,375035.0,35.59999847,375085.0,39.0,374976.0,433.0,374976.0,468.0,374976.0,468.0,374976.0,443.0,375035.0,41.0,375015.0,2.668800116
375276.0,18524.0,375235.0,1003.0,375326.0,56.5,375277.0,270.7000122,375198.0,33.59999847,37514,1.5,37514,800,375285.0,66.0,375235.0,15.80000019,375235.0,35.59999847,375285.0,39.0,375176.0,433.0,375176.0,468.0,375176.0,468.0,375177.0,443.0,375235.0,41.0,375215.0,2.66899991
375477.0,18561.0,375435.0,1003.0,375526.0,56.59999847,375477.0,268.8999939,375398.0,33.5,37534,1.5,37534,801,375486.0,66.0,375436.0,15.80000019,375436.0,35.59999847,375486.0,39.0,375376.0,433.0,375376.0,468.0,375377.0,468.0,375377.0,443.0,375436.0,41.0,375415.0,2.66869998
375677.0,18424.0,375635.0,1003.0,375727.0,56.59999847,375677.0,269.7999878,375598.0,33.5,37554,1.5,37554,800,375686.0,66.0,375636.0,15.80000019,375636.0,35.59999847,375686.0,39.0,375577.0,434.0,375577.0,469.0,375577.0,469.0,375577.0,444.0,375635.0,41.0,375616.0,2.670200109
375877.0,18488.0,375836.0,1003.0,375927.0,56.59999847,375878.0,270.0,375799.0,33.5,37574,1.5,37574,800,375886.0,66.0,375836.0,15.80000019,375836.0,35.59999847,375886.0,39.0,375777.0,434.0,375777.0,470.0,375777.0,469.0,375778.0,444.0,375836.0,41.0,375816.0,2.669699907
376078.0,18414.0,376036.0,1003.0,376127.0,56.70000076,376078.0,268.7000122,375999.0,33.5,37594,1.5,37594,800,376087.0,66.0,376037.0,15.80000019,376036.0,35.59999847,376086.0,39.0,375977.0,434.0,375977.0,470.0,375978.0,469.0,375978.0,444.0,376037.0,41.0,376016.0,2.67050004
376278.0,18295.0,376236.0,1003.0,376328.0,56.70000076,376278.0,270.2000122,376199.0,33.40000153,37614,1.5,37614,800,376287.0,66.0,376237.0,15.80000019,376237.0,35.59999847,376287.0,39.0,376177.0,434.0,376178.0,470.0,376178.0,469.0,376178.0,444.0,376236.0,41.0,376217.0,2.670099974
376478.0,18469.0,376436.0,1003.0,376528.0,56.70000076,376479.0,271.2000122,376399.0,33.5,37634,1.600000024,37634,800,376487.0,66.0,376437.0,15.80000019,376437.0,35.59999847,376487.0,39.0,376378.0,434.0,376378.0,470.0,376378.0,469.0,376378.0,444.0,376437.0,41.0,376417.0,2.670799971
376678.0,18396.0,376637.0,1003.0,376728.0,56.70000076,376679.0,268.3999939,376600.0,33.5,37654,1.600000024,37654,800,376688.0,66.0,376637.0,15.80000019,376638.0,35.59999847,376687.0,39.0,376578.0,434.0,376579.0,467.0,376578.0,467.0,376579.0,445.0,376637.0,41.0,376617.0,2.671000004
376880.0,18396.0,376838.0,1003.0,376930.0,56.70000076,376880.0,268.3999939,376800.0,33.5,37674,1.5,37674,801,376887.0,66.0,376839.0,15.80000019,376839.0,35.59999847,376888.0,39.0,376778.0,433.0,376779.0,469.0,376779.0,468.0,376779.0,445.0,376838.0,41.0,376818.0,2.671299934
377079.0,18488.0,377037.0,1003.0,377129.0,56.70000076,377080.0,269.3999939,377001.0,33.5,37694,1.600000024,37694,801,377088.0,66.0,377038.0,15.80000019,377038.0,35.70000076,377088.0,39.0,376979.0,434.0,376979.0,469.0,376979.0,468.0,376979.0,446.0,377038.0,41.0,377018.0,2.673599958
377279.0,18478.0,377238.0,1003.0,377329.0,56.79999924,377280.0,267.5,377201.0,33.5,37714,1.600000024,37714,801,377289.0,66.0,377239.0,15.80000019,377239.0,35.70000076,377288.0,38.0,377179.0,435.0,377180.0,470.0,377179.0,469.0,377179.0,445.0,377238.0,41.0,377219.0,2.673099995
377480.0,18314.0,377438.0,1003.0,377530.0,56.79999924,377480.0,268.0,377401.0,33.5,37734,1.600000024,37734,801,377489.0,66.0,377438.0,15.80000019,377439.0,35.70000076,377489.0,39.0,377379.0,435.0,377380.0,471.0,377380.0,469.0,377380.0,435.0,377438.0,41.0,377418.0,2.674999952
377681.0,18433.0,377638.0,1003.0,377730.0,56.79999924,377680.0,269.8999939,377601.0,33.5,37754,1.600000024,37754,801,377690.0,66.0,377639.0,15.80000019,377639.0,35.70000076,377690.0,39.0,377580.0,435.0,377580.0,471.0,377580.0,469.0,377580.0,435.0,377639.0,41.0,377619.0,2.675600052
377880.0,18469.0,377839.0,1003.0,377930.0,56.79999924,377881.0,268.0,377801.0,33.5,37774,1.600000024,37774,801,377890.0,66.0,377840.0,15.80000019,377839.0,35.70000076,377889.0,39.0,377780.0,435.0,377780.0,471.0,377780.0,469.0,377781.0,435.0,377840.0,41.0,377819.0,2.676599979
378081.0,18561.0,378039.0,1003.0,378130.0,56.90000153,378081.0,270.6000061,378002.0,33.5,37794,1.600000024,37794,801,378090.0,66.0,378039.0,15.80000019,378040.0,35.70000076,378090.0,39.0,377980.0,436.0,377980.0,475.0,377981.0,471.0,377981.0,446.0,378039.0,41.0,378019.0,2.677599907
378282.0,18561.0,378239.0,1003.0,378331.0,56.90000153,378281.0,268.2000122,378202.0,33.5,37814,1.600000024,37814,801,378290.0,67.0,378240.0,15.80000019,378240.0,35.70000076,378290.0,39.0,378181.0,455.0,378181.0,474.0,378181.0,471.0,378181.0,447.0,378239.0,41.0,378220.0,2.678499937
378482.0,18442.0,378440.0,1003.0,378531.0,56.90000153,378483.0,268.2000122,378402.0,33.5,37834,1.600000024,37834,801,378490.0,67.0,378440.0,15.80000019,378440.0,35.70000076,378490.0,39.0,378381.0,455.0,378381.0,474.0,378381.0,471.0,378382.0,447.0,378440.0,41.0,378420.0,2.680700064
378682.0,18552.0,378640.0,1003.0,378731.0,56.90000153,378682.0,270.1000061,378603.0,33.5,37854,1.600000024,37854,801,378691.0,67.0,378640.0,15.80000019,378641.0,35.70000076,378690.0,39.0,378581.0,445.0,378581.0,472.0,378582.0,471.0,378582.0,448.0,378640.0,41.0,378620.0,2.681299925
378883.0,18625.0,378840.0,1003.0,378932.0,56.90000153,378883.0,268.2000122,378803.0,33.5,37874,1.600000024,37874,801,378891.0,67.0,378841.0,15.80000019,378841.0,35.70000076,378891.0,39.0,378781.0,441.0,378782.0,472.0,378782.0,471.0,378782.0,449.0,378840.0,41.0,378821.0,2.683700085
379083.0,18652.0,379040.0,1003.0,379133.0,56.90000153,379084.0,270.2999878,379003.0,33.5,37894,1.600000024,37894,801,379091.0,67.0,379041.0,15.80000019,379042.0,35.70000076,379091.0,39.0,378982.0,438.0,378982.0,473.0,378982.0,471.0,378982.0,460.0,379041.0,41.0,379021.0,2.684000015
379283.0,18652.0,379242.0,1003.0,379332.0,56.90000153,379283.0,270.2999878,379204.0,33.5,37914,1.600000024,37914,801,379292.0,67.0,379242.0,15.80000019,379242.0,35.70000076,379291.0,39.0,379182.0,438.0,379182.0,473.0,379183.0,471.0,379183.0,460.0,379242.0,41.0,379221.0,2.685100079
379483.0,18515.0,379441.0,1003.0,379533.0,56.90000153,379483.0,268.3999939,379404.0,33.5,37934,1.600000024,37934,800,379492.0,66.0,379442.0,15.80000019,379442.0,35.70000076,379492.0,39.0,379382.0,438.0,379383.0,473.0,379383.0,471.0,379383.0,460.0,379441.0,41.0,379421.0,2.685899973
379684.0,18634.0,379641.0,1003.0,379733.0,56.90000153,379684.0,269.6000061,379604.0,33.5,37954,1.600000024,37954,800,379692.0,66.0,379642.0,15.80000019,379642.0,35.70000076,379692.0,39.0,379583.0,438.0,379583.0,493.0,379583.0,470.0,379583.0,450.0,379642.0,41.0,379623.0,2.686800003
