Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
297861;13.0;;;297884;-222;297884;-251;297881;1003;297883;3.5;297885;-140;;;;;;;;;;;297934;14;297933;14;297981;132.55;297883;19;;;;;;;297903;16;297953;16;297852;11.6;;;;;297961;0.00;;;;;;;297884;0.0;149002;0.0;29795;-0.7;29795;0;297884;14;297885;2;297885;80;;;;;;;186155;0.1;298032;0;186155;0.0;;;;;;;297934;16;297932;15;297934;17;297882;15.0;297882;16;297882;16;297911;18;297911;18;297911;17;297934;17;297932;16;297984;14;297984;15;297984;14;297984;15;297931;0;297932;0;297861;19.8;298011;30.5;297881;41;;;;;;;;;;;;;298011;0.0000;298011;0.00;
298061;12.9;;;298084;-258;298084;-215;298081;1003;298084;3.5;298085;-158;;;;;;;;;;;298134;14;298134;14;298182;142.66;298082;19;;;;;;;298103;16;298153;16;298053;11.6;;;;;298161;0.00;;;;;;;298084;0.0;149102;0.0;29815;-0.7;29815;0;298085;14;298085;2;298085;80;;;;;;;186405;0.1;298232;0;186405;0.0;;;;;;;298134;16;298132;14;298134;17;298083;15.0;298082;16;298082;16;298112;18;298112;18;298112;17;298135;17;298132;16;298184;14;298184;15;298184;14;298185;15;298132;0;298132;0;298061;19.9;298211;30.5;298083;41;;;;;;;;;;;;;298211;0.0000;298212;0.00;
298261;13.0;;;298286;-332;298285;-233;298282;1003;298284;3.5;298285;-149;;;;;;;;;;;298334;14;298334;14;298383;140.00;298283;19;;;;;;;298303;16;298353;16;298253;11.6;;;;;298361;0.00;;;;;;;298284;0.0;149202;0.0;29835;-0.7;29835;0;298285;14;298285;2;298285;80;;;;;;;186405;0.1;298432;0;186405;0.0;;;;;;;298334;16;298334;14;298335;17;298282;15.0;298283;16;298282;16;298311;18;298311;18;298312;17;298335;17;298333;16;298384;14;298384;15;298385;15;298385;15;298333;0;298333;0;298262;19.9;298411;30.5;298282;41;;;;;;;;;;;;;298412;0.0000;298412;0.00;
298462;13.0;;;298486;-277;298485;-270;298482;1003;298484;3.5;298485;-168;;;;;;;;;;;298535;14;298534;14;298582;135.90;298483;19;;;;;;;298503;16;298553;16;298453;11.6;;;;;298562;0.00;;;;;;;298486;0.0;149302;0.0;29855;-0.6;29855;0;298486;14;298485;2;298485;80;;;;;;;186656;0.1;298632;0;186656;0.0;;;;;;;298535;16;298533;14;298535;17;298483;15.0;298483;16;298483;16;298511;18;298512;18;298512;17;298535;17;298533;15;298585;14;298586;15;298586;15;298586;15;298532;0;298533;0;298462;19.9;298612;30.5;298482;41;;;;;;;;;;;;;298612;0.0000;298612;0.00;
298662;12.9;;;298685;-332;298685;-334;298682;1003;298685;3.5;298685;-205;;;;;;;;;;;298735;14;298735;14;298783;133.06;298683;19;;;;;;;298704;16;298754;16;298654;11.6;;;;;298762;0.00;;;;;;;298686;0.0;149403;0.0;29875;-0.7;29875;0;298686;14;298686;2;298686;80;;;;;;;186656;0.1;298833;0;186656;0.0;;;;;;;298735;16;298733;15;298735;17;298683;15.0;298684;16;298684;16;298712;18;298712;18;298712;17;298736;17;298733;15;298785;14;298785;15;298785;15;298786;15;298733;0;298733;0;298662;19.8;298812;30.5;298683;41;;;;;;;;;;;;;298812;0.0000;298812;0.00;
298862;13.0;;;298887;-350;298886;-324;298883;1003;298885;3.6;298886;-261;;;;;;;;;;;298935;14;298935;14;298983;136.34;298884;19;;;;;;;298904;16;298954;16;298854;11.6;;;;;298963;0.00;;;;;;;298885;0.0;149503;0.0;29895;-0.6;29895;0;298885;14;298886;2;298886;80;;;;;;;186906;0.1;299033;0;186906;0.0;;;;;;;298935;16;298933;15;298936;17;298883;15.0;298884;16;298883;16;298912;18;298912;18;298913;17;298936;17;298934;15;298985;15;298985;15;298986;15;298986;15;298933;0;298933;0;298862;19.9;299012;30.5;298883;41;;;;;;;;;;;;;299012;0.0000;299013;0.00;
299063;12.9;;;299086;-368;299086;-279;299083;1003;299085;3.6;299086;-214;;;;;;;;;;;299135;14;299135;14;299183;131.33;299084;19;;;;;;;299104;16;299154;16;299054;11.6;;;;;299163;0.00;;;;;;;299087;0.0;149603;0.0;29915;-0.6;29915;0;299087;14;299086;2;299086;80;;;;;;;186906;0.1;299233;0;186906;0.0;;;;;;;299136;16;299134;15;299136;17;299083;15.0;299084;16;299084;16;299112;18;299113;18;299113;17;299136;17;299134;15;299185;15;299186;15;299186;15;299186;15;299133;0;299133;0;299063;19.9;299213;30.5;299083;41;;;;;;;;;;;;;299213;0.0000;299213;0.00;
299263;12.9;;;299286;-359;299286;-233;299283;1003;299286;3.5;299286;-186;;;;;;;;;;;299336;14;299336;14;299383;138.71;299284;19;;;;;;;299305;16;299355;16;299254;11.6;;;;;299363;0.00;;;;;;;299287;0.0;149703;0.0;29935;-0.6;29935;0;299287;14;299287;2;299287;80;;;;;;;187157;0.1;299434;0;187157;0.0;;;;;;;299336;16;299334;15;299336;17;299284;15.0;299284;16;299285;16;299313;18;299313;18;299313;17;299336;17;299334;15;299386;15;299386;15;299386;15;299386;15;299334;0;299334;0;299263;19.8;299413;30.5;299284;41;;;;;;;;;;;;;299413;0.0000;299413;0.00;
299463;12.9;;;299486;-323;299486;-196;299484;1003;299486;3.6;299488;-196;;;;;;;;;;;299536;14;299536;14;299584;140.83;299485;19;;;;;;;299505;16;299555;16;299455;11.6;;;;;299563;0.00;;;;;;;299487;0.0;149803;0.0;29955;-0.7;29955;0;299487;14;299487;2;299487;80;;;;;;;187157;0.1;299634;0;187157;0.0;;;;;;;299536;16;299535;15;299537;17;299484;15.0;299485;16;299484;16;299513;18;299513;18;299513;17;299537;17;299534;15;299586;14;299586;15;299587;15;299587;15;299534;0;299534;0;299463;19.9;299613;30.5;299484;41;;;;;;;;;;;;;299613;0.0000;299614;0.00;
299663;12.9;;;299687;-268;299686;-151;299684;1003;299686;3.5;299688;-140;;;;;;;;;;;299737;14;299736;14;299785;135.60;299685;19;;;;;;;299705;16;299755;16;299655;11.6;;;;;299764;0.00;;;;;;;299687;0.0;149903;0.0;29975;-0.6;29975;0;299687;14;299687;2;299688;80;;;;;;;187407;0.1;299835;0;187407;0.0;;;;;;;299737;16;299735;15;299736;17;299684;15.0;299685;16;299685;16;299713;18;299714;18;299714;17;299737;17;299735;15;299786;14;299787;15;299787;15;299787;15;299734;0;299734;0;299664;19.9;299814;30.5;299684;41;;;;;;;;;;;;;299815;0.0000;299815;0.00;
299864;12.9;;;299887;-277;299887;-141;299884;1003;299887;3.6;299887;-177;;;;;;;;;;;299937;14;299936;14;299984;131.88;299885;19;;;;;;;299905;16;299955;16;299855;11.5;;;;;299964;0.00;;;;;;;299887;0.0;150003;0.0;29995;-0.6;29995;0;299888;14;299888;2;299888;80;;;;;;;187407;0.1;300035;0;187407;0.0;;;;;;;299937;16;299935;15;299937;17;299886;15.0;299885;16;299884;16;299914;18;299914;18;299914;17;299937;17;299935;15;299987;15;299987;15;299987;15;299987;15;299934;0;299935;0;299864;19.9;300014;30.5;299885;41;;;;;;;;;;;;;300014;0.0000;300014;0.00;
300064;13.0;;;300088;-258;300088;-187;300085;1003;300088;3.6;300089;-177;;;;;;;;;;;300137;14;300137;14;300185;133.41;300086;19;;;;;;;300106;16;300156;16;300056;11.5;;;;;300164;0.00;;;;;;;300088;0.0;150104;0.0;30015;-0.7;30015;0;300089;14;300089;2;300089;80;;;;;;;187657;0.1;300235;0;187657;0.0;;;;;;;300137;16;300135;15;300137;17;300085;15.0;300086;16;300085;16;300114;18;300114;18;300114;17;300138;17;300135;15;300187;14;300187;14;300187;14;300188;14;300135;0;300135;0;300064;19.9;300214;30.5;300085;41;;;;;;;;;;;;;300214;0.0000;300215;0.00;
300264;13.0;;;300288;-258;300287;-187;300285;1003;300287;3.6;300289;-177;;;;;;;;;;;300338;14;300337;14;300385;140.03;300286;19;;;;;;;300306;16;300356;16;300256;11.5;;;;;300365;0.00;;;;;;;300288;0.0;150204;0.0;30035;-0.7;30035;0;300288;14;300288;2;300289;80;;;;;;;187657;0.1;300435;0;187657;0.0;;;;;;;300338;16;300336;15;300337;17;300285;15.0;300286;16;300286;16;300314;18;300315;18;300315;17;300338;17;300336;15;300387;14;300388;15;300388;14;300388;15;300335;0;300335;0;300265;19.9;300414;30.5;300285;41;;;;;;;;;;;;;300415;0.0000;300415;0.00;
300465;13.0;;;300488;-286;300488;-205;300485;1003;300487;3.6;300489;-140;;;;;;;;;;;300538;14;300537;14;300585;141.75;300485;19;;;;;;;300506;16;300556;16;300456;11.5;;;;;300565;0.00;;;;;;;300488;0.0;150304;0.0;30055;-0.7;30055;0;300488;14;300489;2;300489;80;;;;;;;187908;0.1;300636;0;187908;0.0;;;;;;;300538;16;300536;15;300538;17;300486;15.0;300487;16;300486;16;300515;18;300515;18;300515;17;300538;17;300536;15;300588;14;300588;15;300588;14;300588;14;300535;0;300536;0;300465;19.9;300615;30.5;300486;41;;;;;;;;;;;;;300615;0.0000;300615;0.00;
300665;13.0;;;300688;-240;300688;-205;300686;1003;300688;3.6;300689;-158;;;;;;;;;;;300738;14;300738;14;300786;134.74;300688;19;;;;;;;300707;16;300757;16;300656;11.5;;;;;300765;0.00;;;;;;;300689;0.0;150404;0.0;30075;-0.7;30075;0;300689;14;300689;2;300689;80;;;;;;;187908;0.1;300836;0;187908;0.0;;;;;;;300738;16;300736;14;300738;17;300687;15.0;300687;16;300687;16;300715;18;300715;18;300715;17;300739;17;300736;15;300788;14;300789;15;300788;14;300788;14;300736;0;300736;0;300665;19.9;300815;30.5;300687;41;;;;;;;;;;;;;300816;0.0000;300816;0.00;
300865;13.0;;;300889;-277;300888;-260;300886;1003;300888;3.6;300890;-196;;;;;;;;;;;300939;14;300938;14;300986;132.67;300887;19;;;;;;;300907;16;300957;16;300857;11.5;;;;;300965;0.00;;;;;;;300889;0.0;150504;0.0;30095;-0.7;30095;0;300889;14;300889;2;300889;80;;;;;;;188158;0.1;301036;0;188158;0.0;;;;;;;300939;16;300937;15;300938;17;300886;15.0;300887;16;300887;16;300915;18;300915;18;300916;17;300938;17;300936;17;300988;14;300988;15;300989;14;300989;15;300936;0;300936;0;300866;19.8;301015;30.5;300886;41;;;;;;;;;;;;;301016;0.0000;301016;0.00;
301066;13.0;;;301089;-249;301089;-315;301086;1003;301088;3.6;301090;-214;;;;;;;;;;;301139;14;301138;14;301186;132.86;301087;19;;;;;;;301107;16;301157;16;301057;11.5;;;;;301166;0.00;;;;;;;301089;0.0;150604;0.0;30115;-0.7;30115;0;301089;14;301090;2;301090;80;;;;;;;188158;0.1;301236;0;188158;0.0;;;;;;;301139;16;301137;15;301139;17;301087;15.0;301086;16;301087;16;301116;18;301116;18;301116;17;301139;17;301137;15;301189;15;301189;15;301189;15;301189;15;301136;0;301137;0;301066;20.0;301216;30.5;301087;41;;;;;;;;;;;;;301216;0.0000;301216;0.00;
301266;13.0;;;301289;-249;301289;-251;301286;1003;301289;3.6;301290;-149;;;;;;;;;;;301339;14;301339;14;301387;142.83;301288;19;;;;;;;301307;16;301357;16;301257;11.5;;;;;301366;0.00;;;;;;;301289;0.0;150704;0.0;30135;-0.7;30135;0;301290;14;301290;2;301290;80;;;;;;;188408;0.1;301437;0;188408;0.0;;;;;;;301339;16;301337;15;301339;17;301287;15.0;301288;16;301287;16;301317;18;301317;18;301317;17;301340;17;301337;15;301389;15;301390;15;301389;15;301389;15;301337;0;301337;0;301266;19.9;301416;30.5;301287;41;;;;;;;;;;;;;301416;0.0000;301416;0.00;
301466;12.9;;;301489;-341;301489;-187;301487;1003;301489;3.5;301491;-121;;;;;;;;;;;301539;14;301539;14;301588;138.70;301488;19;;;;;;;301508;16;301558;16;301458;11.5;;;;;301566;0.00;;;;;;;301490;0.0;150805;0.0;30155;-0.7;30155;0;301490;14;301490;2;301490;80;;;;;;;188408;0.1;301637;0;188408;0.0;;;;;;;301539;16;301539;15;301540;17;301487;15.0;301488;16;301488;16;301516;18;301516;18;301517;17;301540;17;301538;15;301590;15;301590;15;301590;15;301591;15;301538;0;301538;0;301466;19.9;301616;30.5;301487;41;;;;;;;;;;;;;301617;0.0000;301617;0.00;
301667;12.9;;;301690;-368;301690;-196;301687;1003;301689;3.5;301691;-140;;;;;;;;;;;301739;14;301739;14;301788;133.10;301688;19;;;;;;;301708;16;301758;16;301658;11.5;;;;;301767;0.00;;;;;;;301690;0.0;150905;0.0;30175;-0.7;30175;0;301690;14;301690;2;301691;80;;;;;;;188659;0.1;301837;0;188659;0.0;;;;;;;301740;16;301738;15;301740;17;301687;15.0;301688;16;301688;16;301716;18;301717;18;301717;17;301740;17;301738;15;301789;15;301790;15;301790;15;301790;15;301737;0;301737;0;301667;19.9;301817;30.5;301687;41;;;;;;;;;;;;;301817;0.0000;301818;0.00;
301867;12.9;;;301890;-332;301890;-205;301887;1003;301890;3.5;301891;-158;;;;;;;;;;;301940;14;301940;14;301987;132.55;301889;19;;;;;;;301908;16;301958;16;301858;11.5;;;;;301968;0.00;;;;;;;301890;0.0;151005;0.0;30195;-0.7;30195;0;301891;14;301891;2;301891;80;;;;;;;188659;0.1;302038;0;188659;0.0;;;;;;;301940;16;301938;14;301940;17;301888;15.0;301888;16;301888;16;301917;18;301917;18;301917;17;301940;17;301938;16;301990;15;301990;15;301990;15;301990;14;301938;0;301938;0;301867;19.9;302017;30.5;301888;41;;;;;;;;;;;;;302017;0.0000;302017;0.00;
302067;12.9;;;302090;-304;302090;-224;302088;1003;302090;3.5;302092;-168;;;;;;;;;;;302140;14;302140;14;302188;138.46;302089;19;;;;;;;302109;16;302159;16;302058;11.5;;;;;302167;0.00;;;;;;;302091;0.0;151105;0.0;30215;-0.7;30215;0;302091;14;302091;2;302091;80;;;;;;;188909;0.1;302238;0;188909;0.0;;;;;;;302140;16;302139;15;302141;17;302088;15.0;302089;16;302089;16;302117;18;302117;18;302118;17;302141;17;302138;15;302190;15;302190;15;302191;15;302191;15;302138;0;302138;0;302067;19.9;302217;30.5;302088;41;;;;;;;;;;;;;302217;0.0000;302218;0.00;
302267;13.0;;;302291;-304;302290;-279;302288;1003;302290;3.5;302292;-186;;;;;;;;;;;302340;14;302340;14;302388;136.17;302288;19;;;;;;;302309;16;302359;16;302259;11.5;;;;;302368;0.00;;;;;;;302291;0.0;151205;0.0;30235;-0.7;30235;0;302291;14;302291;2;302292;80;;;;;;;188909;0.1;302438;0;188909;0.0;;;;;;;302341;16;302339;15;302341;17;302289;15.0;302289;16;302289;16;302317;18;302318;18;302318;17;302341;17;302339;15;302390;15;302391;15;302391;15;302391;15;302338;0;302338;0;302268;19.8;302418;30.5;302288;41;;;;;;;;;;;;;302418;0.0000;302418;0.00;
302468;13.0;;;302491;-286;302492;-297;302488;1003;302491;3.6;302492;-224;;;;;;;;;;;302541;14;302541;14;302588;132.94;302490;19;;;;;;;302509;16;302559;16;302459;11.5;;;;;302568;0.00;;;;;;;302491;0.0;151305;0.0;30255;-0.7;30255;0;302491;14;302491;2;302492;80;;;;;;;189159;0.1;302639;0;189159;0.0;;;;;;;302542;16;302539;15;302542;17;302489;15.0;302489;16;302489;16;302518;18;302518;18;302518;17;302542;17;302539;15;302591;15;302591;15;302591;15;302591;15;302538;0;302539;0;302468;19.9;302618;30.5;302488;41;;;;;;;;;;;;;302618;0.0000;302618;0.00;
302668;13.0;;;302692;-286;302692;-297;302689;1003;302691;3.6;302692;-224;;;;;;;;;;;302741;14;302741;14;302790;133.40;302690;19;;;;;;;302709;16;302759;16;302659;11.5;;;;;302768;0.00;;;;;;;302692;0.0;151406;0.0;30275;-0.7;30275;0;302691;14;302691;2;302692;80;;;;;;;189159;0.1;302839;0;189159;0.0;;;;;;;302741;16;302739;14;302741;17;302689;15.0;302690;16;302689;16;302718;18;302718;18;302718;17;302742;17;302739;15;302791;15;302791;15;302791;14;302792;15;302739;0;302739;0;302668;19.9;302819;30.5;302689;41;;;;;;;;;;;;;302820;0.0000;302820;0.00;
302869;13.0;;;302892;-240;302891;-343;302889;1003;302891;3.6;302893;-233;;;;;;;;;;;302941;14;302941;14;302989;133.25;302889;19;;;;;;;302910;16;302960;16;302860;11.5;;;;;302969;0.00;;;;;;;302892;0.0;151506;0.0;30296;-0.7;30296;0;302892;14;302892;2;302893;80;;;;;;;189410;0.1;303040;0;189410;0.0;;;;;;;302942;16;302940;14;302942;17;302890;15.0;302889;16;302890;16;302918;18;302919;18;302919;17;302942;17;302940;16;302991;15;302992;15;302992;15;302992;15;302939;0;302939;0;302870;19.9;303018;30.5;302890;41;;;;;;;;;;;;;303019;0.0000;303019;0.00;
303069;13.0;;;303092;-258;303093;-288;303089;1003;303091;3.5;303093;-224;;;;;;;;;;;303142;14;303141;14;303189;137.96;303091;19;;;;;;;303110;16;303160;16;303060;11.5;;;;;303169;0.00;;;;;;;303092;0.0;151606;0.0;30316;-0.7;30316;0;303092;14;303092;2;303093;80;;;;;;;189410;0.1;303240;0;189410;0.0;;;;;;;303142;16;303140;14;303142;17;303090;15.0;303090;16;303090;16;303119;18;303119;18;303119;17;303142;17;303140;16;303192;15;303192;15;303192;15;303192;15;303139;0;303140;0;303069;19.9;303219;30.5;303089;41;;;;;;;;;;;;;303219;0.0000;303219;0.00;
303269;13.0;;;303294;-222;303294;-334;303289;1003;303293;3.5;303294;-242;;;;;;;;;;;303343;14;303343;14;303390;137.65;303291;19;;;;;;;303310;16;303360;16;303260;11.5;;;;;303369;0.00;;;;;;;303294;0.0;151706;0.0;30336;-0.7;30336;0;303293;14;303293;2;303293;80;;;;;;;189660;0.1;303440;0;189660;0.0;;;;;;;303343;16;303340;14;303344;17;303290;15.0;303291;16;303290;16;303319;18;303319;18;303319;17;303344;17;303340;16;303392;15;303392;14;303392;15;303393;15;303340;0;303340;0;303269;19.9;303419;30.5;303290;41;;;;;;;;;;;;;303419;0.0000;303420;0.00;
303469;13.0;;;303493;-222;303493;-334;303490;1003;303492;3.5;303493;-242;;;;;;;;;;;303542;14;303542;14;303590;136.04;303491;19;;;;;;;303511;16;303561;16;303460;11.5;;;;;303570;0.00;;;;;;;303493;0.0;151806;0.0;30356;-0.7;30356;0;303493;14;303494;2;303492;80;;;;;;;189660;0.1;303640;0;189660;0.0;;;;;;;303542;16;303541;15;303543;17;303490;15.0;303491;16;303491;16;303519;18;303519;18;303520;17;303543;17;303540;16;303592;15;303592;14;303593;15;303593;15;303540;0;303540;0;303470;19.9;303619;30.5;303490;41;;;;;;;;;;;;;303620;0.0000;303620;0.00;
303670;13.0;;;303693;-203;303693;-370;303690;1003;303692;3.5;303694;-298;;;;;;;;;;;303743;14;303742;14;303790;132.95;303691;19;;;;;;;303711;16;303761;16;303661;11.5;;;;;303770;0.00;;;;;;;303693;0.0;151906;0.0;30376;-0.6;30376;0;303693;14;303694;2;303694;80;;;;;;;189910;0.1;303840;0;189910;0.0;;;;;;;303743;16;303741;15;303743;17;303691;15.0;303691;16;303691;16;303721;18;303721;18;303721;17;303743;17;303741;16;303793;15;303793;15;303793;15;303793;15;303740;0;303741;0;303671;19.9;303820;30.5;303690;41;;;;;;;;;;;;;303821;0.0000;303821;0.00;
303870;12.9;;;303894;-212;303894;-370;303891;1003;303894;3.6;303893;-270;;;;;;;;;;;303943;14;303943;14;303991;134.18;303893;19;;;;;;;303911;16;303961;16;303861;11.5;;;;;303970;0.00;;;;;;;303894;0.0;152006;0.0;30396;-0.7;30396;0;303893;14;303893;2;303893;80;;;;;;;189910;0.1;304041;0;189910;0.0;;;;;;;303943;16;303941;15;303943;17;303892;15.0;303892;16;303892;16;303920;18;303920;18;303920;17;303944;17;303941;16;303993;15;303993;15;303993;15;303994;15;303941;0;303941;0;303870;19.8;304020;30.5;303892;41;;;;;;;;;;;;;304020;0.0000;304020;0.00;
304070;13.0;;;304094;-194;304094;-352;304091;1003;304093;3.5;304093;-224;;;;;;;;;;;304143;14;304143;14;304191;139.47;304091;19;;;;;;;304111;16;304162;16;304061;11.5;;;;;304170;0.00;;;;;;;304094;0.0;152107;0.0;30416;-0.7;30416;0;304094;14;304095;2;304093;80;;;;;;;190161;0.1;304241;0;190161;0.0;;;;;;;304143;16;304142;15;304144;17;304092;15.0;304092;16;304092;16;304120;18;304120;18;304121;17;304144;17;304141;15;304193;15;304193;15;304194;15;304194;14;304141;0;304141;0;304071;19.9;304220;30.5;304091;41;;;;;;;;;;;;;304221;0.0000;304221;0.00;
304271;13.0;;;304294;-212;304294;-306;304291;1003;304293;3.5;304295;-270;;;;;;;;;;;304343;14;304343;14;304391;133.45;304292;19;;;;;;;304312;16;304362;16;304262;11.5;;;;;304371;0.00;;;;;;;304294;0.0;152207;0.0;30436;-0.7;30436;0;304294;14;304294;2;304295;80;;;;;;;190161;0.1;304441;0;190161;0.0;;;;;;;304344;16;304342;14;304344;17;304292;15.0;304292;16;304292;16;304321;18;304322;18;304322;17;304344;17;304342;15;304393;15;304394;15;304394;15;304394;14;304341;0;304341;0;304271;19.9;304421;30.5;304291;41;;;;;;;;;;;;;304421;0.0000;304421;0.00;
304471;13.0;;;304494;-268;304494;-260;304491;1003;304494;3.5;304495;-252;;;;;;;;;;;304544;14;304544;14;304591;134.36;304493;19;;;;;;;304512;16;304562;16;304462;11.5;;;;;304571;0.00;;;;;;;304494;0.0;152307;0.0;30456;-0.7;30456;0;304495;14;304495;2;304495;80;;;;;;;190411;0.1;304642;0;190411;0.0;;;;;;;304544;16;304542;14;304544;17;304492;15.0;304492;16;304492;16;304521;18;304521;18;304521;17;304544;17;304542;15;304594;15;304594;15;304594;15;304594;15;304542;0;304542;0;304471;19.9;304621;30.5;304492;41;;;;;;;;;;;;;304621;0.0000;304621;0.00;
304671;12.9;;;304694;-258;304694;-233;304692;1003;304694;3.6;304696;-196;;;;;;;;;;;304744;14;304744;14;304794;133.61;304693;19;;;;;;;304712;16;304762;16;304662;11.5;;;;;304771;0.00;;;;;;;304695;0.0;152407;0.0;30476;-0.7;30476;0;304695;14;304695;2;304695;80;;;;;;;190411;0.1;304842;0;190411;0.0;;;;;;;304745;16;304743;14;304745;17;304692;15.0;304693;16;304693;16;304721;18;304721;18;304722;17;304744;17;304743;15;304795;15;304795;15;304795;15;304796;15;304743;0;304743;0;304671;19.8;304821;30.5;304692;41;;;;;;;;;;;;;304823;0.0000;304821;0.00;
304872;12.9;;;304896;-203;304895;-233;304892;1003;304895;3.6;304897;-158;;;;;;;;;;;304944;14;304944;14;304992;139.82;304893;19;;;;;;;304913;16;304963;16;304863;11.5;;;;;304972;0.00;;;;;;;304896;0.0;152507;0.0;30496;-0.7;30496;0;304896;14;304896;2;304896;80;;;;;;;190662;0.1;305042;0;190662;0.0;;;;;;;304945;16;304943;14;304945;17;304893;15.0;304893;16;304893;16;304921;18;304922;18;304922;17;304945;17;304943;15;304994;15;304995;15;304995;15;304995;15;304942;0;304942;0;304872;19.9;305022;30.5;304892;41;;;;;;;;;;;;;305022;0.0000;305022;0.00;
305072;12.9;;;305095;-203;305095;-233;305092;1003;305095;3.6;305096;-158;;;;;;;;;;;305146;14;305144;14;305192;140.17;305094;19;;;;;;;305113;16;305163;16;305063;11.5;;;;;305173;0.00;;;;;;;305095;0.0;152607;0.0;30516;-0.7;30516;0;305095;14;305096;2;305096;80;;;;;;;190662;0.1;305243;0;190662;0.0;;;;;;;305145;16;305143;15;305145;17;305093;15.0;305093;16;305093;16;305122;18;305122;18;305122;17;305145;17;305143;15;305195;15;305195;15;305195;15;305195;15;305142;0;305143;0;305072;19.8;305223;30.5;305092;41;;;;;;;;;;;;;305223;0.0000;305223;0.00;
305272;13.0;;;305295;-268;305295;-151;305293;1003;305295;3.6;305296;-186;;;;;;;;;;;305345;14;305345;14;305394;131.87;305294;19;;;;;;;305313;16;305363;16;305263;11.5;;;;;305372;0.00;;;;;;;305296;0.0;152707;0.0;30536;-0.7;30536;0;305296;14;305296;2;305296;80;;;;;;;190912;0.1;305443;0;190912;0.0;;;;;;;305345;16;305343;14;305346;17;305293;15.0;305294;16;305293;16;305322;18;305322;18;305322;17;305345;17;305343;15;305395;15;305395;15;305395;14;305396;15;305343;0;305343;0;305272;19.9;305422;30.5;305293;41;;;;;;;;;;;;;305422;0.0000;305423;0.00;
