Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
16325;13.0;;;16352;-277;16352;-187;16349;1003;16351;3.5;16353;-158;;;;;;;;;;;16402;14;16401;14;16249;139.64;16350;19;;;;;;;16402;16;16252;16;16352;11.6;;;;;16225;0.00;;;;;;;16352;0.0;8203;0.0;1636;-0.7;1636;0;16353;14;16353;2;16353;80;;;;;;;10206;0.1;16299;0;10206;0.0;;;;;;;16402;16;16400;13;16402;17;16350;14.8;16350;15;16350;16;16375;18;16375;18;16375;17;16403;17;16400;15;16251;14;16251;15;16252;13;16252;14;16399;0;16399;0;16325;18.9;16275;30.5;16349;41;;;;;;;;;;;;;16276;0.0000;16276;0.00;
16525;12.9;;;16552;-277;16552;-196;16549;1003;16552;3.5;16554;-177;;;;;;;;;;;16603;14;16602;14;16449;134.30;16551;19;;;;;;;16602;16;16452;16;16552;11.6;;;;;16425;0.00;;;;;;;16553;0.0;8303;0.0;1656;-0.7;1656;0;16553;14;16553;2;16553;80;;;;;;;10456;0.1;16499;0;10456;0.0;;;;;;;16603;16;16601;14;16602;17;16550;14.8;16550;15;16550;16;16575;18;16575;18;16575;17;16602;17;16601;15;16452;14;16452;15;16452;13;16453;14;16600;0;16601;0;16525;18.8;16475;30.5;16550;41;;;;;;;;;;;;;16475;0.0000;16475;0.00;
16725;12.9;;;16753;-277;16753;-196;16750;1003;16752;3.5;16752;-177;;;;;;;;;;;16802;14;16802;14;16651;134.97;16750;19;;;;;;;16802;16;16652;16;16752;11.6;;;;;16625;0.00;;;;;;;16753;0.0;8403;0.0;1676;-0.7;1676;0;16753;14;16754;2;16754;80;;;;;;;10456;0.1;16700;0;10456;0.0;;;;;;;16803;16;16801;14;16803;17;16751;14.8;16750;15;16750;16;16775;18;16775;18;16776;17;16803;17;16800;15;16652;14;16652;15;16653;13;16653;14;16800;0;16800;0;16726;18.9;16675;30.5;16751;41;;;;;;;;;;;;;16675;0.0000;16676;0.00;
16926;13.0;;;16953;-249;16953;-251;16950;1003;16952;3.5;16954;-177;;;;;;;;;;;17003;14;17002;14;16850;138.05;16951;19;;;;;;;17003;16;16853;16;16953;11.6;;;;;16826;0.00;;;;;;;16953;0.0;8503;0.0;1696;-0.7;1696;0;16953;14;16954;2;16954;80;;;;;;;10706;0.1;16900;0;10706;0.0;;;;;;;17003;16;17001;14;17003;17;16950;14.8;16951;15;16951;16;16976;18;16976;18;16976;17;17003;17;17001;15;16852;14;16852;14;16853;14;16853;13;17000;0;17000;0;16926;18.8;16875;30.5;16950;41;;;;;;;;;;;;;16876;0.0000;16876;0.00;
17126;13.0;;;17153;-258;17153;-233;17150;1003;17153;3.5;17154;-177;;;;;;;;;;;17204;14;17203;14;17050;137.62;17151;19;;;;;;;17203;16;17053;16;17153;11.6;;;;;17026;0.00;;;;;;;17154;0.0;8604;0.0;1716;-0.7;1716;0;17154;14;17154;2;17154;80;;;;;;;10706;0.1;17100;0;10706;0.0;;;;;;;17204;16;17201;14;17203;17;17151;14.8;17151;15;17151;16;17176;18;17176;18;17177;17;17203;17;17201;15;17052;14;17053;14;17053;14;17053;13;17200;0;17201;0;17126;18.9;17076;30.5;17151;41;;;;;;;;;;;;;17076;0.0000;17076;0.00;
17326;13.0;;;17354;-304;17353;-251;17351;1003;17353;3.5;17355;-196;;;;;;;;;;;17404;14;17404;14;17251;135.71;17351;19;;;;;;;17403;16;17253;16;17353;11.6;;;;;17226;0.00;;;;;;;17354;0.0;8704;0.0;1736;-0.7;1736;0;17354;14;17354;2;17355;80;;;;;;;10957;0.1;17302;0;10957;0.0;;;;;;;17404;16;17401;14;17405;17;17351;14.8;17352;15;17352;16;17376;18;17377;18;17376;17;17405;17;17401;15;17253;13;17253;14;17253;15;17254;13;17401;0;17401;0;17327;18.9;17276;30.5;17351;41;;;;;;;;;;;;;17276;0.0000;17277;0.00;
17527;12.9;;;17554;-313;17554;-315;17551;1003;17553;3.5;17555;-242;;;;;;;;;;;17603;14;17603;14;17451;134.59;17552;19;;;;;;;17604;16;17453;16;17553;11.6;;;;;17426;0.00;;;;;;;17554;0.0;8804;0.0;1756;-0.7;1756;0;17554;14;17555;2;17555;80;;;;;;;10957;0.1;17501;0;10957;0.0;;;;;;;17604;16;17602;14;17604;17;17551;14.8;17552;15;17552;16;17576;18;17577;18;17577;17;17604;17;17602;15;17454;13;17454;14;17454;15;17455;13;17601;0;17601;0;17527;18.9;17476;30.5;17551;41;;;;;;;;;;;;;17477;0.0000;17477;0.00;
17727;12.9;;;17754;-341;17754;-315;17751;1003;17754;3.6;17755;-252;;;;;;;;;;;17804;14;17804;14;17652;131.33;17752;19;;;;;;;17804;16;17654;16;17754;11.6;;;;;17627;0.00;;;;;;;17754;0.0;8904;0.0;1777;-0.7;1777;0;17755;14;17755;2;17755;80;;;;;;;11207;0.1;17701;0;11207;0.0;;;;;;;17805;16;17802;14;17804;17;17752;14.8;17752;15;17752;16;17777;18;17777;18;17778;17;17804;17;17802;15;17653;14;17654;15;17654;14;17654;14;17801;0;17802;0;17727;18.8;17677;30.5;17751;41;;;;;;;;;;;;;17677;0.0000;17678;0.00;
17927;13.0;;;17955;-368;17954;-370;17952;1003;17954;3.5;17956;-252;;;;;;;;;;;18004;14;18004;14;17851;140.40;17952;19;;;;;;;18004;16;17854;16;17954;11.6;;;;;17827;0.00;;;;;;;17955;0.0;9004;0.0;1797;-0.7;1797;0;17955;14;17955;2;17955;80;;;;;;;11207;0.1;17902;0;11207;0.0;;;;;;;18005;16;18002;14;18005;17;17952;14.8;17952;15;17953;16;17977;18;17977;18;17978;17;18005;17;18002;15;17854;14;17854;15;17854;14;17855;14;18002;0;18002;0;17927;18.9;17877;30.5;17952;41;;;;;;;;;;;;;17877;0.0000;17878;0.00;
18128;13.0;;;18155;-359;18155;-315;18152;1003;18154;3.5;18156;-242;;;;;;;;;;;18204;14;18204;14;18052;138.06;18153;19;;;;;;;18205;16;18054;16;18154;11.6;;;;;18027;0.00;;;;;;;18155;0.0;9104;0.0;1817;-0.7;1817;0;18155;14;18156;2;18156;80;;;;;;;11458;0.1;18102;0;11458;0.0;;;;;;;18205;16;18203;13;18205;17;18152;14.8;18153;15;18153;16;18177;18;18178;18;18178;17;18205;17;18203;15;18055;14;18055;15;18055;14;18056;14;18202;0;18202;0;18128;18.8;18077;30.5;18152;41;;;;;;;;;;;;;18078;0.0000;18078;0.00;
18328;13.0;;;18355;-378;18355;-270;18352;1003;18354;3.5;18356;-186;;;;;;;;;;;18405;14;18404;14;18252;131.50;18353;19;;;;;;;18405;16;18255;16;18355;11.6;;;;;18228;0.00;;;;;;;18355;0.0;9204;0.0;1837;-0.7;1837;0;18356;14;18356;2;18356;80;;;;;;;11458;0.1;18302;0;11458;0.0;;;;;;;18405;16;18403;15;18405;17;18353;14.8;18353;15;18353;16;18378;18;18378;18;18378;17;18406;17;18403;15;18254;14;18255;15;18255;14;18255;14;18402;0;18403;0;18328;18.8;18278;30.5;18352;41;;;;;;;;;;;;;18278;0.0000;18278;0.00;
18528;12.9;;;18555;-350;18555;-297;18552;1003;18555;3.5;18557;-158;;;;;;;;;;;18605;14;18605;14;18452;131.99;18554;19;;;;;;;18605;16;18455;16;18555;11.6;;;;;18428;0.00;;;;;;;18556;0.0;9305;0.0;1857;-0.7;1857;0;18556;14;18556;2;18556;80;;;;;;;11708;0.1;18502;0;11708;0.0;;;;;;;18605;16;18603;15;18606;17;18553;14.8;18553;15;18553;16;18578;18;18578;18;18579;17;18606;17;18603;15;18455;14;18455;15;18455;14;18456;14;18603;0;18603;0;18528;18.8;18478;30.5;18553;41;;;;;;;;;;;;;18478;0.0000;18479;0.00;
18728;12.9;;;18756;-323;18756;-270;18753;1003;18755;3.5;18757;-158;;;;;;;;;;;18806;14;18805;14;18653;137.30;18754;19;;;;;;;18805;16;18655;16;18755;11.6;;;;;18628;0.00;;;;;;;18756;0.0;9405;0.0;1877;-0.7;1877;0;18756;14;18756;2;18757;80;;;;;;;11708;0.1;18703;0;11708;0.0;;;;;;;18806;16;18804;15;18806;17;18753;14.8;18754;15;18753;16;18778;18;18779;18;18779;17;18806;17;18803;15;18655;14;18655;15;18656;14;18656;15;18803;0;18803;0;18729;18.9;18678;30.5;18753;41;;;;;;;;;;;;;18679;0.0000;18679;0.00;
18929;12.9;;;18956;-341;18956;-260;18953;1003;18955;3.5;18957;-168;;;;;;;;;;;19006;14;19005;14;18853;140.14;18954;19;;;;;;;19006;16;18855;16;18956;11.6;;;;;18829;0.00;;;;;;;18956;0.0;9505;0.0;1897;-0.7;1897;0;18957;14;18957;2;18957;80;;;;;;;11958;0.1;18903;0;11958;0.0;;;;;;;19006;16;19004;14;19006;17;18954;14.8;18954;15;18954;16;18980;18;18980;18;18980;17;19007;17;19004;16;18855;14;18856;15;18856;14;18856;15;19003;0;19003;0;18929;18.9;18879;30.5;18953;41;;;;;;;;;;;;;18879;0.0000;18879;0.00;
19129;12.9;;;19156;-341;19156;-260;19153;1003;19156;3.5;19158;-168;;;;;;;;;;;19206;14;19206;14;19053;138.91;19154;19;;;;;;;19206;16;19056;16;19156;11.6;;;;;19030;0.00;;;;;;;19157;0.0;9605;0.0;1917;-0.7;1917;0;19157;14;19157;2;19157;80;;;;;;;11958;0.1;19103;0;11958;0.0;;;;;;;19206;16;19204;14;19207;17;19154;14.8;19155;15;19154;16;19179;18;19179;18;19180;17;19207;17;19204;15;19056;15;19056;15;19056;15;19057;15;19204;0;19204;0;19129;18.9;19079;30.5;19154;41;;;;;;;;;;;;;19079;0.0000;19080;0.00;
19329;12.9;;;19356;-277;19358;-242;19354;1003;19356;3.5;19358;-168;;;;;;;;;;;19406;14;19406;14;19254;137.01;19355;19;;;;;;;19406;16;19256;16;19356;11.6;;;;;19229;0.00;;;;;;;19357;0.0;9705;0.0;1937;-0.7;1937;0;19357;14;19357;2;19357;80;;;;;;;12209;0.1;19304;0;12209;0.0;;;;;;;19407;16;19405;14;19407;17;19354;14.8;19355;15;19354;16;19379;18;19380;18;19380;17;19407;17;19405;15;19256;15;19256;15;19257;15;19257;15;19405;0;19405;0;19330;18.8;19279;30.5;19354;41;;;;;;;;;;;;;19280;0.0000;19280;0.00;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;19455;134.75;;;;;;;;;;;19456;16;;;;;;;19430;0.00;;;;;;;;;9805;0.0;1957;-0.7;1957;0;;;;;;;;;;;;;12209;0.1;;;12209;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19456;14;19457;14;19457;15;19457;14;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9905;0.0;1977;-0.7;1977;0;;;;;;;;;;;;;12459;0.1;;;12459;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10006;0.0;1997;-0.7;1997;0;;;;;;;;;;;;;12459;0.1;;;12459;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10106;0.0;2017;-0.7;2017;0;;;;;;;;;;;;;12709;0.1;;;12709;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10206;0.0;2037;-0.7;2037;0;;;;;;;;;;;;;12709;0.1;;;12709;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10306;0.0;2057;-0.7;2057;0;;;;;;;;;;;;;12960;0.1;;;12960;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10406;0.0;2077;-0.7;2077;0;;;;;;;;;;;;;12960;0.1;;;12960;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10506;0.0;2097;-0.6;2097;0;;;;;;;;;;;;;13210;0.1;;;13210;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10606;0.0;2117;-0.6;2117;0;;;;;;;;;;;;;13210;0.1;;;13210;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10707;0.0;2137;-0.6;2137;0;;;;;;;;;;;;;13460;0.1;;;13460;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10807;0.0;2157;-0.6;2157;0;;;;;;;;;;;;;13460;0.1;;;13460;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10907;0.0;2177;-0.6;2177;0;;;;;;;;;;;;;13711;0.1;;;13711;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11007;0.0;2197;-0.7;2197;0;;;;;;;;;;;;;13711;0.1;;;13711;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11107;0.0;2217;-0.7;2217;0;;;;;;;;;;;;;13961;0.1;;;13961;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11207;0.0;2237;-0.6;2237;0;;;;;;;;;;;;;13961;0.1;;;13961;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11307;0.0;2257;-0.7;2257;0;;;;;;;;;;;;;14211;0.1;;;14211;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11408;0.0;2277;-0.7;2277;0;;;;;;;;;;;;;14211;0.1;;;14211;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11508;0.0;2297;-0.7;2297;0;;;;;;;;;;;;;14462;0.1;;;14462;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11608;0.0;2317;-0.7;2317;0;;;;;;;;;;;;;14462;0.1;;;14462;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11708;0.0;2337;-0.7;2337;0;;;;;;;;;;;;;14712;0.1;;;14712;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11808;0.0;2357;-0.7;2357;0;;;;;;;;;;;;;14712;0.1;;;14712;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11908;0.0;2378;-0.7;2378;0;;;;;;;;;;;;;14963;0.1;;;14963;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12008;0.0;2397;-0.7;2397;0;;;;;;;;;;;;;14963;0.1;;;14963;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12109;0.0;2417;-0.7;2417;0;;;;;;;;;;;;;15213;0.1;;;15213;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12209;0.0;2437;-0.7;2437;0;;;;;;;;;;;;;15213;0.1;;;15213;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12309;0.0;2457;-0.7;2457;0;;;;;;;;;;;;;15463;0.1;;;15463;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12409;0.0;2478;-0.7;2478;0;;;;;;;;;;;;;15463;0.1;;;15463;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12509;0.0;2498;-0.7;2498;0;;;;;;;;;;;;;15714;0.1;;;15714;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12609;0.0;2518;-0.7;2518;0;;;;;;;;;;;;;15714;0.1;;;15714;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12710;0.0;2538;-0.7;2538;0;;;;;;;;;;;;;15964;0.1;;;15964;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12810;0.0;2558;-0.7;2558;0;;;;;;;;;;;;;15964;0.1;;;15964;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12910;0.0;2578;-0.6;2578;0;;;;;;;;;;;;;16214;0.1;;;16214;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13010;0.0;2598;-0.7;2598;0;;;;;;;;;;;;;16214;0.1;;;16214;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13110;0.0;2618;-0.7;2618;0;;;;;;;;;;;;;16465;0.1;;;16465;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13210;0.0;2638;-0.7;2638;0;;;;;;;;;;;;;16465;0.1;;;16465;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13310;0.0;2658;-0.7;2658;0;;;;;;;;;;;;;16715;0.1;;;16715;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13410;0.0;2678;-0.7;2678;0;;;;;;;;;;;;;16715;0.1;;;16715;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13511;0.0;2698;-0.7;2698;0;;;;;;;;;;;;;16965;0.1;;;16965;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13611;0.0;2718;-0.7;2718;0;;;;;;;;;;;;;16965;0.1;;;16965;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13711;0.0;2738;-0.7;2738;0;;;;;;;;;;;;;17216;0.1;;;17216;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13811;0.0;2758;-0.7;2758;0;;;;;;;;;;;;;17216;0.1;;;17216;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13911;0.0;2778;-0.7;2778;0;;;;;;;;;;;;;17466;0.1;;;17466;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14011;0.0;2798;-0.7;2798;0;;;;;;;;;;;;;17466;0.1;;;17466;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
