Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Moment Tryb3[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];RPM Tryb3[obr/min];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
192;10.1;543;0;191;-277;191;490;45;1002;190;365.1;191;-280;546;0;546;0;546;0;544;0;135;0;40;16;40;39;145;139.04;46;18;135;60.000;135;26.000;135;30.000;25;16;75;16;175;11.5;184;580.8119;136;0;93;0.00;546;0;546;0;546;0;192;108.5;35;0.0;11;0.0;0;0.0;11;802;192;25;192;2;190;80;541;0;546;1;161;0.1;137309;0.0;196;0;137309;0.0;546;0;0;800;628;0;135;0;40;12;96;46;41;11;46;11.2;46;17;46;29;41;16;42;16;42;15;41;13;96;16;90;80;90;86;91;83;91;81;95;0;96;0;193;13.7;142;30.5;46;52;628;0;628;1;546;0;546;0;546;0;135;0;142;0.2494;142;0.25;
393;10.1;1545;0;391;-304;391;499;246;1002;391;365.1;392;-224;1548;0;1548;0;1548;0;1545;0;541;0;240;16;240;39;346;134.98;247;18;436;60.000;436;26.000;436;30.000;225;16;275;16;375;11.5;434;580.7635;1137;0;292;0.00;1548;0;1548;0;1548;0;391;107.4;135;0.0;31;0.0;0;0.1;31;802;392;25;392;2;392;80;1542;0;1548;1;411;0.1;137309;0.0;396;0;137309;0.0;1548;0;0;800;1630;0;541;0;241;12;297;45;241;11;246;11.2;247;17;246;29;243;16;243;16;243;15;241;13;297;16;290;80;291;86;291;83;291;81;296;0;296;0;393;13.7;342;30.5;246;52;1630;0;1630;1;1548;0;1548;0;1548;0;541;0;342;0.2506;342;0.25;
593;10.1;2546;0;592;-286;591;508;446;1002;591;365.1;591;-252;2550;0;2550;0;2550;0;2547;0;1137;0;441;16;441;39;547;137.36;447;18;736;60.000;736;26.000;736;30.000;425;16;475;16;575;11.5;685;580.7419;2138;0;493;0.00;2549;0;2549;0;2549;0;592;109.7;235;0.0;51;0.0;0;0.1;51;802;592;25;593;2;593;80;2544;0;2549;1;662;0.1;137309;0.0;597;0;137309;0.0;2549;0;0;800;2631;0;1137;0;441;12;497;45;441;11;446;11.2;447;17;447;29;442;16;442;16;443;15;441;13;497;16;492;80;492;86;492;83;492;81;496;0;497;0;593;13.7;542;30.5;446;52;2631;0;2631;1;2549;0;2549;0;2549;0;1137;0;542;0.2513;543;0.25;
793;10.1;3548;0;792;-295;791;527;647;1002;791;365.1;793;-270;3551;0;3551;0;3551;0;3548;0;1542;0;641;16;641;39;746;135.60;648;18;1036;60.000;1036;26.000;1036;30.000;625;16;675;16;776;11.5;935;580.6179;3140;0;693;0.00;3551;0;3551;0;3551;0;792;109.5;336;0.0;71;0.0;0;0.0;71;802;792;25;793;2;793;80;3546;0;3551;1;912;0.1;137309;0.0;797;0;137309;0.0;3551;0;0;800;3633;0;1542;0;641;12;698;45;642;11;647;11.2;648;17;648;29;642;16;643;16;643;15;642;13;698;16;691;80;691;86;691;83;692;81;697;0;697;0;794;13.7;743;30.5;647;52;3633;0;3633;1;3551;0;3551;0;3551;0;1542;0;743;0.2529;743;0.25;
994;10.1;4549;0;992;-231;992;499;847;1002;991;365.1;993;-289;4552;0;4552;0;4552;0;4550;0;2138;0;841;16;841;39;947;143.48;848;18;1337;60.000;1337;26.000;1337;30.000;826;16;876;16;976;11.5;1186;580.4793;4141;0;893;0.00;4552;0;4552;0;4552;0;992;108.5;436;0.0;91;0.0;0;0.0;91;802;993;25;993;2;993;80;4547;0;4552;1;1163;0.1;137331;0.0;997;0;137331;0.0;4552;0;0;800;4635;0;2138;0;842;12;898;45;842;11;847;11.2;847;17;847;29;843;16;843;16;843;15;842;13;897;16;891;80;892;86;892;83;892;81;897;0;897;0;994;13.7;943;30.5;847;52;4635;0;4635;1;4552;0;4552;0;4552;0;2138;0;943;0.2548;943;0.25;
1194;10.1;5551;0;1192;-277;1192;462;1047;1002;1192;365.1;1194;-261;5554;0;5554;0;5554;0;5551;0;2544;0;1042;16;1041;39;1147;137.23;1049;18;1637;60.000;1637;26.000;1637;30.000;1026;16;1076;16;1176;11.5;1436;580.4736;5143;0;1093;0.00;5554;0;5554;0;5554;0;1192;107.9;536;0.0;111;0.0;135;0.0;111;801;1193;25;1193;2;1193;80;5548;0;5554;1;1413;0.1;137331;0.0;1197;0;137331;0.0;5554;0;135;800;5637;0;2544;0;1042;12;1098;45;1042;11;1049;11.2;1049;17;1049;29;1043;16;1043;16;1043;15;1042;13;1098;16;1092;80;1092;86;1092;83;1092;81;1097;0;1098;0;1194;13.7;1143;30.5;1049;52;5637;0;5637;1;5554;0;5554;0;5554;0;2544;0;1144;0.2564;1144;0.25;
1394;10.1;6552;0;1393;-277;1392;462;1248;1002;1392;365.1;1394;-261;6556;0;6556;0;6556;0;6553;0;3140;0;1243;16;1242;39;1347;134.27;1249;18;1938;60.000;1938;26.000;1938;30.000;1226;16;1276;16;1376;11.5;1686;580.5176;6144;0;1294;0.00;6555;0;6555;0;6555;0;1393;107.9;636;0.0;131;0.0;135;0.0;131;801;1393;25;1393;2;1394;80;6550;0;6555;1;1663;0.1;137582;0.0;1398;0;137582;0.0;6555;0;135;800;6638;0;3140;0;1242;12;1298;46;1242;11;1249;11.2;1249;17;1249;29;1243;16;1244;16;1244;15;1242;13;1298;17;1292;80;1292;86;1292;83;1293;81;1298;0;1298;0;1394;13.7;1343;30.5;1248;52;6638;0;6638;1;6555;0;6555;0;6555;0;3140;0;1344;0.2570;1344;0.25;
1594;10.1;7555;0;1593;-286;1593;472;1447;1002;1592;365.2;1594;-270;7557;0;7557;0;7557;0;7554;0;3546;0;1443;16;1442;39;1548;135.45;1449;18;2238;60.000;2238;26.000;2238;30.000;1427;16;1477;16;1577;11.5;1937;580.4706;7146;0;1494;0.00;7557;0;7557;0;7557;0;1593;109.9;736;0.0;151;0.0;385;0.0;151;801;1594;25;1594;2;1594;80;7551;0;7557;1;1914;0.1;137582;0.0;1598;0;137582;0.0;7557;0;385;800;7640;0;3546;0;1443;12;1499;46;1443;11;1448;11.2;1448;17;1448;29;1444;16;1444;16;1444;15;1442;13;1498;16;1492;81;1492;85;1493;84;1493;82;1498;0;1498;0;1595;13.8;1544;30.5;1448;52;7640;0;7640;1;7557;0;7557;0;7557;0;3546;0;1544;0.2574;1544;0.25;
1795;10.1;8556;0;1793;-240;1793;481;1648;1002;1793;365.2;1795;-214;8560;0;8560;0;8560;0;8555;0;4141;0;1643;16;1642;39;1748;133.82;1648;18;2539;60.000;2539;26.000;2539;30.000;1627;16;1677;16;1777;11.5;2187;580.3829;8147;0;1694;0.00;8559;0;8559;0;8559;0;1794;110.6;836;0.0;171;0.0;385;0.0;171;801;1794;25;1794;2;1794;80;8553;0;8559;1;2164;0.1;137832;0.0;1798;0;137832;0.0;8559;0;385;800;8642;0;4141;0;1643;12;1699;46;1643;11;1649;11.2;1648;17;1649;29;1644;16;1644;16;1644;15;1643;13;1699;16;1693;81;1693;85;1693;84;1693;82;1698;0;1698;0;1795;13.8;1744;30.5;1648;52;8642;0;8642;1;8559;0;8559;0;8559;0;4141;0;1744;0.2573;1745;0.25;
1996;10.1;9556;0;1994;-268;1994;545;1848;1002;1994;365.2;1996;-177;9560;0;9560;0;9560;0;9557;0;4547;0;1843;16;1843;39;1948;137.70;1849;18;2839;60.000;2839;26.000;2839;30.000;1827;16;1877;16;1977;11.5;2437;580.2885;9148;0;1895;0.00;9560;0;9560;0;9560;0;1995;108.3;936;0.0;191;0.0;636;0.0;191;801;1995;25;1995;2;1995;80;9555;0;9560;1;2414;0.1;137832;0.0;1999;0;137832;0.0;9560;0;636;800;9643;0;4547;0;1843;12;1899;46;1843;11;1849;11.2;1849;17;1849;29;1844;16;1844;16;1845;15;1844;13;1899;16;1893;81;1893;87;1893;84;1894;81;1898;0;1899;0;1996;13.7;1944;30.5;1848;52;9643;0;9643;1;9560;0;9560;0;9560;0;4547;0;1945;0.2573;1945;0.25;
2195;10.1;10558;0;2194;-268;2194;545;2048;1002;2193;365.2;2195;-177;10562;0;10562;0;10562;0;10559;0;5142;0;2044;16;2044;39;2149;139.79;2050;18;3140;60.000;3140;26.000;3140;30.000;2027;16;2077;16;2178;11.5;2688;580.1650;10150;0;2095;0.00;10561;0;10561;0;10561;0;2194;108.3;1037;0.0;211;0.0;636;0.0;211;801;2194;25;2195;2;2195;80;10556;0;10561;1;2665;0.1;138083;0.0;2199;0;138083;0.0;10561;0;636;800;10645;0;5142;0;2044;12;2099;46;2045;11;2049;11.2;2049;17;2049;29;2045;16;2045;16;2046;15;2045;13;2099;16;2093;82;2094;84;2093;85;2094;82;2099;0;2099;0;2196;13.7;2145;30.5;2049;52;10645;0;10645;1;10561;0;10561;0;10561;0;5142;0;2145;0.2579;2145;0.25;
2396;10.1;11560;0;2394;-277;2394;517;2249;1002;2394;365.2;2395;-205;11563;0;11563;0;11563;0;11560;0;5548;0;2244;16;2243;39;2349;139.09;2250;19;3440;60.000;3440;26.000;3440;30.000;2228;16;2278;16;2378;11.5;2938;580.1099;11151;0;2295;0.00;11563;0;11563;0;11563;0;2395;107.1;1137;0.0;231;0.0;886;0.0;231;801;2395;25;2395;2;2395;80;11558;0;11563;1;2915;0.1;138083;0.0;2399;0;138083;0.0;11563;0;886;800;11647;0;5548;0;2244;12;2300;46;2244;11;2249;11.2;2250;17;2249;29;2245;16;2245;16;2245;15;2244;13;2299;16;2293;81;2294;83;2294;84;2294;79;2299;0;2299;0;2396;13.8;2345;30.5;2249;52;11647;0;11647;1;11563;0;11563;0;11563;0;5548;0;2345;0.2585;2346;0.27;
2596;10.1;12563;0;2594;-332;2594;536;2449;1002;2594;365.3;2596;-233;12565;0;12565;0;12565;0;12563;0;6144;0;2444;16;2444;39;2549;134.52;2450;19;3740;60.000;3740;26.000;3740;30.000;2428;16;2478;16;2578;11.5;3189;580.1339;12153;0;2495;0.00;12565;0;12565;0;12565;0;2595;105.5;1237;0.0;251;0.0;886;0.0;251;801;2595;25;2595;2;2596;80;12559;0;12565;1;3165;0.1;138333;0.0;2599;0;138333;0.0;12565;0;886;800;12649;0;6144;0;2444;12;2500;46;2444;11;2449;11.2;2450;17;2450;29;2445;16;2445;16;2446;15;2445;13;2500;16;2494;81;2494;83;2495;84;2494;79;2499;0;2500;0;2596;13.8;2545;30.5;2449;52;12649;0;12649;1;12565;0;12565;0;12565;0;6144;0;2546;0.2601;2546;0.27;
2796;10.1;13563;0;2795;-295;2794;508;2649;1002;2794;365.3;2796;-214;13566;0;13566;0;13566;0;13564;0;6550;0;2644;16;2644;39;2749;133.43;2650;19;4041;60.000;4041;26.000;4041;30.000;2628;16;2678;16;2778;11.5;3439;580.0283;13154;0;2696;0.00;13566;0;13566;0;13566;0;2795;108.2;1337;0.0;271;0.0;1000;0.0;271;801;2795;25;2796;2;2796;80;13561;0;13566;1;3416;0.0;138333;0.0;2800;0;138333;0.0;13566;0;1000;800;13650;0;6550;0;2644;12;2700;46;2645;11;2650;11.2;2650;17;2650;29;2645;16;2646;16;2646;15;2645;13;2700;16;2694;81;2695;83;2694;84;2695;79;2700;0;2700;0;2797;13.7;2746;30.5;2650;52;13650;0;13650;1;13566;0;13566;0;13566;0;6550;0;2746;0.2608;2746;0.27;
2997;10.1;14565;0;2995;-268;2995;563;2850;1002;2995;365.3;2996;-168;14568;0;14568;0;14568;0;14565;0;7145;0;2844;16;2844;39;2950;138.56;2850;19;4341;60.000;4341;26.000;4341;30.000;2829;16;2879;16;2979;11.5;3689;579.8847;14156;0;2896;0.00;14568;0;14568;0;14568;0;2995;110.2;1437;0.0;291;0.0;1000;0.0;291;801;2996;25;2996;2;2996;80;14562;0;14568;1;3666;0.0;138583;0.0;3000;0;138583;0.0;14568;0;1000;800;14652;0;7145;0;2845;12;2901;46;2845;11;2850;11.2;2851;17;2851;29;2846;16;2846;16;2846;15;2845;13;2900;16;2894;81;2895;83;2895;84;2895;79;2900;0;2900;0;2997;13.7;2946;30.5;2850;52;14652;0;14652;1;14568;0;14568;0;14568;0;7145;0;2946;0.2603;2946;0.27;
3197;10.1;15566;0;3195;-341;3195;508;3050;1002;3195;365.3;3197;-140;15569;0;15569;0;15569;0;15567;0;7551;0;3045;16;3045;39;3150;136.74;3051;19;4642;60.000;4642;26.000;4642;30.000;3029;16;3079;16;3179;11.5;3940;579.7087;15157;0;3096;0.00;15569;0;15569;0;15569;0;3196;109.5;1537;0.0;311;0.0;1000;0.0;311;801;3196;25;3196;2;3197;79;15564;0;15569;1;3916;0.0;138583;0.0;3200;0;138583;0.0;15569;0;1000;800;15654;0;7551;0;3045;12;3101;45;3045;11;3050;11.2;3051;17;3051;29;3048;16;3048;16;3048;15;3045;13;3101;16;3095;84;3095;87;3095;81;3096;83;3100;0;3100;0;3197;13.7;3146;30.5;3050;52;15654;0;15654;1;15569;0;15569;0;15569;0;7551;0;3146;0.2601;3147;0.27;
3397;10.1;16568;0;3396;-295;3395;563;3250;1002;3395;365.3;3397;-121;16572;0;16572;0;16572;0;16568;0;8147;0;3245;16;3245;39;3350;143.30;3251;19;4942;60.000;4942;26.000;4942;30.000;3229;16;3279;16;3379;11.5;4190;579.6302;16158;0;3297;0.00;16572;0;16572;0;16572;0;3396;109.0;1638;0.0;331;0.0;1000;0.0;331;801;3396;25;3397;2;3397;79;16565;0;16572;1;4167;0.0;138834;0.0;3401;0;138834;0.0;16572;0;1000;800;16655;0;8147;0;3245;12;3301;45;3246;11;3251;11.2;3251;17;3251;29;3246;16;3247;16;3247;15;3246;13;3301;16;3295;84;3295;87;3295;81;3296;83;3300;0;3301;0;3397;13.7;3347;30.5;3250;52;16655;0;16655;1;16572;0;16572;0;16572;0;8147;0;3347;0.2613;3347;0.27;
3598;10.1;17570;0;3596;-222;3596;536;3451;1002;3595;365.3;3597;-102;17572;0;17572;0;17572;0;17570;0;8553;0;3445;16;3445;39;3551;132.37;3452;19;5242;60.000;5242;26.000;5242;30.000;3429;16;3479;16;3580;11.5;4441;579.6108;17160;0;3497;0.00;17572;0;17572;0;17572;0;3596;108.3;1738;0.0;351;0.0;1000;0.0;351;801;3597;25;3597;2;3597;80;17567;0;17572;1;4417;0.0;138834;0.0;3601;0;138834;0.0;17572;0;1000;800;17657;0;8553;0;3446;12;3501;45;3446;11;3451;11.2;3451;17;3451;29;3447;16;3447;16;3447;15;3446;13;3501;16;3496;84;3496;87;3497;81;3497;83;3501;0;3501;0;3598;13.7;3547;30.5;3451;52;17657;0;17657;1;17572;0;17572;0;17572;0;8553;0;3547;0.2625;3547;0.27;
3798;10.1;18572;0;3796;-194;3798;600;3651;1002;3796;365.3;3797;-140;18574;0;18574;0;18574;0;18573;0;9148;0;3646;16;3645;39;3751;135.71;3652;19;5543;60.000;5543;26.000;5543;30.000;3630;16;3680;16;3780;11.5;4691;579.6073;18161;0;3697;0.00;18574;0;18574;0;18574;0;3796;109.8;1838;0.0;371;0.0;1137;0.0;371;801;3797;25;3797;2;3797;80;18568;0;18574;1;4668;0.0;139084;0.0;3801;0;139084;0.0;18574;0;1137;800;18659;0;9148;0;3646;12;3702;45;3646;11;3651;11.2;3652;17;3652;29;3647;16;3647;16;3647;15;3646;13;3702;16;3696;84;3696;87;3696;81;3697;83;3701;0;3701;0;3798;13.7;3747;30.5;3651;52;18659;0;18659;1;18574;0;18574;0;18574;0;9148;0;3747;0.2641;3748;0.27;
3998;10.1;19573;0;3998;-295;3997;527;3851;1002;3996;365.2;3997;-149;19577;0;19577;0;19577;0;19573;0;9555;0;3846;16;3846;39;3951;138.41;3852;19;5843;60.000;5843;26.000;5843;30.000;3830;16;3880;16;3980;11.5;4941;579.6628;19163;0;3898;0.00;19576;0;19576;0;19576;0;3998;111.5;1938;0.0;392;0.1;1137;0.0;392;801;3996;25;3997;2;3997;80;19570;0;19576;1;4918;0.0;139084;0.0;4001;0;139084;0.0;19576;0;1137;800;19660;0;9555;0;3846;12;3902;45;3846;11;3852;11.2;3852;17;3852;29;3847;16;3848;16;3848;15;3847;13;3902;16;3896;80;3896;85;3896;80;3897;81;3901;0;3902;0;3998;13.7;3948;30.5;3851;52;19660;0;19660;1;19576;0;19576;0;19576;0;9555;0;3949;0.2659;3949;0.27;
4198;10.1;20574;0;4198;-286;4198;591;4051;1002;4196;365.3;4198;-130;20577;0;20577;0;20577;0;20575;0;10150;0;4046;16;4046;39;4152;136.58;4053;19;6144;60.000;6144;26.000;6144;30.000;4030;16;4080;16;4180;11.5;5192;579.6998;20164;0;4098;0.00;20577;0;20577;0;20577;0;4197;110.5;2038;0.0;412;0.1;1387;0.0;412;801;4197;25;4197;2;4198;80;20572;0;20577;1;5168;0.0;139334;0.0;4202;0;139334;0.0;20577;0;1387;800;20662;0;10150;0;4047;12;4102;45;4047;11;4052;11.2;4052;17;4052;29;4048;16;4048;16;4048;15;4047;13;4102;16;4096;82;4096;86;4097;83;4097;82;4102;0;4102;0;4199;13.7;4148;30.5;4052;52;20662;0;20662;1;20577;0;20577;0;20577;0;10150;0;4148;0.2676;4148;0.27;
4399;10.1;21576;0;4398;-313;4398;572;4253;1002;4397;365.2;4398;-186;21579;0;21579;0;21579;0;21576;0;10556;0;4248;16;4247;39;4352;137.49;4254;19;6444;60.000;6444;26.000;6444;30.000;4231;16;4281;16;4381;11.5;5442;579.6555;21166;0;4298;0.00;21578;0;21578;0;21578;0;4398;109.4;2138;0.0;431;0.1;1387;0.0;431;801;4399;25;4397;2;4397;80;21573;0;21578;1;5419;0.0;139334;0.0;4402;0;139334;0.0;21578;0;1387;800;21664;0;10556;0;4248;12;4304;45;4248;11;4253;11.2;4254;17;4253;29;4249;16;4249;16;4249;15;4248;13;4303;16;4297;82;4297;86;4297;83;4297;82;4303;0;4303;0;4399;13.7;4348;30.5;4253;52;21664;0;21664;1;21578;0;21578;0;21578;0;10556;0;4348;0.2687;4349;0.27;
4599;10.1;22577;0;4599;-304;4598;536;4452;1002;4597;365.2;4598;-168;22580;0;22580;0;22580;0;22578;0;11151;0;4447;16;4447;39;4553;131.93;4453;19;6745;60.000;6745;26.000;6745;30.000;4431;16;4481;16;4581;11.6;5693;579.4744;22167;0;4499;0.00;22580;0;22580;0;22580;0;4599;107.8;2238;0.0;451;0.1;1637;0.0;451;801;4597;25;4598;2;4598;80;22575;0;22580;1;5669;0.0;139585;0.0;4602;0;139585;0.0;22580;0;1637;800;22666;0;11151;0;4447;12;4503;45;4447;11;4453;11.2;4453;17;4453;29;4448;16;4448;16;4449;15;4448;13;4503;16;4497;83;4497;85;4498;86;4498;82;4502;0;4503;0;4600;13.7;4548;30.5;4452;52;22666;0;22666;1;22580;0;22580;0;22580;0;11151;0;4549;0.2691;4549;0.27;
4799;10.1;23579;0;4798;-323;4798;527;4652;1002;4797;365.2;4798;-158;23582;0;23582;0;23582;0;23579;0;11558;0;4647;16;4647;39;4753;135.72;4653;19;7045;60.000;7045;26.000;7045;30.000;4631;16;4681;16;4781;11.6;5943;579.3047;23169;0;4699;0.00;23581;0;23581;0;23581;0;4799;107.8;2338;0.0;472;0.1;1637;0.0;472;800;4799;25;4799;2;4798;80;23576;0;23581;1;5919;0.0;139585;0.0;4803;0;139585;0.0;23581;0;1637;800;23667;0;11558;0;4647;12;4703;45;4648;11;4653;11.2;4654;17;4653;29;4649;16;4649;16;4649;15;4648;13;4703;16;4697;81;4697;84;4698;84;4698;81;4703;0;4703;0;4800;13.7;4749;30.5;4653;52;23667;0;23667;1;23581;0;23581;0;23581;0;11558;0;4749;0.2681;4749;0.27;
5000;10.1;24580;0;4998;-323;4998;527;4853;1002;4998;365.2;4999;-158;24583;0;24583;0;24583;0;24581;0;12152;0;4848;16;4847;39;4953;140.04;4854;19;7345;60.000;7345;26.000;7345;30.000;4831;16;4881;16;4982;11.6;6193;579.2345;24170;0;4899;0.00;24583;0;24583;0;24583;0;4999;107.8;2439;0.0;492;0.1;1888;0.0;492;800;4999;25;4999;2;4999;80;24578;0;24583;1;6170;0.0;139835;0.0;5003;0;139835;0.0;24583;0;1888;800;24669;0;12152;0;4848;12;4904;45;4848;11;4853;11.2;4854;17;4853;29;4849;16;4849;16;4849;15;4848;13;4904;16;4897;81;4898;84;4898;84;4898;81;4903;0;4904;0;5000;13.7;4949;30.5;4853;52;24669;0;24669;1;24583;0;24583;0;24583;0;12152;0;4949;0.2670;4950;0.27;
5200;10.1;25582;0;5199;-332;5199;508;5053;1002;5198;365.2;5198;-158;25585;0;25585;0;25585;0;25582;0;12559;0;5048;16;5048;39;5153;141.53;5054;19;7646;60.000;7646;26.000;7646;30.000;5032;16;5082;16;5182;11.6;6444;579.1896;25171;0;5102;0.00;25585;0;25585;0;25585;0;5199;109.5;2539;0.0;512;0.1;1888;0.0;512;800;5199;25;5200;2;5200;80;25579;0;25585;1;6420;0.0;139835;0.0;5203;0;139835;0.0;25585;0;1888;800;25671;0;12559;0;5048;12;5104;45;5048;11;5053;11.2;5054;17;5054;29;5049;16;5049;16;5050;15;5049;13;5104;16;5098;81;5098;84;5102;84;5102;81;5103;0;5103;0;5200;13.7;5149;30.5;5053;52;25671;0;25671;1;25585;0;25585;0;25585;0;12559;0;5150;0.2658;5150;0.27;
5401;10.1;26584;0;5399;-277;5398;545;5253;1002;5398;365.2;5400;-177;26586;0;26586;0;26586;0;26583;0;13154;0;5248;16;5248;39;5353;138.11;5254;19;7946;60.000;7946;26.000;7946;30.000;5232;16;5282;16;5382;11.6;6694;579.5150;26173;0;5300;0.00;26586;0;26586;0;26586;0;5399;109.8;2639;0.0;532;0.1;2002;0.0;532;800;5399;25;5400;2;5400;80;26581;0;26586;1;6670;0.0;140085;0.0;5404;0;140085;0.0;26586;0;2002;800;26672;0;13154;0;5248;12;5304;46;5249;11;5254;11.2;5254;17;5254;29;5249;16;5250;16;5250;15;5249;13;5304;16;5298;81;5298;84;5299;84;5299;81;5303;0;5304;0;5401;13.7;5350;30.5;5254;52;26672;0;26672;1;26586;0;26586;0;26586;0;13154;0;5350;0.2645;5350;0.27;
5601;10.1;27586;0;5599;-268;5599;554;5454;1002;5599;365.2;5600;-242;27588;0;27588;0;27588;0;27585;0;13561;0;5448;16;5448;39;5554;133.94;5455;19;8247;60.000;8247;26.000;8247;30.000;5432;16;5482;16;5582;11.6;6945;579.2930;27174;0;5500;0.00;27588;0;27588;0;27588;0;5599;107.9;2739;0.0;552;0.1;2002;0.0;552;800;5600;25;5600;2;5600;80;27582;0;27588;1;6921;0.0;140085;0.0;5604;0;140085;0.0;27588;0;2002;800;27674;0;13561;0;5449;12;5505;46;5449;11;5454;11.2;5455;17;5454;29;5450;16;5450;16;5450;15;5449;13;5504;16;5498;83;5499;85;5499;85;5499;83;5504;0;5504;0;5601;13.7;5550;30.5;5454;52;27674;0;27674;1;27588;0;27588;0;27588;0;13561;0;5550;0.2646;5550;0.27;
5801;10.1;28587;0;5800;-258;5799;527;5654;1002;5799;365.2;5801;-224;28589;0;28589;0;28589;0;28587;0;14155;0;5650;16;5650;39;5754;132.15;5655;19;8547;60.000;8547;26.000;8547;30.000;5633;16;5683;16;5783;11.6;7195;579.2130;28176;0;5700;0.00;28589;0;28589;0;28589;0;5800;107.5;2839;0.0;572;0.1;2002;0.0;572;800;5800;25;5800;2;5800;80;28584;0;28589;1;7171;0.0;140336;0.0;5804;0;140336;0.0;28589;0;2002;800;28676;0;14155;0;5650;12;5705;45;5650;11;5654;11.2;5655;17;5655;29;5651;16;5651;16;5651;15;5650;13;5705;16;5699;83;5699;85;5699;85;5700;83;5704;0;5704;0;5801;13.7;5750;30.5;5654;52;28676;0;28676;1;28589;0;28589;0;28589;0;14155;0;5750;0.2654;5751;0.27;
6001;10.1;29588;0;6000;-258;5999;527;5854;1002;5999;365.2;6001;-224;29591;0;29591;0;29591;0;29588;0;14562;0;5850;16;5849;39;5954;139.36;5855;19;8848;60.000;8848;26.000;8848;30.000;5833;16;5883;16;5983;11.6;7445;579.0411;29177;0;5901;0.00;29591;0;29591;0;29591;0;6000;107.5;2939;0.0;592;0.1;2002;0.0;592;800;6000;25;6001;2;6001;80;29585;0;29591;1;7422;0.0;140336;0.0;6005;0;140336;0.0;29591;0;2002;800;29678;0;14562;0;5849;12;5905;45;5849;11;5855;11.2;5855;17;5855;29;5850;16;5851;16;5851;15;5850;13;5905;16;5899;83;5899;85;5900;85;5900;83;5904;0;5905;0;6002;13.8;5951;30.5;5854;52;29678;0;29678;1;29591;0;29591;0;29591;0;14562;0;5951;0.2660;5951;0.27;
