Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Moment Tryb3[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];RPM Tryb3[obr/min];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
99558;12.5;;;99718;-341;99718;2539;99574;1004;99718;495.4;99719;0;;;;;;;;;;;99568;28;99567;34;99675;134.32;99575;19;149523;60.000;149523;26.000;149523;30.000;99646;16;99696;16;99596;11.5;124669;179.2234;;;99658;0.00;;;;;;;99718;235.5;49780;0.1;9954;-1.2;89436;100.3;9954;0;99719;57;99719;2;99719;80;;;;;124549;44.8;;;99724;0;;;;;89436;1503;;;;;99568;12;99625;42;99568;12;99574;10.7;99575;16;99574;25;99608;16;99608;16;99608;15;99568;12;99624;17;99618;171;99618;188;99618;185;99618;171;99624;0;99624;0;99558;19.7;99708;30.5;99574;54;;;;;;;;;;;;;99709;1.3360;99710;1.51;
99758;12.5;;;99919;-341;99919;2649;99774;1004;99919;495.4;99921;-9;;;;;;;;;;;99768;28;99768;34;99874;130.54;99775;19;149823;60.000;149823;26.000;149823;30.000;99847;17;99897;16;99796;11.6;124920;178.6351;;;99859;0.00;;;;;;;99920;236.4;49880;0.1;9974;-1.2;89687;100.3;9974;0;99920;57;99920;2;99920;80;;;;;124800;44.8;;;99924;0;;;;;89687;1503;;;;;99769;12;99825;42;99768;12;99775;10.7;99775;16;99775;25;99808;16;99809;16;99809;15;99768;12;99825;17;99818;171;99818;188;99818;185;99819;171;99824;0;99824;0;99759;19.7;99909;30.5;99774;54;;;;;;;;;;;;;99910;1.3411;99910;1.51;
99959;12.5;;;100119;-341;100119;2649;99974;1004;100118;495.4;100120;-9;;;;;;;;;;;99969;28;99968;34;100076;138.07;99975;19;150123;60.000;150123;26.000;150123;30.000;100047;17;100097;16;99997;11.6;125170;178.1600;;;100059;0.00;;;;;;;100119;236.4;49980;0.1;9994;-1.2;89687;100.3;9994;0;100119;57;100119;2;100120;80;;;;;125050;44.8;;;100125;0;;;;;89687;1503;;;;;99968;12;100025;42;99968;12;99975;10.7;99975;16;99975;25;100009;16;100009;16;100009;15;99969;12;100025;17;100018;173;100018;189;100019;186;100019;173;100025;0;100025;0;99959;19.7;100109;30.5;99976;54;;;;;;;;;;;;;100109;1.3463;100109;1.51;
100159;12.5;;;100319;-313;100319;2677;100175;1004;100319;495.4;100320;56;;;;;;;;;;;100169;28;100168;34;100275;138.79;100176;19;150424;60.000;150424;26.000;150424;30.000;100247;17;100297;16;100197;11.6;125420;177.6457;;;100259;0.00;;;;;;;100319;236.5;50080;0.1;10014;-1.2;89937;100.3;10014;0;100320;57;100320;2;100320;80;;;;;125301;44.8;;;100325;0;;;;;89937;1503;;;;;100169;12;100225;42;100169;12;100175;10.7;100176;16;100175;25;100209;16;100209;16;100209;15;100169;12;100226;17;100218;173;100219;188;100219;185;100219;174;100225;0;100225;0;100159;19.8;100309;30.5;100175;54;;;;;;;;;;;;;100309;1.3531;100310;1.51;
100359;12.5;;;100519;-341;100519;2686;100375;1004;100519;495.3;100521;-18;;;;;;;;;;;100369;28;100369;34;100475;134.75;100376;19;150724;60.000;150724;26.000;150724;30.000;100447;17;100497;16;100397;11.6;125671;177.1332;;;100460;0.00;;;;;;;100520;236.1;50180;0.1;10034;-1.2;89937;100.3;10034;0;100520;57;100520;2;100520;80;;;;;125551;44.7;;;100525;0;;;;;89937;1503;;;;;100369;12;100426;42;100369;12;100375;10.7;100376;16;100376;25;100409;16;100409;16;100410;15;100370;12;100426;17;100419;173;100419;188;100419;187;100419;176;100425;0;100425;0;100360;19.7;100510;30.5;100375;54;;;;;;;;;;;;;100511;1.3592;100511;1.51;
100560;12.5;;;100720;-323;100719;2677;100575;1004;100719;495.2;100721;-9;;;;;;;;;;;100569;28;100569;34;100676;135.82;100576;19;151025;60.000;151025;26.000;151025;30.000;100648;17;100698;16;100598;11.6;125921;176.6496;;;100660;0.00;;;;;;;100720;235.9;50281;0.1;10054;-1.2;90188;100.3;10054;0;100720;57;100720;2;100721;80;;;;;125801;44.6;;;100726;0;;;;;90188;1503;;;;;100569;12;100626;42;100570;12;100576;10.7;100576;16;100576;25;100610;16;100610;16;100610;15;100570;12;100626;17;100619;173;100620;188;100620;187;100619;176;100625;0;100626;0;100560;19.7;100710;30.5;100576;54;;;;;;;;;;;;;100711;1.3658;100710;1.51;
100760;12.5;;;100920;-313;100920;2622;100776;1004;100920;495.1;100921;10;;;;;;;;;;;100769;28;100769;34;100876;130.91;100777;19;151325;60.000;151325;26.000;151325;30.000;100848;17;100898;16;100798;11.6;126172;176.2261;;;100860;0.00;;;;;;;100920;235.9;50381;0.1;10074;-1.2;90188;100.3;10074;0;100920;57;100921;2;100921;80;;;;;126052;44.6;;;100927;0;;;;;90188;1503;;;;;100770;12;100826;42;100770;12;100776;10.7;100777;16;100776;25;100810;16;100810;16;100810;15;100770;12;100826;17;100819;175;100820;189;100820;188;100820;175;100826;0;100827;0;100760;19.7;100910;30.5;100776;54;;;;;;;;;;;;;100910;1.3711;100910;1.51;
100960;12.5;;;101120;-323;101120;2530;100977;1004;101120;494.9;101121;-84;;;;;;;;;;;100970;28;100970;34;101076;136.46;100978;19;151625;60.000;151625;26.000;151625;30.000;101048;17;101098;16;100998;11.6;126422;175.6470;;;101060;0.00;;;;;;;101121;235.9;50481;0.1;10094;-1.2;90438;100.3;10094;0;101121;57;101121;2;101121;80;;;;;126302;44.5;;;101126;0;;;;;90438;1503;;;;;100970;12;101027;43;100970;12;100977;10.7;100978;16;100978;25;101010;16;101010;16;101011;15;100970;12;101027;17;101020;175;101020;189;101020;188;101020;175;101026;0;101026;0;100961;19.7;101110;30.5;100977;54;;;;;;;;;;;;;101111;1.3780;101111;1.51;
101161;12.5;;;101321;-368;101320;2585;101176;1004;101320;494.8;101322;-65;;;;;;;;;;;101170;28;101170;34;101276;135.57;101177;19;151926;60.000;151926;26.000;151926;30.000;101249;17;101299;16;101198;11.6;126672;175.0593;;;101261;0.00;;;;;;;101321;236.2;50581;0.1;10114;-1.2;90438;100.3;10114;0;101321;57;101321;2;101322;80;;;;;126552;44.5;;;101327;0;;;;;90438;1503;;;;;101170;12;101227;42;101171;12;101177;10.7;101177;16;101176;25;101210;16;101211;16;101211;15;101171;12;101227;17;101220;175;101220;189;101221;188;101220;175;101226;0;101227;0;101161;19.7;101311;30.5;101177;54;;;;;;;;;;;;;101311;1.3844;101311;1.51;
101362;12.5;;;101521;-387;101521;2558;101377;1004;101520;494.7;101522;-121;;;;;;;;;;;101370;28;101370;34;101477;133.97;101378;19;152226;60.000;152226;26.000;152226;30.000;101449;17;101499;16;101399;11.6;126923;174.5061;;;101461;0.00;;;;;;;101521;235.9;50681;0.1;10134;-1.2;90688;100.3;10134;0;101521;57;101522;2;101522;80;;;;;126803;44.5;;;101527;0;;;;;90688;1503;;;;;101371;12;101427;43;101371;12;101377;10.7;101377;16;101377;25;101412;16;101412;16;101412;15;101371;12;101427;17;101421;175;101421;189;101422;188;101422;175;101427;0;101427;0;101362;19.7;101511;30.5;101377;54;;;;;;;;;;;;;101511;1.3902;101511;1.51;
101561;12.5;;;101721;-405;101721;2567;101578;1004;101721;494.7;101722;-65;;;;;;;;;;;101571;28;101570;34;101678;131.95;101579;19;152527;60.000;152527;26.000;152527;30.000;101649;17;101699;16;101599;11.6;127173;174.1185;;;101661;0.00;;;;;;;101721;235.8;50781;0.1;10154;-1.2;90688;100.3;10154;0;101722;57;101722;2;101722;80;;;;;127053;44.5;;;101727;0;;;;;90688;1503;;;;;101571;12;101628;43;101571;12;101578;10.7;101579;16;101579;25;101611;16;101611;16;101612;15;101571;12;101628;17;101621;176;101621;192;101621;189;101621;177;101627;0;101627;0;101561;19.7;101711;30.5;101578;54;;;;;;;;;;;;;101711;1.3969;101712;1.51;
101762;12.6;;;101921;-442;101923;2549;101777;1004;101921;494.6;101922;-84;;;;;;;;;;;101771;28;101771;34;101877;136.94;101778;19;152827;60.000;152827;26.000;152827;30.000;101849;17;101899;16;101799;11.6;127424;173.5856;;;101862;0.00;;;;;;;101922;235.6;50882;0.1;10174;-1.2;90939;100.3;10174;0;101922;57;101922;2;101922;80;;;;;127303;44.6;;;101927;0;;;;;90939;1503;;;;;101771;12;101828;43;101771;12;101777;10.7;101778;16;101778;25;101811;16;101812;16;101812;15;101772;12;101828;17;101821;177;101821;192;101821;191;101822;179;101827;0;101828;0;101762;19.8;101912;30.5;101778;54;;;;;;;;;;;;;101912;1.4036;101912;1.51;
101962;12.5;;;102122;-350;102122;2631;101977;1004;102121;494.4;102123;-102;;;;;;;;;;;101971;28;101971;34;102078;138.62;101979;19;153128;60.000;153128;26.000;153128;30.000;102050;17;102100;16;102000;11.6;127674;173.0884;;;102063;0.00;;;;;;;102122;236.3;50982;0.1;10194;-1.2;90939;100.3;10194;0;102122;57;102123;2;102123;80;;;;;127554;44.6;;;102128;0;;;;;90939;1503;;;;;101972;12;102028;43;101972;12;101978;10.7;101978;16;101978;25;102013;16;102013;16;102013;15;101972;12;102028;17;102021;177;102021;192;102022;191;102022;179;102028;0;102028;0;101962;19.7;102112;30.5;101978;54;;;;;;;;;;;;;102112;1.4112;102112;1.51;
102162;12.5;;;102323;-304;102323;2631;102178;1004;102322;494.4;102323;-65;;;;;;;;;;;102172;28;102171;34;102278;132.55;102179;19;153428;60.000;153428;26.000;153428;30.000;102250;17;102300;16;102200;11.6;127925;172.5737;;;102262;0.00;;;;;;;102322;236.5;51082;0.1;10214;-1.2;91189;100.3;10214;0;102322;57;102322;2;102323;80;;;;;127804;44.6;;;102328;0;;;;;91189;1503;;;;;102172;12;102229;43;102172;12;102178;10.7;102179;16;102178;25;102212;16;102212;16;102212;15;102172;12;102228;17;102222;177;102222;192;102222;191;102222;179;102228;0;102228;0;102162;19.7;102312;30.5;102178;54;;;;;;;;;;;;;102313;1.4170;102313;1.51;
102362;12.5;;;102523;-323;102523;2613;102378;1004;102522;494.3;102523;-37;;;;;;;;;;;102372;28;102372;34;102479;136.23;102379;19;153728;60.000;153728;26.000;153728;30.000;102450;17;102500;16;102400;11.6;128175;172.0972;;;102463;0.00;;;;;;;102523;237.0;51182;0.1;10234;-1.2;91189;100.3;10234;0;102524;57;102522;2;102522;80;;;;;128055;44.6;;;102528;0;;;;;91189;1503;;;;;102372;12;102430;43;102372;12;102379;10.7;102378;16;102379;25;102412;16;102413;16;102413;15;102373;12;102430;17;102422;178;102422;195;102422;195;102423;183;102429;0;102429;0;102363;19.7;102512;30.5;102379;54;;;;;;;;;;;;;102513;1.4235;102513;1.51;
102563;12.5;;;102724;-332;102723;2604;102578;1004;102722;494.3;102723;-56;;;;;;;;;;;102572;28;102572;34;102679;137.39;102580;19;154029;60.000;154029;26.000;154029;30.000;102651;17;102701;16;102600;11.5;128425;171.6622;;;102663;0.00;;;;;;;102724;236.6;51282;0.1;10254;-1.2;91439;100.3;10254;0;102723;57;102723;2;102723;80;;;;;128305;44.6;;;102729;0;;;;;91439;1503;;;;;102572;12;102629;43;102573;12;102579;10.7;102579;16;102579;25;102613;16;102613;16;102613;15;102573;12;102629;17;102622;177;102622;196;102623;194;102623;186;102629;0;102629;0;102563;19.7;102713;30.5;102579;54;;;;;;;;;;;;;102713;1.4289;102713;1.51;
102763;12.6;;;102924;-332;102923;2604;102779;1004;102923;494.3;102923;-56;;;;;;;;;;;102773;28;102772;34;102879;138.68;102780;19;;;;;;;102851;17;102901;16;102801;11.6;128676;171.2858;;;102863;0.00;;;;;;;102924;236.6;51382;0.1;10274;-1.2;91439;100.3;10274;0;102924;57;102924;2;102923;80;;;;;128555;44.5;;;102929;0;;;;;91439;1503;;;;;102773;12;102830;42;102773;12;102779;10.7;102780;16;102779;25;102813;16;102813;16;102813;15;102773;12;102829;17;102822;177;102823;196;102823;194;102823;186;102829;0;102829;0;102763;19.8;102913;30.5;102779;54;;;;;;;;;;;;;102913;1.4338;102914;1.51;
102963;12.5;;;103124;-304;103124;2539;102979;1004;103123;494.2;103124;-56;;;;;;;;;;;102973;28;102973;34;103079;139.14;102980;19;;;;;;;103051;17;103101;16;103001;11.6;128926;170.8130;;;103064;0.00;;;;;;;103124;236.0;51482;0.1;10294;-1.2;91690;100.3;10294;0;103125;57;103123;2;103123;80;;;;;128806;44.5;;;103129;0;;;;;91690;1503;;;;;102973;12;103030;42;102973;12;102980;10.7;102979;16;102979;25;103013;16;103013;16;103014;15;102974;12;103030;17;103023;177;103023;196;103023;194;103023;186;103029;0;103029;0;102964;19.7;103113;30.5;102980;54;;;;;;;;;;;;;103114;1.4397;103114;1.51;
103164;12.5;;;103324;-323;103324;2512;103179;1004;103323;494.1;103323;-37;;;;;;;;;;;103173;28;103173;34;103279;136.81;103180;19;;;;;;;103251;17;103301;16;103201;11.5;129176;170.2842;;;103264;0.00;;;;;;;103324;235.9;51582;0.1;10314;-1.2;91690;100.3;10314;0;103324;57;103325;2;103325;80;;;;;129056;44.3;;;103330;0;;;;;91690;1503;;;;;103173;12;103230;43;103174;12;103180;10.7;103180;16;103180;25;103214;16;103214;16;103214;15;103174;12;103230;17;103223;179;103223;198;103224;198;103224;183;103229;0;103230;0;103164;19.8;103314;30.5;103180;54;;;;;;;;;;;;;103314;1.4451;103314;1.51;
103364;12.5;;;103524;-323;103524;2512;103380;1004;103524;494.1;103525;-37;;;;;;;;;;;103373;28;103373;34;103480;131.39;103381;19;;;;;;;103452;17;103502;16;103402;11.5;129427;169.6832;;;103464;0.00;;;;;;;103524;235.9;51683;0.1;10334;-1.2;91940;100.3;10334;0;103524;57;103525;2;103525;80;;;;;129306;43.9;;;103530;0;;;;;91940;1503;;;;;103374;12;103431;43;103374;12;103380;10.7;103381;16;103380;25;103414;16;103414;16;103414;15;103374;12;103430;17;103423;179;103424;198;103424;198;103424;183;103430;0;103430;0;103364;19.7;103515;30.5;103380;54;;;;;;;;;;;;;103515;1.4514;103515;1.51;
103565;12.5;;;103724;-277;103724;2567;103580;1004;103724;494.1;103725;-28;;;;;;;;;;;103575;28;103575;34;103681;134.63;103580;19;;;;;;;103652;17;103702;16;103602;11.5;129677;169.1374;;;103664;0.00;;;;;;;103725;235.6;51783;0.1;10354;-1.2;91940;100.3;10354;0;103725;57;103725;2;103725;80;;;;;129557;43.4;;;103730;0;;;;;91940;1503;;;;;103575;12;103631;43;103575;12;103581;10.7;103581;16;103581;25;103614;16;103614;16;103615;15;103575;12;103631;17;103625;179;103625;198;103625;198;103625;183;103630;0;103630;0;103565;19.7;103714;30.5;103580;54;;;;;;;;;;;;;103715;1.4575;103715;1.51;
103765;12.5;;;103925;-295;103924;2594;103780;1004;103924;494.1;103926;-74;;;;;;;;;;;103774;28;103774;34;103880;138.63;103781;19;;;;;;;103852;17;103902;16;103802;11.5;129928;168.6578;;;103865;0.00;;;;;;;103925;235.5;51883;0.1;10374;-1.2;92190;100.3;10374;0;103925;57;103925;2;103926;80;;;;;129807;43.0;;;103931;0;;;;;92190;1503;;;;;103774;12;103831;43;103775;12;103781;10.7;103781;16;103781;25;103814;16;103815;16;103815;15;103775;12;103831;17;103824;181;103824;202;103824;199;103825;186;103830;0;103831;0;103765;19.7;103915;30.5;103780;54;;;;;;;;;;;;;103915;1.4632;103915;1.51;
103965;12.5;;;104125;-304;104125;2622;103981;1004;104124;494.1;104126;-65;;;;;;;;;;;103974;28;103974;34;104081;135.02;103982;19;;;;;;;104053;17;104103;16;104002;11.6;130178;168.3156;;;104065;0.00;;;;;;;104125;236.8;51983;0.1;10395;-1.2;92190;100.3;10395;0;104125;57;104126;2;104126;80;;;;;130057;42.6;;;104131;0;;;;;92190;1503;;;;;103975;12;104031;43;103975;12;103981;10.7;103981;16;103981;25;104015;16;104015;16;104015;15;103975;12;104031;17;104024;180;104025;201;104025;200;104025;187;104031;0;104031;0;103965;19.8;104115;30.5;103981;54;;;;;;;;;;;;;104115;1.4672;104115;1.51;
104166;12.6;;;104325;-350;104325;2649;104181;1004;104325;494.1;104326;-121;;;;;;;;;;;104175;28;104174;34;104281;132.81;104181;19;;;;;;;104253;17;104303;16;104203;11.6;130428;167.9315;;;104265;0.00;;;;;;;104325;238.1;52083;0.1;10415;-1.2;92441;100.3;10415;0;104326;57;104326;2;104326;80;;;;;130308;42.4;;;104331;0;;;;;92441;1503;;;;;104175;12;104232;43;104175;12;104182;10.7;104181;16;104182;25;104216;16;104216;16;104217;15;104175;12;104232;17;104225;183;104225;201;104225;200;104225;189;104231;0;104231;0;104166;19.7;104315;30.5;104182;54;;;;;;;;;;;;;104315;1.4710;104316;1.51;
104366;12.6;;;104526;-396;104525;2558;104381;1004;104525;494.2;104527;-65;;;;;;;;;;;104375;28;104375;34;104481;136.06;104382;19;;;;;;;104453;17;104503;16;104403;11.6;130679;167.6006;;;104466;0.00;;;;;;;104526;237.5;52183;0.1;10435;-1.2;92441;100.3;10435;0;104526;57;104526;2;104526;80;;;;;130558;42.2;;;104531;0;;;;;92441;1503;;;;;104376;12;104432;43;104375;12;104382;10.7;104382;16;104382;25;104415;16;104416;16;104416;15;104375;12;104432;17;104425;183;104425;201;104425;200;104426;189;104431;0;104432;0;104366;19.7;104516;30.5;104381;54;;;;;;;;;;;;;104516;1.4770;104516;1.55;
104566;12.5;;;104726;-387;104726;2539;104582;1004;104725;494.3;104727;-112;;;;;;;;;;;104575;28;104575;34;104682;138.73;104584;19;;;;;;;104653;17;104704;16;104603;11.6;130929;167.2966;;;104666;0.00;;;;;;;104726;237.8;52283;0.1;10455;-1.2;92691;100.3;10455;0;104726;57;104727;2;104727;80;;;;;130809;42.0;;;104732;0;;;;;92691;1503;;;;;104576;12;104632;43;104576;12;104583;10.7;104583;16;104583;25;104616;16;104616;16;104616;15;104576;12;104632;17;104625;185;104625;201;104626;200;104626;189;104632;0;104632;0;104566;19.8;104716;30.5;104583;54;;;;;;;;;;;;;104716;1.4825;104716;1.55;
104766;12.5;;;104926;-350;104926;2585;104782;1004;104926;494.3;104927;-46;;;;;;;;;;;104776;28;104775;34;104882;132.10;104782;19;;;;;;;104854;17;104904;17;104804;11.6;131179;167.0663;;;104866;0.00;;;;;;;104926;237.5;52384;0.1;10475;-1.2;92691;100.3;10475;0;104927;57;104927;2;104927;80;;;;;131059;41.8;;;104932;0;;;;;92691;1503;;;;;104776;12;104833;43;104776;12;104783;10.7;104782;16;104782;26;104816;16;104816;16;104817;15;104776;12;104832;17;104826;183;104826;201;104826;200;104826;189;104832;0;104832;0;104766;19.8;104916;30.5;104783;54;;;;;;;;;;;;;104917;1.4886;104917;1.55;
104966;12.5;;;105127;-378;105127;2585;104982;1004;105126;494.2;105128;-37;;;;;;;;;;;104976;28;104976;34;105082;131.55;104983;19;;;;;;;105054;17;105104;17;105004;11.6;131430;166.7627;;;105067;0.00;;;;;;;105127;236.9;52484;0.1;10495;-1.2;92941;100.3;10495;0;105127;57;105128;2;105128;80;;;;;131309;41.7;;;105132;0;;;;;92941;1503;;;;;104977;12;105033;43;104976;12;104983;10.7;104983;16;104983;26;105016;16;105017;16;105017;15;104976;12;105033;17;105026;186;105026;202;105026;201;105027;189;105032;0;105032;0;104967;19.7;105116;30.5;104982;54;;;;;;;;;;;;;105117;1.4937;105117;1.55;
105167;12.5;;;105327;-359;105327;2549;105182;1004;105326;494.2;105328;-9;;;;;;;;;;;105177;28;105177;34;105283;133.97;105184;19;;;;;;;105254;17;105304;17;105204;11.6;131680;166.4932;;;105267;0.00;;;;;;;105327;236.7;52584;0.1;10515;-1.2;92941;100.3;10515;0;105327;57;105327;2;105328;80;;;;;131560;41.7;;;105333;0;;;;;92941;1503;;;;;105177;12;105233;43;105177;12;105183;10.7;105183;16;105183;26;105217;16;105217;16;105217;15;105178;12;105233;17;105226;186;105226;202;105227;201;105227;189;105233;0;105233;0;105167;19.8;105317;30.5;105183;54;;;;;;;;;;;;;105317;1.4987;105317;1.55;
105367;12.5;;;105527;-323;105527;2741;105383;1004;105527;494.2;105528;-74;;;;;;;;;;;105377;28;105376;34;105484;141.70;105383;19;;;;;;;105455;17;105505;17;105405;11.6;131931;166.2119;;;105467;0.00;;;;;;;105527;237.9;52684;0.1;10535;-1.2;93192;100.3;10535;0;105528;57;105528;2;105528;80;;;;;131810;41.6;;;105533;0;;;;;93192;1503;;;;;105377;12;105434;43;105377;12;105383;10.7;105384;16;105384;26;105417;16;105417;16;105417;15;105377;12;105434;17;105426;186;105427;202;105427;201;105427;189;105434;0;105434;0;105367;19.8;105517;30.5;105383;54;;;;;;;;;;;;;105517;1.5041;105518;1.55;
105567;12.5;;;105727;-378;105727;2677;105583;1004;105727;494.2;105729;-56;;;;;;;;;;;105577;28;105577;34;105684;136.25;105584;19;;;;;;;105655;17;105705;17;105605;11.6;132181;165.9732;;;105668;0.00;;;;;;;105728;237.1;52784;0.1;10555;-1.2;93192;100.3;10555;0;105728;57;105728;2;105728;80;;;;;132060;41.5;;;105733;0;;;;;93192;1503;;;;;105577;12;105634;43;105577;12;105583;10.7;105584;16;105584;26;105617;16;105618;16;105618;15;105578;12;105634;17;105627;187;105627;205;105627;205;105627;194;105633;0;105633;0;105568;19.8;105718;30.5;105583;54;;;;;;;;;;;;;105719;1.5089;105719;1.55;
105768;12.5;;;105928;-378;105927;2677;105783;1004;105927;494.2;105929;-56;;;;;;;;;;;105777;29;105777;34;105883;135.33;105784;19;;;;;;;105855;17;105905;17;105805;11.5;132431;165.7696;;;105868;0.00;;;;;;;105928;237.1;52884;0.1;10575;-1.2;93442;100.3;10575;0;105928;57;105928;2;105929;80;;;;;132311;41.5;;;105934;0;;;;;93442;1503;;;;;105777;12;105834;43;105778;12;105784;10.7;105784;16;105784;26;105818;16;105818;16;105818;15;105778;12;105834;17;105827;187;105828;205;105828;205;105827;194;105833;0;105834;0;105768;19.8;105918;30.5;105784;54;;;;;;;;;;;;;105918;1.5148;105918;1.55;
105968;12.5;;;106128;-332;106128;2613;105984;1004;106128;494.2;106129;-84;;;;;;;;;;;105977;29;105977;34;106085;136.33;105984;19;;;;;;;106055;17;106106;17;106005;11.5;132682;165.5213;;;106068;0.00;;;;;;;106128;236.7;52984;0.1;10595;-1.2;93442;100.3;10595;0;106128;57;106129;2;106129;80;;;;;132561;41.5;;;106134;0;;;;;93442;1503;;;;;105978;12;106035;43;105978;12;105985;10.7;105984;16;105985;26;106018;16;106018;16;106018;15;105978;12;106034;17;106027;186;106028;205;106028;207;106028;190;106034;0;106034;0;105968;19.8;106118;30.5;105984;54;;;;;;;;;;;;;106118;1.5195;106119;1.55;
106168;12.6;;;106328;-350;106328;2695;106185;1004;106328;494.2;106329;-140;;;;;;;;;;;106178;29;106178;34;106284;137.13;106186;19;;;;;;;106256;17;106306;17;106206;11.6;132932;165.4081;;;106269;0.00;;;;;;;106329;236.5;53085;0.1;10615;-1.2;93693;100.3;10615;0;106329;57;106329;2;106329;80;;;;;132811;41.5;;;106334;0;;;;;93693;1503;;;;;106178;12;106235;43;106178;12;106185;10.7;106186;16;106185;26;106218;16;106218;16;106219;15;106178;12;106235;17;106228;187;106228;208;106228;207;106228;192;106234;0;106234;0;106169;19.7;106319;30.5;106185;54;;;;;;;;;;;;;106320;1.5248;106320;1.55;
106369;12.5;;;106528;-378;106530;2750;106384;1004;106528;494.2;106530;-93;;;;;;;;;;;106378;29;106378;34;106484;136.79;106385;19;;;;;;;106456;17;106506;17;106406;11.6;133183;165.3207;;;106469;0.00;;;;;;;106529;236.8;53185;0.1;10635;-1.2;93693;100.3;10635;0;106529;57;106529;2;106529;80;;;;;133062;41.4;;;106535;0;;;;;93693;1503;;;;;106378;12;106435;43;106379;12;106385;10.7;106385;16;106385;26;106419;16;106419;16;106419;15;106379;12;106435;18;106428;186;106428;207;106428;208;106429;192;106434;0;106435;0;106370;19.8;106519;30.5;106384;54;;;;;;;;;;;;;106519;1.5302;106519;1.55;
106569;12.5;;;106729;-359;106729;2732;106585;1004;106728;494.1;106730;-140;;;;;;;;;;;106579;29;106579;34;106685;134.41;106586;19;;;;;;;106656;17;106706;17;106606;11.6;133433;165.2123;;;106669;0.00;;;;;;;106729;236.3;53285;0.1;10655;-1.2;93943;100.3;10655;0;106729;57;106730;2;106730;80;;;;;133312;41.4;;;106736;0;;;;;93943;1503;;;;;106580;12;106635;43;106580;12;106585;10.7;106585;16;106585;26;106619;16;106619;16;106619;15;106580;12;106635;18;106628;186;106629;207;106629;208;106629;192;106635;0;106635;0;106569;19.8;106719;30.5;106585;54;;;;;;;;;;;;;106719;1.5347;106719;1.55;
