Czas [ms];Obroty[obr/min];
122562;1500;
122582;1500;
122602;1500;
122622;1501;
122642;1501;
122663;1501;
122683;1502;
122703;1502;
122723;1502;
122743;1502;
122763;1503;
122783;1503;
122803;1503;
122823;1503;
122843;1504;
122863;1504;
122883;1504;
122903;1504;
122923;1504;
122943;1504;
122963;1504;
122983;1504;
123003;1504;
123023;1504;
123043;1504;
123063;1504;
123083;1503;
123103;1503;
123123;1503;
123143;1503;
123164;1502;
123183;1502;
123203;1502;
123223;1501;
123243;1501;
123264;1501;
123284;1500;
123303;1500;
123323;1500;
123344;1500;
123364;1499;
123384;1499;
123404;1499;
123424;1499;
123444;1499;
123464;1499;
123484;1498;
123504;1498;
123524;1498;
123544;1498;
123564;1498;
123584;1498;
123604;1498;
123624;1498;
123644;1498;
123664;1498;
123684;1498;
123704;1499;
123724;1499;
123744;1499;
123764;1499;
123784;1499;
123804;1499;
123824;1499;
123844;1499;
123864;1500;
123884;1500;
123904;1500;
123925;1500;
123944;1500;
123964;1500;
123984;1500;
124004;1501;
124024;1501;
124045;1501;
124065;1501;
124085;1501;
124105;1502;
124125;1502;
124145;1502;
124165;1502;
124185;1503;
124205;1503;
124225;1503;
124245;1503;
124265;1503;
124285;1504;
124305;1504;
124325;1504;
124345;1504;
124365;1504;
124385;1504;
124405;1503;
124425;1503;
124445;1503;
124465;1503;
124485;1503;
124505;1502;
124525;1502;
124545;1502;
124565;1502;
124585;1501;
124605;1501;
124625;1501;
124645;1500;
124666;1500;
124685;1500;
124705;1500;
124726;1499;
124746;1499;
124766;1499;
124786;1499;
124806;1498;
124826;1498;
124846;1498;
124866;1498;
124886;1498;
124906;1498;
124926;1498;
124946;1498;
124966;1497;
124986;1497;
125006;1497;
125026;1497;
125046;1497;
125066;1497;
125086;1497;
125106;1497;
125126;1497;
125146;1497;
125166;1498;
125186;1498;
125206;1498;
125226;1498;
125246;1499;
125266;1499;
125286;1499;
125306;1499;
125326;1499;
125346;1500;
125366;1500;
125386;1500;
125406;1500;
125427;1501;
125447;1501;
125467;1501;
125487;1502;
125507;1502;
125527;1503;
125547;1503;
125567;1503;
125587;1504;
125607;1504;
125627;1504;
125647;1505;
125667;1505;
125687;1505;
125707;1505;
125727;1505;
125747;1505;
125767;1505;
125787;1505;
125807;1505;
125827;1505;
125847;1505;
125867;1505;
125887;1505;
125907;1504;
125927;1504;
125947;1504;
125967;1504;
125987;1504;
126007;1503;
126027;1503;
126047;1503;
126068;1502;
126088;1502;
126108;1501;
126128;1501;
126148;1500;
126168;1500;
126188;1499;
126208;1499;
126228;1498;
126248;1498;
126268;1497;
126288;1497;
126308;1497;
126328;1496;
126348;1496;
126368;1496;
126388;1495;
126408;1495;
126428;1495;
126448;1495;
126468;1495;
126488;1495;
126508;1495;
126528;1495;
126548;1495;
126568;1495;
126588;1495;
126608;1495;
126628;1495;
126648;1495;
126668;1496;
126688;1496;
126708;1496;
126728;1497;
126748;1497;
126768;1497;
126788;1498;
126809;1498;
126829;1499;
126849;1499;
126869;1500;
126889;1500;
126909;1501;
126929;1501;
126949;1502;
126969;1502;
126989;1503;
127009;1503;
127029;1503;
127049;1504;
127069;1504;
127089;1505;
127109;1505;
127129;1505;
127149;1505;
127169;1506;
127189;1506;
127209;1506;
127229;1506;
127249;1506;
127269;1506;
127289;1506;
127309;1506;
127329;1506;
127349;1506;
127369;1506;
127389;1505;
127409;1505;
127430;1505;
127449;1505;
127470;1504;
127489;1504;
127510;1503;
127530;1503;
127550;1503;
127570;1502;
127590;1502;
127610;1501;
127630;1501;
127650;1500;
127670;1500;
127690;1499;
127710;1498;
127730;1498;
127750;1497;
127770;1497;
127790;1496;
127810;1496;
127830;1495;
127850;1495;
127870;1494;
127890;1494;
127910;1494;
127930;1493;
127950;1493;
127970;1493;
127990;1493;
128010;1493;
128030;1494;
128050;1494;
128070;1494;
128090;1494;
128110;1494;
128130;1495;
128150;1495;
128171;1495;
128191;1496;
128211;1496;
128231;1496;
128251;1497;
128271;1497;
128291;1498;
128311;1498;
128331;1498;
128351;1499;
128371;1499;
128391;1500;
128411;1500;
128431;1501;
128451;1501;
128471;1502;
128491;1502;
128511;1503;
128531;1503;
128551;1504;
128571;1504;
128591;1505;
128611;1505;
128631;1505;
128651;1505;
128671;1505;
128691;1506;
128711;1506;
128731;1506;
128751;1506;
128772;1506;
128791;1506;
128811;1506;
128831;1506;
128851;1506;
128872;1505;
128892;1505;
128912;1505;
128932;1505;
128952;1504;
128972;1504;
128992;1504;
129012;1503;
129032;1503;
129052;1502;
129072;1502;
129092;1502;
129112;1501;
129132;1501;
129152;1500;
129172;1500;
129192;1500;
129212;1499;
129232;1498;
129252;1498;
129272;1498;
129292;1497;
129312;1496;
129332;1496;
129352;1495;
129372;1495;
129392;1495;
129412;1495;
129433;1494;
129452;1494;
129472;1494;
129492;1494;
129512;1494;
129532;1494;
129552;1495;
129573;1495;
129593;1495;
129613;1495;
129633;1495;
129653;1496;
129673;1496;
129693;1496;
129713;1497;
129733;1497;
129753;1497;
129773;1498;
129793;1498;
129813;1498;
129833;1499;
129853;1499;
129873;1500;
129893;1500;
129913;1500;
129933;1501;
129953;1501;
129973;1502;
129993;1502;
130013;1502;
130033;1503;
130053;1503;
130073;1504;
130093;1504;
130113;1504;
130133;1505;
130153;1505;
130174;1505;
130193;1505;
130213;1505;
130233;1505;
130254;1505;
130274;1505;
130294;1505;
130314;1505;
130334;1505;
130354;1505;
130374;1505;
130394;1504;
130414;1504;
130434;1504;
130454;1503;
130474;1503;
130494;1502;
130514;1502;
130534;1502;
130554;1501;
130574;1501;
130594;1500;
130614;1500;
130634;1500;
130654;1499;
130674;1499;
130694;1499;
130714;1498;
130734;1498;
130754;1498;
130774;1498;
130794;1498;
130814;1497;
130834;1497;
130854;1497;
130875;1497;
130894;1497;
130914;1497;
130935;1496;
130955;1496;
130975;1496;
130995;1496;
131015;1496;
131035;1496;
131055;1496;
131075;1496;
131095;1497;
131115;1497;
131135;1497;
131155;1497;
131175;1497;
131195;1497;
131215;1497;
131235;1497;
131255;1498;
131275;1498;
131295;1498;
131315;1498;
131335;1498;
131355;1498;
131375;1499;
131395;1499;
131415;1499;
131435;1500;
131455;1500;
131475;1500;
131495;1501;
131515;1501;
131535;1501;
131555;1501;
131576;1502;
131595;1502;
131615;1502;
131635;1502;
131656;1502;
131676;1502;
131696;1502;
131716;1503;
131736;1503;
131756;1503;
131776;1503;
131796;1503;
131816;1503;
131836;1503;
131856;1503;
131876;1503;
131896;1503;
131916;1503;
131936;1503;
131956;1503;
131976;1502;
131996;1502;
132016;1502;
132036;1502;
132056;1502;
132076;1502;
132096;1502;
132116;1502;
132136;1502;
132156;1501;
132177;1501;
132196;1501;
132216;1501;
132236;1501;
132256;1500;
132276;1500;
132296;1500;
132316;1500;
132337;1500;
132357;1500;
132377;1499;
132397;1499;
132417;1499;
132437;1499;
132457;1498;
132477;1498;
132497;1498;
132517;1498;
132537;1498;
132557;1497;
132577;1497;
132597;1497;
132617;1497;
132637;1497;
132657;1497;
132677;1497;
132697;1497;
132717;1497;
132737;1497;
132757;1497;
132777;1497;
132797;1497;
132817;1497;
132837;1498;
132857;1498;
132877;1498;
132897;1499;
132917;1499;
132938;1499;
132957;1499;
132978;1500;
132997;1500;
133017;1500;
133038;1500;
133058;1501;
133078;1501;
133098;1501;
133118;1501;
133138;1501;
133158;1502;
133178;1502;
133198;1502;
133218;1502;
133238;1502;
133258;1502;
133278;1503;
133298;1503;
133318;1503;
133338;1503;
133358;1503;
133378;1503;
133398;1503;
133418;1503;
133438;1503;
133458;1503;
133478;1503;
133498;1503;
133518;1502;
133538;1502;
133558;1502;
133578;1502;
133598;1502;
133618;1502;
133638;1502;
133658;1502;
133679;1501;
133698;1501;
133718;1501;
133739;1501;
133759;1501;
133779;1500;
133799;1500;
133819;1500;
133839;1500;
133859;1499;
133879;1499;
133899;1499;
133919;1499;
133939;1499;
133959;1499;
133979;1498;
133999;1498;
134019;1498;
134039;1498;
134059;1498;
134079;1498;
134099;1498;
134119;1498;
134139;1499;
134159;1498;
134179;1499;
134199;1499;
134219;1499;
134239;1499;
134259;1499;
134279;1499;
134299;1499;
134319;1499;
134339;1499;
134359;1499;
134380;1500;
134399;1499;
134420;1500;
134440;1500;
134460;1500;
134480;1500;
134500;1500;
134520;1500;
134540;1500;
134560;1500;
134580;1500;
134600;1501;
134620;1501;
134640;1501;
134660;1501;
134680;1501;
134700;1501;
134720;1501;
134740;1501;
134760;1502;
134780;1502;
134800;1502;
134820;1502;
134840;1502;
134860;1502;
134880;1502;
134900;1502;
134920;1502;
134941;1503;
134960;1503;
134980;1503;
135000;1503;
135020;1503;
135040;1503;
135060;1503;
135081;1503;
135100;1503;
135121;1502;
135141;1502;
135161;1502;
135181;1501;
135201;1501;
135221;1501;
135241;1501;
135261;1500;
135281;1500;
135301;1500;
135321;1500;
135341;1499;
135361;1499;
135381;1499;
135401;1499;
135421;1498;
135441;1498;
135461;1498;
135481;1498;
135501;1497;
135521;1497;
135541;1497;
135561;1497;
135581;1497;
135601;1497;
135621;1497;
135641;1497;
135661;1497;
135682;1497;
135701;1497;
135721;1497;
135741;1497;
135761;1497;
135782;1498;
135802;1498;
135822;1498;
135842;1498;
135862;1498;
135882;1499;
135902;1499;
135922;1499;
135942;1499;
135962;1499;
135982;1500;
136002;1500;
136022;1500;
136042;1500;
136062;1500;
136082;1501;
136102;1501;
136122;1501;
136142;1501;
136162;1501;
136182;1502;
136202;1502;
136222;1502;
136242;1502;
136262;1502;
136282;1502;
136302;1502;
136322;1502;
136342;1502;
136362;1502;
136382;1502;
136402;1502;
136422;1502;
136443;1502;
136462;1502;
136483;1502;
136503;1501;
136523;1502;
136543;1501;
136563;1501;
136583;1501;
136603;1501;
136623;1501;
136643;1501;
136663;1501;
136683;1501;
136703;1501;
136723;1501;
136743;1500;
136763;1501;
136783;1500;
136803;1500;
136823;1500;
136843;1500;
136863;1500;
136883;1499;
136903;1499;
136923;1499;
136943;1499;
136963;1499;
136983;1498;
137003;1498;
137023;1498;
137043;1498;
137063;1498;
137083;1498;
137103;1498;
137123;1498;
137143;1498;
137163;1498;
137184;1498;
137204;1498;
137224;1498;
137244;1498;
137264;1498;
137284;1498;
137304;1498;
137324;1498;
137344;1498;
137364;1498;
137384;1498;
137404;1499;
137424;1499;
137444;1499;
137464;1499;
137484;1499;
137504;1499;
137524;1499;
137544;1499;
137564;1499;
137584;1500;
137604;1500;
137624;1500;
137644;1500;
137664;1500;
137684;1501;
137704;1501;
137724;1501;
137744;1501;
137764;1501;
137784;1501;
137804;1502;
137824;1502;
137844;1502;
137864;1502;
137885;1502;
137905;1502;
137925;1502;
137945;1502;
137965;1503;
137985;1503;
138005;1503;
138025;1503;
138045;1503;
138065;1503;
138085;1502;
138105;1502;
138125;1502;
138145;1502;
138165;1502;
138185;1502;
138205;1502;
138225;1502;
138245;1502;
138265;1502;
138285;1502;
138305;1502;
138325;1501;
138345;1501;
138365;1501;
138385;1501;
138405;1501;
138425;1501;
138446;1501;
138465;1501;
138485;1500;
138505;1500;
138525;1500;
138545;1500;
138566;1500;
138586;1500;
138606;1500;
138626;1500;
138646;1499;
138666;1499;
138686;1499;
138706;1499;
138726;1499;
138746;1499;
138766;1499;
138786;1499;
138806;1499;
138826;1499;
138846;1499;
138866;1499;
138886;1499;
138906;1499;
138926;1499;
138946;1499;
138966;1499;
138986;1499;
139006;1499;
139026;1499;
139046;1499;
139066;1499;
139086;1499;
139106;1499;
139126;1499;
139146;1499;
139166;1499;
139186;1499;
139206;1499;
139226;1499;
139246;1499;
139267;1499;
139287;1499;
139307;1499;
139327;1500;
139347;1500;
139367;1500;
139387;1500;
139407;1500;
139427;1501;
139447;1501;
139467;1501;
139487;1501;
139507;1501;
139527;1501;
139547;1501;
139567;1502;
139587;1502;
139607;1502;
139627;1502;
139647;1502;
139667;1502;
139687;1501;
139707;1501;
139727;1501;
139747;1501;
139767;1501;
139787;1501;
139807;1501;
139827;1501;
139847;1500;
139867;1500;
139887;1500;
139907;1500;
139927;1500;
139948;1500;
139968;1500;
139988;1500;
140008;1500;
140028;1499;
140048;1500;
140068;1499;
140088;1499;
140108;1499;
140128;1499;
140148;1499;
140168;1499;
140188;1499;
140208;1499;
140228;1499;
140248;1499;
140268;1499;
140288;1499;
140308;1499;
140328;1499;
140348;1499;
140368;1499;
140388;1499;
140408;1499;
140428;1499;
140448;1499;
140468;1499;
140488;1499;
140508;1499;
140528;1499;
140548;1499;
140568;1499;
140589;1499;
140608;1500;
140628;1500;
140649;1500;
140669;1500;
140689;1500;
140709;1500;
140729;1500;
140749;1500;
140769;1501;
140789;1501;
140809;1500;
140829;1500;
140849;1501;
140869;1501;
140889;1501;
140909;1501;
140929;1501;
140949;1501;
140969;1501;
140989;1501;
141009;1501;
141029;1501;
141049;1501;
141069;1501;
141089;1501;
141109;1501;
141129;1501;
141149;1501;
141169;1502;
141189;1502;
141209;1502;
141229;1502;
141249;1502;
141269;1502;
141289;1502;
141309;1502;
141329;1502;
141350;1502;
141370;1502;
141390;1501;
141410;1502;
141430;1501;
141450;1501;
141470;1501;
141490;1501;
141510;1501;
141530;1500;
141550;1500;
141570;1500;
141590;1500;
141610;1499;
141630;1499;
141650;1499;
141670;1499;
141690;1499;
141710;1499;
141730;1499;
141750;1499;
141770;1499;
141790;1499;
141810;1499;
141830;1499;
141850;1499;
141870;1499;
141890;1499;
141910;1499;
141930;1499;
141951;1499;
141970;1500;
141990;1500;
142010;1500;
142031;1500;
142051;1500;
142071;1500;
142091;1500;
142111;1500;
142131;1500;
142151;1500;
142171;1500;
142191;1500;
142211;1500;
142231;1501;
142251;1500;
142271;1500;
142291;1501;
142311;1501;
142331;1501;
142351;1501;
142371;1501;
142391;1501;
142411;1501;
142431;1501;
142451;1501;
142471;1501;
142491;1501;
142511;1501;
142531;1501;
142551;1501;
142571;1501;
142591;1501;
142611;1501;
142631;1501;
142651;1501;
142671;1501;
142692;1501;
142711;1501;
142732;1500;
142752;1500;
142772;1500;
142792;1500;
142812;1500;
142832;1500;
142852;1500;
142872;1500;
142892;1500;
142912;1500;
142932;1500;
142952;1500;
142972;1500;
142992;1500;
143012;1500;
143032;1500;
143052;1500;
143072;1500;
143092;1500;
143112;1500;
143132;1500;
143152;1500;
143172;1500;
143192;1500;
143212;1500;
143232;1500;
143252;1500;
143272;1500;
143292;1500;
143312;1500;
143332;1500;
143352;1500;
143372;1500;
143393;1500;
143413;1500;
143433;1500;
143453;1500;
143473;1500;
143493;1501;
143513;1501;
143533;1501;
143553;1501;
143573;1501;
143593;1501;
143613;1501;
143633;1501;
143653;1501;
143673;1501;
143693;1501;
143713;1501;
143733;1501;
143753;1501;
143773;1500;
143793;1500;
143813;1500;
143833;1500;
143853;1500;
143873;1500;
143893;1500;
143913;1500;
143933;1500;
143954;1500;
143973;1500;
143993;1500;
144013;1500;
144033;1500;
144053;1500;
144073;1500;
144094;1500;
144114;1500;
144134;1500;
144154;1500;
144174;1500;
144194;1500;
144214;1500;
144234;1500;
144254;1500;
144274;1500;
144294;1500;
144314;1500;
144334;1500;
144354;1500;
144374;1500;
144394;1501;
144414;1500;
144434;1501;
144454;1501;
144474;1501;
144494;1501;
144514;1501;
144534;1501;
144554;1501;
144574;1501;
144594;1501;
144614;1501;
144634;1501;
144654;1501;
144674;1501;
144694;1501;
144714;1501;
144734;1501;
144754;1501;
144774;1501;
144795;1501;
144815;1501;
144835;1501;
144855;1501;
144875;1501;
144895;1501;
144915;1501;
144935;1501;
144955;1501;
144975;1501;
144995;1501;
145015;1501;
145035;1501;
145055;1501;
145075;1501;
145095;1501;
145115;1501;
145135;1501;
145155;1501;
145175;1501;
145195;1501;
145215;1501;
145235;1501;
145255;1501;
145275;1501;
145295;1501;
145315;1500;
145335;1500;
145355;1500;
145375;1500;
145395;1500;
145415;1500;
145435;1499;
145456;1499;
145475;1499;
145496;1499;
145516;1499;
145536;1499;
145556;1499;
145576;1499;
145596;1499;
145616;1498;
145636;1498;
145656;1498;
145676;1498;
145696;1498;
145716;1498;
145736;1499;
145756;1499;
145776;1499;
145796;1499;
145816;1499;
145836;1499;
145856;1499;
145876;1499;
145896;1500;
145916;1500;
145936;1500;
145956;1500;
145976;1500;
145996;1501;
146016;1501;
146036;1501;
146056;1501;
146076;1501;
146096;1501;
146116;1502;
146136;1502;
146156;1502;
146176;1502;
146197;1502;
146217;1502;
146237;1502;
146257;1502;
146277;1502;
146297;1502;
146317;1502;
146337;1502;
146357;1502;
146377;1502;
146397;1502;
146417;1502;
146437;1502;
146457;1502;
146477;1502;
146497;1502;
146517;1501;
146537;1502;
146557;1502;
146577;1501;
146597;1501;
146617;1501;
146637;1501;
146657;1501;
146677;1501;
146697;1501;
146717;1501;
146737;1500;
146757;1500;
146777;1500;
146797;1500;
146817;1500;
146837;1500;
146857;1500;
146878;1500;
146898;1500;
146918;1500;
146938;1500;
146958;1500;
146978;1500;
146998;1500;
147018;1500;
147038;1500;
147058;1499;
147078;1499;
147098;1499;
147118;1499;
147138;1499;
147158;1499;
147178;1499;
147198;1499;
147218;1499;
147238;1499;
147258;1499;
147278;1499;
147298;1499;
147318;1499;
147338;1499;
147358;1499;
147378;1499;
147398;1499;
147418;1500;
147438;1500;
147459;1500;
147478;1500;
147498;1500;
147518;1500;
147538;1500;
147558;1500;
147579;1501;
147599;1501;
147619;1501;
147639;1501;
147659;1501;
147679;1502;
147699;1502;
147719;1502;
147739;1502;
147759;1502;
147779;1502;
147799;1502;
147819;1502;
147839;1502;
147859;1502;
147879;1502;
147899;1502;
147919;1502;
147939;1501;
147959;1501;
147979;1501;
147999;1501;
148019;1501;
148039;1501;
148059;1501;
148079;1501;
148099;1501;
148119;1501;
148139;1501;
148159;1501;
148179;1501;
148199;1500;
148219;1501;
148239;1500;
148260;1500;
148280;1500;
148300;1500;
148320;1500;
148340;1500;
148360;1500;
148380;1500;
148400;1500;
148420;1500;
148440;1499;
148460;1499;
148480;1499;
148500;1499;
148520;1499;
148540;1499;
148560;1499;
148580;1498;
148600;1498;
148620;1498;
148640;1498;
148660;1497;
148680;1497;
148700;1497;
148720;1496;
148740;1496;
148760;1496;
148780;1496;
148800;1495;
148820;1495;
148840;1495;
148860;1495;
148880;1495;
148900;1494;
148920;1494;
148940;1494;
148961;1494;
148981;1494;
149001;1494;
149021;1495;
149041;1495;
149061;1495;
149081;1495;
149101;1495;
149121;1495;
149141;1495;
149161;1495;
149181;1496;
149201;1496;
149221;1496;
149241;1496;
149261;1496;
149281;1495;
149301;1495;
149321;1495;
149341;1495;
149361;1494;
149381;1494;
149401;1494;
149421;1493;
149441;1493;
149461;1492;
149481;1492;
149501;1492;
149521;1492;
149541;1491;
149561;1491;
149581;1491;
149601;1491;
149621;1490;
149642;1490;
149662;1490;
149682;1490;
149702;1489;
149722;1489;
149742;1489;
149762;1488;
149782;1488;
149802;1488;
149822;1488;
149842;1487;
149862;1487;
149882;1487;
149902;1487;
149922;1487;
149942;1486;
149962;1486;
149982;1486;
150002;1486;
150022;1486;
150042;1486;
150062;1486;
150082;1486;
150102;1486;
150122;1486;
150142;1486;
150162;1486;
150182;1487;
150202;1487;
150222;1487;
150242;1487;
150262;1487;
150282;1488;
150302;1488;
150322;1488;
150343;1489;
150363;1489;
150383;1490;
150403;1490;
150423;1491;
150443;1491;
150463;1492;
150483;1492;
150503;1493;
150523;1493;
150543;1494;
150563;1494;
150583;1495;
150603;1495;
150623;1495;
150643;1496;
150663;1496;
150683;1496;
150703;1497;
150723;1497;
150743;1497;
150763;1498;
150783;1498;
150803;1498;
150823;1499;
150843;1499;
150863;1499;
150883;1500;
150903;1500;
150923;1500;
150943;1501;
150964;1501;
150983;1502;
151004;1502;
151024;1502;
151044;1503;
151064;1503;
151084;1503;
151104;1504;
151124;1504;
151144;1504;
151164;1505;
151184;1505;
151204;1505;
151224;1505;
151244;1505;
151264;1506;
151284;1506;
151304;1506;
151324;1506;
151344;1506;
151364;1505;
151384;1505;
151404;1505;
151424;1505;
151444;1505;
151464;1504;
151484;1504;
151504;1504;
151524;1503;
151544;1503;
151564;1503;
151584;1502;
151604;1502;
151624;1502;
151644;1501;
151664;1501;
151684;1501;
151705;1500;
151725;1500;
151745;1499;
151765;1499;
151785;1499;
151805;1498;
151825;1498;
151845;1498;
151865;1497;
151885;1497;
151905;1496;
151925;1496;
151945;1496;
151965;1496;
151985;1495;
152005;1495;
152025;1495;
152045;1495;
152065;1495;
152085;1495;
152105;1495;
152125;1495;
152145;1496;
152165;1496;
152185;1496;
152205;1496;
152225;1496;
152245;1496;
152265;1496;
152285;1497;
152305;1497;
152325;1497;
152345;1497;
152365;1498;
152385;1498;
152405;1498;
152426;1499;
152446;1499;
152466;1499;
152486;1500;
152506;1500;
152526;1500;
152546;1501;
152566;1501;
152586;1501;
152606;1501;
152626;1502;
152646;1502;
152666;1502;
152686;1503;
152706;1503;
152726;1503;
152746;1503;
152766;1503;
152786;1504;
152806;1504;
152826;1504;
152846;1504;
152866;1504;
152886;1504;
152906;1504;
152926;1505;
152946;1505;
152967;1505;
152986;1505;
153007;1505;
153026;1505;
153046;1505;
153066;1504;
153086;1504;
153107;1504;
153127;1504;
153147;1503;
153167;1503;
153187;1503;
153207;1503;
153227;1503;
153247;1502;
153267;1502;
153287;1502;
153307;1501;
153327;1501;
153347;1501;
153367;1501;
153387;1500;
153407;1500;
153427;1500;
153447;1499;
153467;1499;
153487;1499;
153507;1499;
153527;1498;
153547;1498;
153567;1498;
153587;1498;
153607;1497;
153627;1497;
153647;1497;
153667;1497;
153687;1497;
153708;1497;
153727;1496;
153747;1496;
153767;1496;
153787;1496;
153808;1496;
153828;1496;
153848;1496;
153868;1496;
153888;1496;
153908;1496;
153928;1496;
153948;1496;
153968;1496;
153988;1496;
154008;1497;
154028;1497;
154048;1497;
154068;1497;
154088;1498;
154108;1498;
154128;1499;
154148;1499;
154168;1499;
154188;1500;
154208;1500;
154228;1500;
154248;1501;
154268;1501;
154288;1501;
154308;1501;
154328;1502;
154348;1502;
154368;1502;
154388;1502;
154408;1502;
154428;1502;
154448;1503;
154469;1503;
154489;1503;
154509;1503;
154529;1503;
154549;1504;
154569;1504;
154589;1504;
154609;1504;
154629;1504;
154649;1504;
154669;1504;
154689;1503;
154709;1503;
154729;1503;
154749;1503;
154769;1503;
154789;1503;
154809;1503;
154829;1502;
154849;1502;
154869;1502;
154889;1502;
154909;1501;
154929;1501;
154949;1501;
154969;1501;
154989;1500;
155009;1500;
155029;1500;
155049;1500;
155069;1499;
155089;1499;
155109;1499;
155129;1499;
155149;1498;
155169;1498;
155190;1498;
155210;1498;
155230;1498;
155250;1497;
155270;1497;
155290;1497;
155310;1497;
155330;1497;
155350;1497;
155370;1496;
155390;1496;
155410;1496;
155430;1496;
155450;1496;
155470;1496;
155490;1496;
155510;1497;
155530;1497;
155550;1497;
155570;1497;
155590;1497;
155610;1497;
155630;1497;
155650;1497;
155670;1497;
155690;1497;
155710;1497;
155730;1497;
155750;1498;
155770;1498;
155790;1498;
155810;1498;
155830;1498;
155850;1498;
155871;1498;
155891;1498;
155911;1498;
155931;1498;
155951;1498;
155971;1497;
155991;1497;
156011;1497;
156031;1497;
156051;1497;
156071;1497;
156091;1497;
156111;1497;
156131;1497;
156151;1497;
156171;1497;
156191;1497;
156211;1497;
156231;1497;
156251;1497;
156271;1497;
156291;1497;
156311;1497;
156331;1497;
156351;1497;
156371;1496;
156391;1496;
156411;1496;
156431;1496;
156451;1495;
156472;1495;
156491;1495;
156511;1494;
156531;1494;
156551;1494;
156572;1494;
156592;1493;
156612;1493;
156632;1492;
156652;1492;
156672;1492;
156692;1492;
156712;1491;
156732;1491;
156752;1491;
156772;1491;
156792;1491;
156812;1491;
156832;1491;
156852;1491;
156872;1491;
156892;1491;
156912;1491;
156932;1491;
156952;1491;
156972;1492;
156992;1492;
157012;1492;
157032;1492;
157052;1493;
157072;1493;
157092;1493;
157112;1494;
157132;1494;
157152;1495;
157172;1495;
157192;1495;
157213;1496;
157232;1496;
157253;1496;
157273;1497;
157293;1497;
157313;1497;
157333;1497;
157353;1498;
157373;1498;
157393;1498;
157413;1499;
157433;1499;
157453;1499;
157473;1499;
157493;1500;
157513;1500;
157533;1500;
157553;1500;
157573;1501;
157593;1501;
157613;1501;
157633;1501;
157653;1501;
157673;1502;
157693;1502;
157713;1502;
157733;1502;
157753;1502;
157773;1502;
157793;1502;
157813;1502;
157833;1502;
157853;1502;
157873;1502;
157893;1502;
157913;1502;
157933;1502;
157954;1502;
157974;1502;
157994;1502;
158014;1502;
158034;1502;
158054;1502;
158074;1502;
158094;1502;
158114;1502;
158134;1501;
158154;1501;
158174;1501;
158194;1501;
158214;1501;
158234;1501;
158254;1501;
158274;1501;
158294;1501;
158314;1501;
158334;1501;
158354;1501;
158374;1500;
158394;1500;
158414;1500;
158434;1500;
158454;1500;
158475;1500;
158494;1500;
158514;1499;
158534;1499;
158554;1499;
158574;1499;
158594;1499;
158615;1499;
158634;1499;
158655;1499;
158675;1499;
158695;1498;
158715;1498;
158735;1498;
158755;1498;
158775;1498;
158795;1498;
158815;1498;
158835;1498;
158855;1497;
158875;1497;
158895;1497;
158915;1497;
158935;1497;
158955;1497;
158975;1497;
158995;1497;
159015;1497;
159035;1497;
159055;1497;
159075;1497;
159095;1496;
159115;1497;
159135;1497;
159155;1497;
159175;1496;
159195;1496;
159215;1496;
159235;1496;
159255;1496;
159275;1496;
159295;1496;
159315;1496;
159336;1495;
159356;1495;
159376;1495;
159396;1495;
159416;1494;
159436;1494;
159456;1494;
159476;1494;
159496;1493;
159516;1493;
159536;1493;
159556;1493;
159576;1493;
159596;1493;
159616;1493;
159636;1493;
159656;1493;
159676;1492;
159696;1493;
159716;1492;
159736;1492;
159756;1492;
159776;1492;
159796;1492;
159816;1492;
159836;1492;
159856;1492;
159876;1492;
159896;1492;
159916;1493;
159936;1493;
159956;1493;
159977;1494;
159997;1494;
160017;1494;
160037;1495;
160057;1495;
160077;1495;
160097;1496;
160117;1496;
160137;1497;
160157;1497;
160177;1497;
160197;1498;
160217;1498;
160237;1498;
160257;1499;
160277;1499;
160297;1499;
160317;1500;
160337;1500;
160357;1500;
160377;1500;
160397;1501;
160417;1501;
160437;1501;
160457;1501;
160477;1501;
160497;1501;
160517;1501;
160537;1502;
160557;1502;
160577;1502;
160597;1502;
160617;1502;
160637;1502;
160657;1503;
160677;1503;
160697;1503;
160718;1503;
160738;1503;
160758;1503;
160778;1503;
160798;1503;
160818;1503;
160838;1503;
160858;1502;
160878;1502;
160898;1502;
160918;1502;
160938;1502;
160958;1502;
160978;1502;
160998;1502;
161018;1502;
161038;1502;
161058;1502;
161078;1502;
161098;1502;
161118;1502;
161138;1502;
161158;1501;
161178;1501;
161198;1501;
161218;1501;
161238;1501;
161258;1501;
161278;1501;
161298;1501;
161318;1501;
161338;1501;
161358;1501;
161378;1501;
161399;1501;
161419;1501;
161439;1501;
161459;1501;
161479;1501;
161499;1501;
161519;1501;
161539;1501;
161559;1501;
161579;1501;
161599;1501;
161619;1501;
161639;1501;
161659;1501;
161679;1502;
161699;1502;
161719;1502;
161739;1502;
161759;1502;
161779;1502;
161799;1502;
161819;1502;
161839;1502;
161859;1502;
161879;1502;
161899;1502;
161919;1502;
161939;1502;
161959;1502;
161980;1502;
161999;1502;
162019;1501;
162039;1501;
162059;1501;
162079;1501;
162100;1501;
162120;1501;
162140;1501;
162160;1501;
162180;1501;
162200;1501;
162220;1501;
162240;1501;
162260;1501;
162280;1501;
162300;1501;
162320;1501;
162340;1501;
162360;1501;
162380;1501;
162400;1501;
162420;1501;
162440;1501;
162460;1501;
162480;1501;
162500;1501;
162520;1501;
162540;1501;
