Czas [ms];Moc[kW];
456894;50.0;
457094;50.1;
457294;50.2;
457494;50.3;
457695;50.3;
457895;50.3;
458095;50.2;
458296;50.2;
458496;50.2;
458696;50.1;
458897;50.1;
459097;50.1;
459297;50.1;
459497;50.1;
459698;50.1;
459898;50.1;
460098;50.1;
460298;50.1;
460499;50.1;
460699;50.1;
460899;50.1;
461100;50.2;
461300;50.2;
461500;50.2;
461700;50.2;
461901;50.3;
462101;50.3;
462301;50.2;
462502;50.2;
462702;50.2;
462902;50.2;
463102;50.2;
463303;50.2;
463503;50.2;
463703;50.2;
463904;50.2;
464104;50.2;
464304;50.1;
464504;50.0;
464705;49.9;
464905;49.9;
465105;49.8;
465306;49.9;
465506;50.0;
465706;50.1;
465907;50.3;
466107;50.4;
466307;50.4;
466507;50.4;
466708;50.4;
466908;50.3;
467108;50.2;
467308;50.2;
467509;50.2;
467709;50.2;
467910;50.2;
468110;50.2;
468310;50.3;
468510;50.3;
468710;50.3;
468911;50.3;
469111;50.3;
469311;50.2;
469512;50.2;
469712;50.2;
469913;50.2;
470112;50.2;
470313;50.3;
470513;50.3;
470713;50.3;
470914;50.3;
471114;50.3;
471314;50.3;
471515;50.3;
471715;50.3;
471915;50.3;
472115;50.3;
472316;50.3;
472516;50.3;
472716;50.3;
472917;50.3;
473117;50.3;
473317;50.4;
473517;50.4;
473718;50.4;
473918;50.4;
474118;50.4;
474318;50.4;
474519;50.4;
474719;50.4;
474920;50.3;
475120;50.3;
475320;50.3;
475520;50.3;
475721;50.3;
475921;50.2;
476121;50.2;
476321;50.3;
476522;50.3;
476722;50.3;
476922;50.3;
477122;50.3;
477323;50.3;
477523;50.3;
477723;50.3;
477924;50.3;
478124;50.3;
478324;50.3;
478524;50.3;
478725;50.3;
478925;50.3;
479125;50.3;
479326;50.3;
479526;50.3;
479726;50.3;
479927;50.3;
480127;50.3;
480327;50.3;
480527;50.2;
480728;50.2;
480928;50.2;
481128;50.2;
481329;50.2;
481529;50.3;
481729;50.3;
481930;50.3;
482130;50.3;
482330;50.3;
482530;50.2;
482731;50.2;
482931;50.1;
483131;50.2;
483331;50.2;
483532;50.2;
483732;50.2;
483932;50.2;
484133;50.3;
484333;50.3;
484533;50.3;
484733;50.2;
484934;50.2;
485134;50.2;
485334;50.2;
485535;50.2;
485735;50.3;
485936;50.3;
486135;50.3;
486336;50.3;
486536;50.2;
486736;50.2;
486937;50.2;
487137;50.2;
487337;50.2;
487537;50.2;
487738;50.2;
487938;50.2;
488138;50.2;
488339;50.2;
488539;50.2;
488739;50.2;
488940;50.6;
489140;51.2;
489340;52.0;
489540;52.8;
489741;53.4;
489941;53.9;
490141;54.3;
490341;54.6;
490542;54.7;
490742;54.6;
490942;54.5;
491143;54.3;
491343;54.2;
491543;54.1;
491743;54.2;
491944;54.2;
492144;54.2;
492344;54.3;
492545;54.3;
492745;54.3;
492945;54.3;
493145;54.3;
493346;54.3;
493546;54.3;
493746;54.3;
493947;54.3;
494147;54.3;
494347;54.3;
494547;54.3;
494748;54.3;
494948;54.3;
495148;54.4;
495349;54.4;
495549;54.4;
495749;54.4;
495950;54.4;
496150;54.5;
496350;54.5;
496550;54.4;
496751;54.4;
496951;54.4;
497151;54.4;
497351;54.4;
497552;54.4;
497752;54.4;
497953;54.4;
498153;54.4;
498353;54.4;
498553;54.3;
498753;54.3;
498954;54.3;
499154;54.3;
499354;54.4;
499555;54.4;
499755;54.5;
499955;54.5;
500155;54.6;
500356;54.6;
500556;54.5;
500756;54.5;
500957;54.5;
501157;54.5;
501357;54.5;
501558;54.5;
501758;54.4;
501958;54.5;
502158;54.5;
502359;54.6;
502559;54.5;
502759;54.6;
502960;54.6;
503160;54.5;
503360;54.5;
503560;54.5;
503761;54.4;
503961;54.4;
504161;54.4;
504361;54.4;
504562;54.4;
504762;54.4;
504963;54.5;
505163;54.5;
505363;54.5;
505563;54.5;
505764;54.6;
505964;54.5;
506164;54.5;
506364;54.5;
506565;54.5;
506765;54.5;
506965;54.5;
507165;54.5;
507366;54.5;
507566;54.5;
507766;54.5;
507967;54.6;
508167;54.5;
508367;54.5;
508567;54.5;
508768;54.5;
508968;54.5;
509168;54.5;
509369;54.5;
509569;54.5;
509769;54.5;
509970;54.5;
510170;54.4;
510370;54.4;
510570;54.4;
510771;54.4;
510971;54.4;
511171;54.4;
511372;54.4;
511572;54.4;
511772;54.5;
511973;54.4;
512173;54.4;
512373;54.4;
512573;54.4;
512774;54.4;
512974;54.4;
513174;54.3;
513374;54.3;
513575;54.3;
513775;54.3;
513976;54.3;
514176;54.4;
514376;54.4;
514576;54.4;
514776;54.4;
514977;54.4;
515177;54.3;
515377;54.4;
515578;54.4;
515778;54.4;
515978;54.4;
516178;54.4;
516379;54.3;
516579;54.4;
516779;54.4;
516980;54.4;
517180;54.4;
517380;54.4;
517580;54.4;
517781;54.4;
517981;54.4;
518181;54.4;
518382;54.4;
518582;54.4;
518782;54.4;
518983;54.5;
519183;54.8;
519383;55.1;
519583;55.4;
519784;55.7;
519984;56.0;
520184;56.2;
520384;56.3;
520585;56.3;
520785;56.2;
520985;56.1;
521186;56.1;
521386;56.3;
521586;56.5;
521786;56.7;
521987;56.9;
522187;57.0;
522387;57.2;
522588;57.3;
522788;57.5;
522988;57.6;
523188;57.7;
523389;57.7;
523589;57.8;
523789;57.9;
523990;58.0;
524190;58.1;
524390;58.1;
524590;58.2;
524791;58.2;
524991;58.3;
525191;58.3;
525392;58.4;
525592;58.5;
525792;58.5;
525993;58.5;
526193;58.5;
526393;58.4;
526593;58.4;
526794;58.5;
526994;58.5;
527194;58.5;
527394;58.5;
527595;58.5;
527795;58.5;
527996;58.5;
528196;58.5;
528396;58.5;
528596;58.5;
528796;58.5;
528997;58.4;
529197;58.4;
529397;58.4;
529598;58.5;
529798;58.5;
529999;58.6;
530198;58.6;
530399;58.5;
530599;58.4;
530799;58.4;
531000;58.4;
531200;58.4;
531400;58.5;
531601;58.5;
531801;58.5;
532001;58.5;
532201;58.6;
532402;58.6;
532602;58.6;
532802;58.6;
533003;58.5;
533203;58.5;
533403;58.5;
533603;58.4;
533804;58.4;
534004;58.5;
534204;58.5;
534404;58.5;
534605;58.4;
534805;58.4;
535006;58.5;
535206;58.5;
535406;58.4;
535606;58.5;
535807;58.5;
536007;58.5;
536207;58.5;
536407;58.5;
536608;58.4;
536808;58.3;
537008;58.3;
537208;58.3;
537409;58.4;
537609;58.5;
537809;58.5;
538010;58.5;
538210;58.4;
538410;58.3;
538610;58.2;
538811;58.2;
539011;58.3;
539211;58.3;
539412;58.3;
539612;58.3;
539812;58.3;
540013;58.2;
540213;58.3;
540413;58.3;
540613;58.4;
540814;58.4;
541014;58.3;
541214;58.3;
541415;58.3;
541615;58.4;
541815;58.4;
542016;58.4;
542216;58.4;
542416;58.3;
542616;58.3;
542817;58.2;
543017;58.2;
543217;58.2;
543417;58.2;
543618;58.2;
543818;58.2;
544018;58.2;
544219;58.1;
544419;58.1;
544619;58.2;
544819;58.1;
545020;58.1;
545220;58.2;
545420;58.2;
545621;58.2;
545821;58.2;
546022;58.2;
546221;58.2;
546422;58.2;
546622;58.2;
546822;58.2;
547023;58.2;
547223;58.2;
547423;58.3;
547623;58.3;
547824;58.3;
548024;58.2;
548224;58.3;
548425;58.3;
548625;58.3;
548825;58.3;
549026;58.4;
549226;58.4;
549426;58.4;
549626;58.5;
549827;58.5;
550027;58.0;
550227;56.5;
550427;53.8;
550628;50.3;
550828;45.5;
551028;40.4;
551229;35.4;
551429;31.1;
551629;27.6;
551829;24.4;
552030;21.6;
552230;19.0;
552430;16.8;
552631;14.8;
552831;13.2;
553031;11.8;
553231;10.5;
553432;9.5;
553632;8.4;
553832;7.2;
554033;5.9;
554233;4.8;
554433;3.8;
554633;3.0;
554834;2.4;
555034;2.0;
555234;1.7;
555435;1.4;
555635;1.3;
555835;1.1;
556036;1.0;
556236;0.9;
556436;0.8;
556636;0.7;
556837;0.6;
557037;0.6;
557237;0.5;
557438;0.5;
557638;0.4;
557838;0.4;
558039;0.3;
558239;0.3;
558439;0.3;
558639;0.3;
558839;0.2;
559040;0.2;
559240;0.2;
559440;0.2;
559641;0.2;
559841;0.2;
560041;0.1;
560241;0.1;
560442;0.1;
560642;0.1;
560842;0.1;
561043;0.1;
561243;0.1;
561443;0.1;
561644;0.1;
561844;0.1;
562044;0.1;
562244;0.0;
562445;0.0;
562645;0.0;
562845;0.0;
563046;0.0;
563246;0.0;
563446;0.0;
563646;0.0;
563847;0.0;
564047;0.0;
564247;0.0;
564447;0.0;
564648;0.0;
564848;0.0;
565049;0.0;
565249;0.0;
565449;0.0;
565649;0.0;
565850;0.0;
566050;0.0;
566250;0.0;
566450;0.0;
566651;0.0;
566851;0.0;
567051;0.0;
567251;0.0;
567452;0.0;
567652;0.0;
567852;0.0;
568053;0.0;
568253;0.0;
568453;0.0;
568653;0.0;
568854;0.0;
569054;0.0;
569254;0.0;
569455;0.0;
569655;0.0;
569855;0.0;
570056;0.0;
570256;0.0;
570456;0.0;
570656;0.0;
570857;0.0;
571057;0.0;
571257;0.0;
571458;0.0;
571658;0.0;
571858;0.0;
572059;0.0;
572259;0.0;
572459;0.0;
572659;0.0;
572860;0.0;
573060;0.0;
573260;0.0;
573460;0.0;
573661;0.0;
573861;0.0;
574062;0.0;
574262;0.0;
574462;0.0;
574662;0.0;
574862;0.0;
575063;0.0;
575263;0.0;
575463;0.0;
575664;0.0;
575864;0.0;
576064;0.0;
576264;0.0;
576465;0.0;
576665;0.0;
576865;0.0;
577066;0.0;
577266;0.0;
577466;0.0;
577666;0.0;
577867;0.0;
578067;0.0;
578267;0.0;
578468;0.0;
578668;0.0;
578868;0.0;
579069;0.0;
579269;0.0;
579469;0.0;
579669;0.0;
579870;0.0;
580070;0.0;
580270;0.0;
580470;0.0;
580671;0.0;
580871;0.0;
581071;0.0;
581272;0.0;
581472;0.0;
581672;0.0;
581872;0.0;
582073;0.0;
582273;0.0;
582473;0.0;
582674;0.0;
582874;0.0;
583074;0.0;
583274;0.0;
583475;0.0;
583675;0.0;
583875;0.0;
584076;0.0;
584276;0.0;
584476;0.0;
584676;0.0;
584877;0.0;
585077;0.0;
585277;0.0;
585478;0.0;
585678;0.0;
585878;0.0;
586079;0.0;
586279;0.0;
586479;0.0;
586679;0.0;
586880;0.0;
587080;0.0;
587280;0.0;
587480;0.0;
587681;0.0;
587881;0.0;
588082;0.0;
588282;0.0;
588482;0.0;
588682;0.0;
588882;0.0;
589083;0.0;
589283;0.0;
589483;0.0;
589684;0.0;
589884;0.0;
590085;0.0;
590284;0.0;
590485;0.0;
590685;0.0;
590885;0.0;
591086;0.0;
591286;0.0;
591486;0.0;
591687;0.0;
591887;0.0;
592087;0.0;
592287;0.0;
592488;0.0;
592688;0.0;
592888;0.0;
593089;0.0;
593289;0.0;
593489;0.0;
593689;0.0;
593890;0.0;
594090;0.0;
594290;0.0;
594490;0.0;
594691;0.0;
594891;0.0;
595092;0.0;
595292;0.0;
595492;0.0;
595692;0.0;
595893;0.0;
596093;0.0;
596293;0.0;
596493;0.0;
596694;0.0;
596894;0.0;
597094;0.0;
597294;0.0;
597495;0.0;
597695;0.0;
597895;0.0;
598096;0.0;
598296;0.0;
598496;0.0;
598696;0.0;
598897;0.0;
599097;0.0;
599297;0.0;
599498;0.0;
599698;0.0;
599898;0.0;
600099;0.0;
600299;0.0;
600499;0.0;
600699;0.0;
600900;0.0;
601100;0.0;
601300;0.0;
601500;0.0;
601701;0.0;
601901;0.0;
602102;0.0;
602302;0.0;
602502;0.0;
602702;0.0;
602903;0.0;
603103;0.0;
603303;0.0;
603503;0.0;
603704;0.0;
603904;0.0;
604104;0.0;
604305;0.0;
604505;0.0;
604705;0.0;
604905;0.0;
605106;0.0;
605306;0.0;
605506;0.0;
605707;0.0;
605907;0.0;
606108;0.0;
606307;0.0;
606508;0.0;
606708;0.0;
606908;0.0;
607109;0.0;
607309;0.0;
607509;0.0;
607709;0.0;
607910;0.0;
608110;0.0;
608310;0.0;
608511;0.0;
608711;0.0;
608911;0.0;
609112;0.0;
609312;0.0;
609512;0.0;
609712;0.0;
609913;0.0;
610113;0.0;
610313;0.0;
610513;0.0;
610714;0.0;
610914;0.0;
611114;0.0;
611315;0.0;
611515;0.0;
611715;0.0;
611915;0.0;
612116;0.0;
612316;0.0;
612516;0.0;
